"","racesex","raceLSAT","raceUGPA","race0","sexLSAT","sexUGPA","sex0","LSATUGPA","LSAT0","UGPA0","first_pfrace","first_pfLSAT","first_pfUGPA","sigma_h_Sq","sigma_h","lp__"
"1",0.0861472731789404,0.778463495982485,0.0425989157292217,1.63047774517272,0.590396321642314,-0.140297362109726,-0.320998015013937,0.0142143058650787,27.7781855316644,2.39947198858851,0.224909101966875,4.22839301047192,0.119975945891191,12.7833209873382,3.57537704128365,21870.7345662703
"2",0.0922208624895897,0.812694375231678,0.0191129580628626,1.64543361020433,0.519855346785138,-0.111462137253303,-0.361757995402782,0.0211080050202521,27.6241765839596,2.31492657033674,0.216138873185993,4.21524903098192,0.0793543755541042,12.5560939058572,3.54345790236842,21864.3208178549
"3",0.0912722558345098,0.79101474500445,0.0321405694273873,1.65719299131598,0.565285008079781,-0.138387612283584,-0.312368225471089,0.0185000263417756,27.8187436149851,2.34341430099286,0.203404696194358,4.12095306733448,0.0947338142350106,12.6261386399658,3.55332782613226,21870.2967476252
"4",0.0996026968763601,0.780057260820837,0.0155827824847378,1.63934295329074,0.551250327786315,-0.0933143956975385,-0.369254511966428,0.0144066270282457,27.8173605077903,2.48102725661598,0.21790925174134,4.18088750339348,0.216900512870557,12.7933571824723,3.57678028154824,21871.4890731588
"5",0.0926888170508031,0.77300678718709,0.0297235389144379,1.62900183818455,0.556661046570843,-0.11874721719367,-0.330173332816363,0.0176277917574596,27.8618802488177,2.29503551884874,0.229263652007406,4.19509044466499,0.13834850963194,12.5612409038545,3.54418409564945,21871.2864515355
"6",0.0892904480648334,0.774850387087358,0.0202051009653564,1.64413777144996,0.593186260602631,-0.127351131344097,-0.31796015401091,0.0164234467433882,27.6870612909821,2.51123606226184,0.213171738163198,4.33711079627079,0.0944320034743385,12.7903896275829,3.57636542142758,21872.4259162021
"7",0.0895499462534737,0.779587553186364,0.0291357789815002,1.64688143432993,0.542232125629799,-0.104837115968771,-0.303665799506351,0.0191766781307078,27.8048566831338,2.33940823308576,0.208852814988998,4.21206183692229,0.0822253283834214,12.6907687899921,3.56241053080525,21873.3342305062
"8",0.0860839396405352,0.777594241627988,0.0252244578430764,1.62005911067183,0.641577546365822,-0.156483515212595,-0.282608570999833,0.0163841264330335,27.706448001898,2.38233739471846,0.238709673676022,4.25524024205566,0.179491037191554,12.865232576541,3.58681370808982,21869.4881122618
"9",0.0948709023242739,0.775655831862494,0.0241269779302981,1.66021362828132,0.541450353065999,-0.120970844160838,-0.336934974944874,0.0173719624456467,27.8662529111666,2.42035282934143,0.19778033688086,4.24206688148995,0.0795772916514326,12.716289733826,3.56599070860063,21869.804215346
"10",0.0832628752801848,0.764954387672642,0.0329379375770514,1.62217038641224,0.622856345381559,-0.148640150091159,-0.257840652021758,0.0140606620011637,27.8284816136471,2.37430311235965,0.234775363587678,4.22286872260185,0.210635528645578,12.6197613276126,3.5524303409937,21869.9446298845
"11",0.093278438248827,0.800960242118329,0.0189585434246272,1.63356249809275,0.571813338276576,-0.139634830597233,-0.318773572977167,0.0192157412430623,27.5866889871715,2.377833824458,0.222356378035388,4.36798700769561,0.122842958950711,12.8019514749252,3.57798148051736,21868.1157925953
"12",0.0759606179848279,0.767959024277939,0.0181470142717758,1.63906998117354,0.629693204458797,-0.149596106997252,-0.206250836383023,0.0163492165730881,27.7949932486498,2.41989341994938,0.224188804554485,4.34023541329172,0.172430080599193,12.6441029626617,3.55585474431418,21865.731243425
"13",0.0940801014025918,0.782650586222206,0.0316754453806773,1.64460620993086,0.548312537389977,-0.116647552992356,-0.339895608858869,0.0165649812733889,27.8996495294857,2.35204953909326,0.215820054666503,4.17329589514557,0.114912910695327,12.6539743005665,3.55724251360045,21869.2316136343
"14",0.0883822269926006,0.770828006195156,0.0264829588628671,1.64370925278824,0.602018210663282,-0.00592802090010319,-0.301248785252263,0.0166436757573473,27.8581876535727,2.4298662298347,0.207266130985297,4.23876965302151,-0.00023450584771451,12.7959240875512,3.57713909256422,21865.9096830093
"15",0.0788243343097113,0.787569361486564,0.0187982464651732,1.62972334335872,0.581264712018835,-0.242376665662369,-0.240920595545318,0.014174860222373,27.8056861085881,2.4674731232727,0.223581142880423,4.18107676969188,0.322840659623449,12.610562262656,3.5511353484,21865.3901912421
"16",0.0945751726681146,0.783515121496417,0.0202466759454563,1.65156881259039,0.545027403263085,-0.0604989801079688,-0.350763214396399,0.0241797723438446,27.6593901113609,2.0683430311016,0.210361651941592,4.32716212540936,0.217494624516383,12.7375376764398,3.56896871328957,21866.5342912818
"17",0.0778299373479965,0.771956934176467,0.0430784918757475,1.63057973164727,0.635493273289531,-0.175944655543509,-0.229362688230792,0.006955064350852,27.8608210917906,2.72960006585297,0.229818515141198,4.17949123211348,0.095388379202681,12.6657506341441,3.55889739022412,21868.7568971986
"18",0.0854990688329723,0.788568531210504,0.0437973274197943,1.63274395044108,0.619856365740892,-0.153677382905978,-0.295622327703498,0.0130950599418895,27.8164509254819,2.52180115180385,0.22622411599675,4.14259543085538,0.0580441080489613,12.6414514286893,3.55548188417397,21870.7121865902
"19",0.0968437901487179,0.771703564651775,0.035496031580715,1.62998924238158,0.504674706514272,-0.151747573787384,-0.345979099856499,0.0183203143803498,27.8365533746584,2.20076617520831,0.225945195346689,4.32232839943037,0.211020387497021,12.7233160437558,3.56697575598095,21869.2021337968
"20",0.0896479211546201,0.766808483453292,0.0361663129319175,1.63551288357514,0.60276285368682,-0.20120313612122,-0.328793511305601,0.0152457772204043,27.7904820591387,2.45715923609795,0.221144221658906,4.27893512371367,0.1035784212918,12.6387705171038,3.55510485317997,21872.3886571429
"21",0.0910839490114778,0.748180169316395,0.0434711390616579,1.63648287932597,0.627106961910235,-0.176389464380824,-0.338929921638146,0.00971846312184323,27.9450376668884,2.65627601533643,0.219296725510857,4.29976438445006,0.0883924338611985,12.8061076887525,3.5785622376525,21865.6980654002
"22",0.0982335369561431,0.768258507538626,0.0547647881142904,1.63949895525775,0.601306061002044,-0.140188061454785,-0.353363074026752,0.00552070389956831,27.8273383598946,2.66268527602229,0.217997620337463,4.23483047967829,0.0903850116820363,12.713103276738,3.56554389634148,21869.8857951537
"23",0.097873636301742,0.765864027178327,0.0560748719330927,1.64527794592193,0.584903217816182,-0.148602084678255,-0.3405603466336,0.00705408057428832,27.8761909586116,2.47978081288196,0.213345497880807,4.23029228974752,0.216670192797754,12.6531204991171,3.55712250268628,21868.5332342855
"24",0.0964984344993712,0.770949108383754,0.0156688461396042,1.65841349240326,0.554908457529164,-0.226953746000874,-0.329615096787722,0.0243001240256948,27.8457736914496,2.17087799910786,0.196694265158871,4.250104152625,0.234655825632224,12.7525913050574,3.571077051123,21865.9948790099
"25",0.0882514628417761,0.788923095415272,0.0287910930633994,1.62148649879031,0.627281837884414,-0.0524203752431446,-0.281145618235724,0.0107515066795251,27.6489828736485,2.63429693011135,0.23454317664731,4.29423443901864,0.0438005862874871,12.5944504664144,3.54886608178083,21867.2732802991
"26",0.083378702831073,0.78666344851694,0.0163518619669787,1.63116723397524,0.545420735712288,-0.0811419524978141,-0.281022476487036,0.017848333358972,27.741327080172,2.42061202324554,0.226568405397608,4.25834931755606,0.0950388889763069,12.6764685108274,3.56040285794001,21872.9392646527
"27",0.082410215672583,0.785417574719504,0.0305070351352258,1.62088299395981,0.528938927510958,-0.115474208874129,-0.262885872308665,0.0210012128703708,27.7746586474816,2.3477028144401,0.2354943368879,4.23700864745098,-0.0183868003381152,12.7355949829434,3.5686965383657,21870.0937407041
"28",0.0827168340856883,0.784741190280052,0.018095669684591,1.62434391637929,0.508207592144144,-0.105059003409807,-0.264369521094446,0.0195370422842907,27.7766800715522,2.47779948914609,0.235226285385315,4.24817293554522,-0.0512658572861923,12.8352564048939,3.58263260813803,21867.4117503791
"29",0.0844654218058316,0.759507000800198,0.0520724462281046,1.63798472314311,0.597449787425403,-0.136816882168746,-0.276291375151214,0.0185664363761799,27.7959937575236,2.32935359500009,0.221089964104048,4.33643905401661,-0.0210561441640053,12.7326576608331,3.56828497472288,21870.4444276569
"30",0.084070882152024,0.747156758305648,0.0579905684933878,1.63839517294003,0.580017037197717,-0.149064929155861,-0.271018871237667,0.0167612903965914,27.9782971447224,2.21707380607453,0.217842610971916,4.24118362395646,0.105483666699461,12.6762201710177,3.56036798252901,21869.782719373
"31",0.0954514587457681,0.809153154063814,-0.00733708161288949,1.63427969675205,0.595566691132248,-0.113587351148559,-0.351320757775215,0.0149933386446715,27.5767610014075,2.71877079343077,0.222106133935273,4.23004910315437,0.0697075854671667,12.7787827484967,3.57474233316146,21867.5267545316
"32",0.0974211642777708,0.797788668730602,0.032644403260277,1.63957352389777,0.645569588847707,-0.16245942241077,-0.356610847781195,0.0163995811754823,27.546780157653,2.44948828815981,0.220251030869965,4.29749628676121,0.06744341198328,12.6336082920068,3.5543787490934,21870.4647668742
"33",0.081449067629382,0.771629081613206,0.0174978709923544,1.63011983817467,0.594936904228139,-0.076586395539679,-0.277571479083588,0.0196353358105552,27.7856994737182,2.2090977593594,0.230538943085899,4.27150270670258,0.239417644076034,12.7645213609812,3.57274703288397,21870.4265682781
