"","raceUGPA","race0","sexrace","sexUGPA","sex0","LSATrace","LSATsex","LSATUGPA","LSAT0","UGPA0","first_pfrace","first_pfLSAT","first_pfUGPA","sigma_h_Sq","sigma_h","lp__"
"1",0.0267696039226753,1.18171700321042,0.0346051455961359,-0.107220007439764,-0.752806307982386,0.0134714740045272,0.0272713873288128,0.0220952405648231,32.0735828990749,2.15601352013463,0.150462375324757,5.20665471092423,0.159675627124005,13.5489179955406,3.68088549068571,20600.7900866938
"2",0.0260634013938636,1.19292355790878,0.0325131463732013,-0.128659654859116,-0.965317197997282,0.0133162482544183,0.0324285802569853,0.0120555486006924,31.9510372749092,2.62103163922653,0.148305304746691,5.35216207861234,0.0794729617300776,13.3861860558349,3.65871371602574,20596.1805618495
"3",0.0212793440418179,1.17992556527893,0.0307996576711428,-0.122510299518767,-0.984364996859906,0.013187238297297,0.0335377149612498,0.0224393461906875,32.1138566127952,2.19607098401648,0.164302546364798,5.17523592340144,0.126941734294086,13.8161344133643,3.71700610886831,20596.1534467082
"4",0.025391950669653,1.19588788092438,0.029520807901183,-0.141956960702958,-0.897369887897967,0.0131137863313823,0.0315892964493455,0.0104067022520252,31.9941180644213,2.47993218105068,0.150679634791261,5.39219254336106,0.305913661231884,13.7099307157238,3.7026923603945,20599.1021457769
"5",0.024887537401645,1.15853615214939,0.0283922523725956,-0.159752356742701,-0.643227186917224,0.0138047772123838,0.0248953135606697,0.0219445690185472,32.2243312682644,2.2627696701058,0.1639637309217,5.1429419801314,0.115395310251704,13.671419631691,3.69748828689031,20596.4765379869
"6",0.0366337398255525,1.21397842795742,0.0254584821097241,-0.149870328497172,-0.923609532507878,0.0124252569230357,0.0313094077061121,0.017221102830398,32.0031785713902,2.27727834895574,0.159305020937469,5.35589942742771,0.158446740703118,13.6914431722065,3.70019501813168,20597.8257413976
"7",0.0171642984736731,1.21058741096368,0.0273394145476114,-0.138809132723218,-0.96601647321199,0.0125191500918071,0.0327147448744384,0.024653797363875,32.130135776475,2.13644891823648,0.158308802562785,5.21003595042646,0.15775191931938,13.5166581924959,3.67650080817288,20598.5112090053
"8",0.0137271128854273,1.18960099996828,0.0380528418858872,-0.159609619761935,-0.640055249399148,0.0133708822242634,0.024603395667248,0.0201494102525671,32.1845548030204,2.41102427874401,0.14248097577622,5.1470290542991,0.0967272575917216,13.5068129591779,3.67516162354499,20599.3903911566
"9",0.0389812081205635,1.16591044979663,0.0220247066198732,-0.167525092252813,-0.880174021101558,0.0139625225561211,0.030870837095182,0.00892398248622464,32.0406285252856,2.569577089185,0.155753394670558,5.30229083476769,0.202125356195522,13.6689335172813,3.69715208197895,20600.5837512328
"10",0.0353198042295679,1.16879112195124,0.0309129233243737,-0.116177327555546,-0.756427824238549,0.0137618189413717,0.0277904851078479,0.0226298526437285,32.0435705627842,2.09117158794211,0.156288910719543,5.29969108602921,0.158752286234297,13.6292757392999,3.69178489883957,20602.1119593718
"11",0.018308890013203,1.16479074818306,0.033078227820812,-0.10878255144864,-0.864725353894388,0.0137971942043811,0.030816512862443,0.015611841926812,32.077427887435,2.41072219711187,0.154880803774347,5.26119451930881,0.205898705921719,13.6289599452829,3.69174212876291,20602.7669602837
"12",0.0136125481936517,1.18561257182204,0.0376013148240205,-0.161264218837439,-0.801037993997312,0.0131543355040854,0.0280951343708099,0.0211813112172513,32.0575978235292,2.27844819480239,0.161164032537509,5.29192373620449,0.178000810997775,13.5525654551373,3.6813809168758,20600.519618908
"13",0.0212487765786714,1.18773000998158,0.0303271900445239,-0.170123329791879,-0.80504001904681,0.0131625683724644,0.0280473787418019,0.0238190027307863,32.1603908571097,2.26738430428129,0.162791567584147,5.2378033086639,0.033285004883206,13.7269505785337,3.70498995660362,20595.8210670513
"14",0.00269440938726748,1.202030451202,0.0298788792239906,-0.140593389026558,-0.875503822499774,0.0134798793582954,0.0299419474933442,0.0150900323811044,32.0469513847151,2.74443995458219,0.134633443898791,5.21685320243084,0.0465638853979485,13.7255693100838,3.70480354541018,20591.0317137245
"15",0.0527308465679204,1.21783066864854,0.0320758417140106,-0.0968207868269693,-0.715509445831837,0.0130339683571057,0.0264897225991762,0.0134417470314506,32.0773016589375,2.39177448808641,0.130313511560465,5.31861654044715,0.0316273748746122,13.7352844386088,3.70611446647412,20595.4367527085
"16",0.0417678472932808,1.17399317685985,0.0348718621269687,-0.0934848161192311,-0.727699204007522,0.0139645063339853,0.0267337231727984,0.015791324289313,32.0100361791313,2.37858316461101,0.13723726078156,5.37775835423798,0.0988340577106293,13.4749365993599,3.6708223328513,20598.7729098571
"17",0.0149533917998356,1.16674893657756,0.0376053119483826,-0.124539717694739,-0.936953870093517,0.0143124911290445,0.0319528321757374,0.017661203382609,32.0597910639509,2.41749566417965,0.127815270711962,5.33254329830772,0.129779861121647,13.7627625322474,3.70981974390231,20595.7688556667
"18",0.0192424561473941,1.19606501864634,0.038816125855484,-0.0976848664436966,-0.792740169892012,0.0138940878126715,0.0287989013525319,0.0191913179095466,31.964765432868,2.4127453322018,0.115334220456643,5.33777500676411,0.053447975245669,13.2975598947135,3.64658194679805,20589.0304386657
"19",0.0441187257185012,1.16309548462189,0.0281742674948003,-0.128410229001595,-0.871325701845145,0.0145474853134913,0.0311631827654414,0.0110364742379581,32.086984581002,2.46322001081952,0.13122268822261,5.26735441042457,0.162115370241343,13.3740375937012,3.65705312973454,20595.6180347908
"20",0.00655565765593469,1.19538740429572,0.0264132988647467,-0.136176057893811,-0.948351644359641,0.0133977069637237,0.0333137083141557,0.0230253420493878,32.059921830104,2.30100555458783,0.141814192795995,5.28950922954676,0.124658256661953,13.3877518299702,3.65892768854076,20597.3222452191
"21",0.0175022517379328,1.16933159429685,0.0398449947836153,-0.105471265950277,-0.750562065774739,0.0135363321253453,0.0281026857975591,0.0208477820255499,32.0608472532135,2.21101651997523,0.158783621662478,5.27280126064213,0.221486961893076,13.6008330203606,3.68793072336786,20599.2602644442
"22",0.0258895626823231,1.16915106143243,0.0393183750907233,-0.178561742901673,-0.819780699330911,0.0134529233855781,0.0286612681254443,0.0213478794121133,32.0137246525655,2.21026624148561,0.158314987083201,5.33048472899875,0.219606767834582,13.7334338494903,3.70586479104275,20598.4904654424
"23",0.0202240389468822,1.20304086399995,0.0272404705407406,-0.104384555894271,-0.823245225415296,0.0133602763624094,0.0290448166533038,0.0183669974968817,32.014502429939,2.4259393796495,0.135694127622215,5.40348326951192,0.0535635441385641,13.4569006444367,3.66836484614559,20597.2486627649
"24",0.061552497845341,1.20485290319281,0.0278895551973334,-0.134580339591146,-0.796672257600978,0.0133861230673083,0.0284302910039061,0.0127005879732849,32.0052734891105,2.40912974993352,0.134686786882645,5.36462058944044,0.050498223455585,13.6958402214551,3.70078913496231,20599.1206392978
"25",0.0125118802968904,1.19929107580669,0.0279680762448418,-0.11173462846557,-0.783458239531476,0.0134055049885645,0.0282453131215446,0.0188234730135941,32.0992477554541,2.47157741022325,0.135804567713667,5.269468091114,0.0872004657950879,13.4934217603648,3.67333932006898,20600.8455087782
"26",0.00934223905629386,1.20052695718216,0.0384920374710414,-0.107542341845798,-0.802798072475086,0.0131365240769063,0.028904045306415,0.0248109110832798,32.0762970923265,2.21200212439018,0.141505502951582,5.28371653705949,0.0785940288676744,13.7065100337533,3.70223041337966,20600.1909201294
"27",0.00609705309909747,1.175211922643,0.0324670045716891,-0.0906471106390676,-0.77821391709241,0.0133041903564845,0.0277370436340002,0.0167166358640372,32.0844307278152,2.43739796152471,0.164837256168633,5.27320125574278,0.21789810955652,13.4393176089013,3.66596748606712,20600.0098365979
"28",0.0136794094787182,1.14350706836684,0.0315430759868611,-0.0773889537377247,-0.857393059873879,0.0141108923577105,0.0298589531026174,0.017734218489619,32.0719837055635,2.34235781021443,0.166749889962102,5.26358380272769,0.202709181787522,13.5387736488308,3.67950725625467,20599.5859155137
"29",0.0377876703593352,1.23092909437313,0.0272420758783909,-0.167048232385874,-0.6342196536061,0.0121126473666735,0.0245565459244306,0.0180889580191883,32.0394383609686,2.34965308522554,0.155904975775526,5.30660951480857,0.0720400370822859,13.5238038683349,3.67747248369514,20598.5255757079
"30",0.00551052980132732,1.18248574850322,0.022816976489171,-0.187642952430276,-0.856232378700897,0.013172394672502,0.0305523305295958,0.0185733202307027,32.0861000885862,2.51520608020963,0.164634716504247,5.24916948437952,0.122746373779149,13.6701033061615,3.69731027994155,20598.8226494895
"31",0.0420461580628829,1.18080238259047,0.0264925722222809,-0.150644592304246,-0.771329592431916,0.0133424866118572,0.0276694797247592,0.00373741119072477,32.0956794243746,2.77329702206749,0.160618859699127,5.26325383814022,0.149393261221343,13.5619636733974,3.68265714849989,20599.6392731288
