"","racesex","raceLSAT","raceUGPA","racefirst_pf","sexLSAT","sexUGPA","sex0","LSATUGPA","LSAT0","UGPA0","first_pfLSAT","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.0920814773083966,0.768777425068838,0.0207931171284684,0.28995795587594,0.635622450337955,-0.229420020218973,-0.333902965627551,0.0197237972606802,27.8430236502788,2.44657185468327,4.20703337752467,0.107256633838137,0.377203678874811,12.7648808047787,3.57279733609096,-99657.652940963
"2",0.0916234926033734,0.766356381674936,0.015264359444389,0.280346800996175,0.56012284710904,-0.15039906083816,-0.319263196046649,0.0166619405202109,27.7931479232317,2.5052137966154,4.28924540745862,0.160023056610477,0.444683308080377,12.7303516756903,3.567961837757,-99657.1929623474
"3",0.0882579930838296,0.78854241919782,0.0280395690398848,0.298292802986655,0.646223563589534,-0.153912881296915,-0.292334260133895,0.0187206260186754,27.6913063113815,2.28811013154175,4.17329922110523,0.121126820776886,0.303865318092017,12.698522362235,3.56349861263268,-99660.3714973507
"4",0.0836877232652688,0.781155016405039,0.00721886947399544,0.298821692814048,0.592306918920609,-0.135758368843363,-0.261343561866452,0.0258176596009715,27.7610200442531,2.18415120891805,4.2452016327853,0.121958447384413,0.336702758109126,12.805660541012,3.57849976121447,-99657.1908264363
"5",0.0931300716201923,0.76755362294353,0.0270337337020477,0.280749540924911,0.590773817575022,-0.150032458913134,-0.338970000130087,0.0236876449597361,27.7496386417232,2.25851012678566,4.34327610369063,0.0246567512786471,0.444669215294972,12.6636751736351,3.55860579070442,-99656.4088490769
"6",0.100414980922719,0.774330467978749,0.0194660910210052,0.297740763958914,0.55786568299806,-0.158488085101649,-0.380213639592907,0.0168416747366041,27.9193710888079,2.48158693197792,4.15584626221319,0.0792561764907319,0.34320192424827,12.6928888793928,3.56270808225889,-99656.821101874
"7",0.0934990619021441,0.778511054752072,0.0210908628369521,0.297215506915616,0.517089244325637,-0.125213202614659,-0.336830375178291,0.0175965668566699,27.9170934062239,2.39781702645347,4.13528940428822,0.106333029887345,0.306791672387659,12.7276434689182,3.56758230023053,-99656.9961374083
"8",0.0953210635597184,0.76554740249798,0.0200258887085431,0.295693548838887,0.574819229076969,-0.13082285304529,-0.357198496532385,0.015448338800464,27.7961270445701,2.5229171091044,4.33150190130306,0.130500014993167,0.323125277861419,12.6671875023218,3.559099254351,-99656.1773894938
"9",0.0794994858266627,0.754824442592301,0.0339325898378447,0.290314433505055,0.561757622842138,-0.135342458186928,-0.269181520647429,0.0136539896666237,28.0767470808334,2.46180821173421,4.09524073027061,0.174163052018277,0.377091493176327,12.7360168501382,3.56875564449826,-99660.3944965465
"10",0.0909164037301826,0.786407570295639,0.0245364721451174,0.274409330203338,0.602551334412963,-0.130105454578767,-0.323007159693937,0.0199476240954887,27.6075864377991,2.35803694922498,4.3432390892655,0.100514806927392,0.463693471309515,12.6521325428285,3.55698362982296,-99657.161179353
