"","racesex","raceLSAT","raceUGPA","racefirst_pf","sexLSAT","sexUGPA","sex0","LSATUGPA","LSATfirst_pf","LSAT0","UGPA0","first_pfUGPA","first_pf0","sigma_h_Sq","sigma_h","lp__"
"1",0.0844516998750024,0.949650544433312,0.0439618929031309,0.159730837358541,0.696719228714681,-0.133615195604113,-0.275232465654022,0.0175369366660991,0.142577174817326,30.4450386308461,2.28793999561546,0.106810366431294,-3.89137332179153,13.5944070503257,3.68705940423065,-100470.491686424
"2",0.087945832324119,0.949172060220055,0.00655641600263985,0.169427608391209,0.593671670133452,-0.14704794688606,-0.307754666089702,0.014873652059057,0.147549935562653,30.4543456967639,2.62646885584789,0.0901776414630362,-4.12838513201731,13.4474296996663,3.66707372432929,-100471.722768057
"3",0.0918817317495459,0.949044642583484,0.0206102434184541,0.159462018088969,0.686728814719766,-0.0972838853099258,-0.309895679808646,0.0202024671558205,0.145279316855139,30.4199692182257,2.19493685039791,0.229758072198974,-3.89453186660396,13.6498848862536,3.69457506166185,-100471.819656746
"4",0.0894658790377082,0.920898961556939,0.0226023468359212,0.166221052401753,0.728841562654249,-0.108103025359457,-0.298890154659919,0.0188805544647607,0.154906195596311,30.5072087354877,2.2937841020139,0.182417215157803,-4.25593427380386,13.5932954725763,3.68690866073141,-100478.395369336
"5",0.102106069402814,0.954822232800137,0.0213659475958077,0.150253121810819,0.560356132625766,-0.144288734229354,-0.390111458005522,0.0188159055573936,0.140160291900293,30.4321146297041,2.32891092812945,0.174780147909014,-3.75837428848336,13.4684502923597,3.6699387314177,-100473.088202491
"6",0.0745341023105041,0.919289026120678,0.030927186094388,0.176321283117178,0.737843714926803,-0.0910724704059262,-0.213028425708166,0.0181229203126223,0.151235139375781,30.5929289395785,2.33081235172693,0.0975962536225106,-4.26152930045234,13.5766876502559,3.68465570308217,-100475.212622929
"7",0.104948867734737,0.955901861077594,0.021784894207423,0.16059567956482,0.529300007778009,-0.172151137323928,-0.408756145527292,0.0137664331810676,0.140189142669522,30.4565689670313,2.43732355385511,0.247901794291966,-3.79438581257412,13.4693571375326,3.67006227978936,-100473.417896252
"8",0.0753519912568352,0.944637703130982,0.0184467244348714,0.167562367076875,0.721206553765977,-0.111259846019441,-0.214967717400589,0.022508378527348,0.144802107870595,30.4056237088671,2.34593313364044,-0.0272597144388746,-3.9783922627177,13.5660604337956,3.68321332993292,-100472.41495478
"9",0.0914223405445371,0.928445478559383,0.0275174277204109,0.16531534434976,0.702152473680609,-0.12582579972068,-0.307499880818135,0.0230462044581692,0.14805822123276,30.5514757229438,2.30638042855877,0.0114772804504479,-4.04318491084686,13.4788691551568,3.67135794429756,-100472.161652877
"10",0.0877207256945794,0.930503976937673,0.0377578913431342,0.164958950997777,0.790748283938248,-0.0836821091790861,-0.276050335569834,0.0173785426946363,0.151068918898492,30.5041652901188,2.36848666182515,0.0653663791336851,-4.15370704351703,13.5615366609224,3.68259917190595,-100475.868428666
