"","racesex","raceLSAT","raceUGPA","race0","sexUGPA","sex0","LSATsex","LSATUGPA","LSAT0","UGPA0","first_pfrace","first_pfLSAT","first_pfUGPA","sigma_h_Sq","sigma_h","lp__"
"1",0.0598384007705094,0.822103633972099,0.0496288741508445,1.65067703849857,-0.15168988774617,-1.10279523701032,0.0267664387834602,0.0161145378169219,27.8062151344105,2.30325972053013,0.207928161578926,4.27952301376144,0.119152461045657,12.8207292906781,3.58060459848307,21831.1936709238
"2",0.0677591575695813,0.813205523742331,0.0325847082692574,1.64499858446119,-0.147818826927212,-1.10296520965389,0.0249367655370499,0.0187956256204224,27.8462986570325,2.34603311955832,0.210217076801591,4.29193731752504,0.0722853709402906,12.7137396776153,3.56563313839425,21834.7500489965
"3",0.0700802137528212,0.788281779773163,0.00133081555031848,1.64287649209062,-0.124622963232006,-0.913128096509131,0.0192026549346255,0.0252264608600788,28.1736033765738,2.1553108558008,0.209463810533866,4.13080774489148,0.215875351121549,12.7893790640667,3.57622413504337,21829.5441436554
"4",0.0678042648169674,0.791764208754954,0.0422382192111169,1.63129145784328,-0.127565270084858,-1.06889192307349,0.0241441436511064,0.00958529956362504,27.9447755880163,2.62221084669194,0.227644469180738,4.31447995448261,0.0681262280597811,12.6978783808858,3.56340825346827,21834.8834429696
"5",0.0726936699432002,0.79014313647913,0.00402837766913149,1.6412365259988,-0.146857297886826,-0.977230249868785,0.0212154441025075,0.0122434204383902,28.0904531632142,2.64267504726708,0.216558701026264,4.16187540599111,0.210199707677016,12.8415479320676,3.58351055978179,21834.3590813434
"6",0.0701736208886811,0.776661669946849,0.0431517051840855,1.63837065548134,-0.126639824323919,-1.00417424313723,0.0224452970433347,0.015412078446311,28.050115578618,2.37622181454622,0.214350018296037,4.2810497478253,0.0774885121311609,12.6306850265465,3.55396750499305,21833.5570855373
"7",0.0679140513319577,0.775340110260625,0.0309273289105632,1.65062883191009,-0.128741967916886,-1.04381818777069,0.0227336023792876,0.0177655666387932,28.045561329882,2.33178706013952,0.205917499036187,4.29423321829869,0.114735819712616,12.5653651572475,3.54476588186688,21830.1421702011
"8",0.0738327418680671,0.807541692367222,0.0173513171389942,1.63297742436713,-0.119187084333566,-0.952592527983267,0.0202661966817644,0.0152791040384646,27.9707468199007,2.4893758976193,0.220680475760299,4.20597155391625,0.155093967361541,12.7389321258203,3.56916406541087,21835.7473939631
"9",0.0631301401345026,0.77259786920504,0.0383706364257458,1.64587603116251,-0.149716720288443,-1.01473127880558,0.0233794259285512,0.0256386333984827,28.0573352795736,2.00379945040013,0.207155686574727,4.27843569521332,0.111410379103214,12.7327856862527,3.56830291402687,21829.7019579459
"10",0.0732051098230716,0.772411302557287,0.0123987795477434,1.6389588464855,-0.12474125934436,-0.921354229165742,0.0197239391063959,0.0132150240710604,28.2068266489952,2.56459699205921,0.21436809831052,4.18214627984684,0.194459284946016,12.782256828936,3.57522822053865,21833.9828441037
"11",0.0657248286506893,0.793500568822235,0.027059976928245,1.62889319665427,-0.143530803141233,-1.02757283301744,0.0235027223642707,0.0156783673358892,27.9276811047617,2.44209961931942,0.225148226821193,4.34234514851004,0.166377223695241,12.7198135238392,3.56648475726999,21835.5410372667
"12",0.0681236594047241,0.766202638804781,0.0447806121121798,1.65013627600875,-0.140838583447034,-0.820021218225778,0.0176621865619291,0.0171860690921757,28.1089087507766,2.24677707245662,0.212384262852984,4.32179977772888,0.19453436095015,12.7523820787086,3.57104775643068,21830.5515897913
"13",0.0678350580158776,0.793554257408698,0.0277005954970897,1.63047039918134,-0.10974231765645,-0.936825470122319,0.020663122387748,0.0228989615321736,28.0289993928542,2.2810527636036,0.221222183793696,4.22983627428969,0.0391426108440267,12.6294431705393,3.55379278666318,21831.6455605784
"14",0.0667260394588762,0.802382085760789,0.0237940355225798,1.63608784585027,-0.124979287146656,-1.08442870978626,0.0245656713388128,0.0110626830778744,27.8597198711501,2.63565213604075,0.22714464175238,4.35509292241907,0.143081636552856,12.9216321856906,3.5946671870551,21830.624655354
"15",0.0680995726750069,0.789332933823803,0.028332201526936,1.64458042991593,-0.167887864425905,-1.05274939359003,0.0232450872723789,0.00931164210121043,28.0012413772205,2.62478859692495,0.213090630019121,4.33018748960787,0.177326797653313,12.4291509975093,3.52550010601465,21826.3513443017
"16",0.0657566033149528,0.78553842596596,0.0332095318228403,1.6379021513279,-0.117785977463196,-1.11479176406178,0.0256238823118377,0.0150722303553397,28.0340246899154,2.52285419418013,0.214817974997025,4.25889318063853,0.0101121073010977,12.9588623866198,3.59984199467418,21831.2032239844
"17",0.0799132457537149,0.779681260403714,0.0463859564507889,1.6329849014748,-0.178955030429102,-1.10647948836611,0.0238002938435301,0.0147913760914019,28.0666588204744,2.32923565000015,0.228344025516975,4.28474009750574,0.180019930047215,12.5970922268387,3.54923826008324,21831.7360590435
"18",0.077396883145722,0.771381331325232,0.0484015852656105,1.62857874044081,-0.148373199260254,-1.11669434780042,0.0249652026605347,0.0117206207589479,28.1594223340659,2.39512857109801,0.225120695363158,4.2229556718107,0.191072909930447,12.6271758046733,3.55347376586254,21828.5549911442
"19",0.0642962265530846,0.798713371814213,0.0232877031006014,1.6389043084876,-0.130204310643654,-0.936597592283914,0.021221989215405,0.0163389018227756,27.9764582825258,2.38978133444775,0.22368140809702,4.20076036978331,0.18566471622345,12.8259218271027,3.5813296172096,21833.8355662922
"20",0.0701607193135924,0.772370884372051,0.0351592461063505,1.64768033059698,-0.137453886921504,-0.903052983572415,0.0203083293004826,0.0182572847954778,28.124162533704,2.25671922959146,0.205663265776327,4.26212158581004,0.201223865516096,12.6809520871777,3.56103244680214,21831.6950060603
"21",0.0723005215385372,0.786304098968986,0.0295360662261965,1.6492764086426,-0.144246634219236,-1.11573473087999,0.0257642964823264,0.0150145797392505,27.995381837386,2.45358550363036,0.204750003754281,4.32582395474561,0.176019709174124,12.9783887049121,3.60255308148431,21827.7567219032
"22",0.0713629415523081,0.781103922925437,0.0308642954589738,1.63820490009662,-0.0901011898526253,-1.1292192795356,0.0244443560119125,0.0151018268500121,28.087441950431,2.27528726140805,0.216341644973624,4.24359460649874,0.281509937915794,12.5428088022863,3.54158281031043,21828.7967542882
"23",0.0797207301920688,0.796115862305443,0.0347559535651804,1.63961617663637,-0.274710318728982,-1.08210889209241,0.0227947995419909,0.0210618992648577,28.0336315000336,2.20506466912375,0.213936303694782,4.20833737052718,0.210794093254659,12.8651493778158,3.58680211021124,21829.8538237952
"24",0.0584989486414769,0.783821903418145,0.0204548940987623,1.63036076421596,0.01913327967643,-0.939174916752585,0.0221793885508582,0.0168701966108997,27.9411927213309,2.39001427558257,0.223731292170881,4.41898530566682,0.0783206936935572,12.6419023989852,3.55554530262029,21827.8537587992
"25",0.076661073844167,0.7958842713569,0.0344225661543151,1.63958001291513,-0.280362264771362,-1.02111095347105,0.0215463891146388,0.0252045972374793,28.0884771943246,2.07881623048212,0.213289239050071,4.14170686601943,0.188068416678658,12.8921834384386,3.59056867897532,21827.326431459
"26",0.0739259668942944,0.799869764053859,0.0244859225605211,1.6404829196939,-0.183764343694382,-0.992121679974014,0.0211866499232227,0.0196955681303642,27.9943464359879,2.20412516487147,0.21241603552108,4.22990840670206,0.289972461262686,12.8391767840724,3.58317970301134,21833.1164564808
"27",0.0614450211279146,0.786457069946521,0.027006231385553,1.64353297824303,-0.0937817483204406,-1.01765975739017,0.0244463332277396,0.0110087728207484,28.007287302806,2.71886710750202,0.217545687649448,4.31494406290709,-0.0180933217036519,12.6620490408654,3.5583773044557,21831.7743095202
"28",0.0764572660202541,0.809920825509311,0.0423002247544865,1.64416959449975,-0.162067590791215,-0.959594613063976,0.0197883191442281,0.0166185134884985,27.8652583595128,2.47082594322995,0.213565088746013,4.28215639893359,0.0085043743932745,12.8858029104073,3.58968005683059,21831.9854560685
"29",0.056578888603542,0.767623033934881,-0.00372821659286391,1.62982071945006,-0.0740599332982139,-0.812463290057794,0.0194927148587303,0.00977344170071481,28.1589967548472,2.7664014318827,0.227001803232986,4.2314861095312,0.176021325988045,12.6354209376388,3.55463372763478,21827.7102055767
"30",0.0795565569123997,0.815648000897826,0.0524785239593427,1.65270220423062,-0.19032636729924,-1.20847354264107,0.0259727818846857,0.0213625544088281,27.7941790984052,2.12267163550697,0.201791810148947,4.29626793985277,0.103025595043004,12.8273016078241,3.58152224728872,21827.3615628743
"31",0.0554917017749999,0.790320322327883,0.0118916562451638,1.63387206946204,-0.111139126428706,-0.959786072244766,0.0237383150079655,0.0231383667596755,28.0898745868466,2.04886370909688,0.224899253729216,4.17987432930948,0.312225629631289,12.5908705663704,3.54836167355731,21828.9133073544
"32",0.0817069239406579,0.788989027193512,0.056549440701932,1.64734903550613,-0.156327023239914,-1.02003773242713,0.0202607910465315,0.012627761788337,27.9656342704144,2.49746113362077,0.212782559921991,4.3452057635339,0.0331973643824854,12.9399548449649,3.59721487333811,21828.6009340864
"33",0.0564398167150132,0.805492693878603,0.000451947049923562,1.63835515961706,-0.123886816311133,-0.980638358605941,0.0242322795001436,0.0189355092266926,27.981816127349,2.41518246175238,0.222444854859142,4.20289702002037,0.17553070196711,12.5537538292518,3.54312769022679,21830.7534503206
"34",0.0844370437090861,0.793049788413958,0.0404083730345202,1.6301261950416,-0.149704405198306,-1.04551222798078,0.0208690389177396,0.0147585695085212,27.8903090568032,2.48805005777311,0.224110013049223,4.38776369674207,0.0150943067737154,12.8655627347228,3.58685973167655,21831.4679539258
"35",0.0605503428092731,0.798532152604313,0.0349542793654853,1.63431352108781,-0.0994584045721248,-1.10174723885723,0.0265015174245278,0.0136339709018927,27.9112193565084,2.50874685457648,0.222384836764718,4.30725313883737,0.070039074992567,12.6584287069235,3.55786856234509,21834.7264060845
"36",0.0747463165950046,0.793226569537886,0.00390159589876375,1.64309328446837,-0.19658538740322,-1.06275476967721,0.0225652491926267,0.0204670083900443,27.9199796402901,2.43636074172782,0.215034472862825,4.33411706566056,0.0972376904813012,12.7832592747449,3.57536841105149,21833.0741101733
"37",0.088567141909173,0.803611639933543,0.00193569213385264,1.64873371616445,-0.211643130176709,-1.14127828087911,0.0222794067353675,0.0217225619212415,27.9986240095691,2.29251809194674,0.208938838729974,4.18376562287071,0.230483725357235,12.7763290135978,3.57439911224219,21828.1362528419
"38",0.0673305263252204,0.783787312136767,0.0149468222500558,1.62148771816857,-0.1563054451793,-1.0400419084773,0.023774752490707,0.0212991936642101,28.0337899406369,2.23277116807651,0.240323651568632,4.29753876779543,0.226577118296818,12.795631422883,3.57709818468587,21833.3413505623
"39",0.0709102011058974,0.784055788803788,0.0296874701706822,1.64334120915447,-0.151431684003704,-0.964023038915328,0.021097869025589,0.00650744266596869,28.1269338178822,2.70685398353592,0.218137548461193,4.18125183493395,0.209303489050114,12.6934379403667,3.5627851381141,21833.7352529131
"40",0.0639442070395027,0.776335555359197,0.00546320127664785,1.63184151144685,-0.117539720562398,-0.812689618768673,0.0180665116423671,0.0255047333237007,28.1226517479924,2.2011142749824,0.221926108167535,4.25803580171591,0.13721139191305,12.7524121150584,3.57105196196561,21832.5566810458
"41",0.0717849391634678,0.806062612126313,0.0551140622562739,1.65644530127608,-0.168933459524788,-1.16078014958805,0.0260613005666954,0.0120607747268133,27.9632109325503,2.53324377530239,0.203932632004792,4.24075829780064,0.015078512161991,12.8058852044719,3.57853115180962,21829.5343970448
"42",0.0671317946941183,0.805312483315948,0.0162242338354515,1.65423862852524,-0.147796167490991,-0.936278900937461,0.0211791789939808,0.0153186385968927,28.0364907963105,2.60652514420411,0.206243796187277,4.06892999366276,0.0375743782229505,12.7710363803419,3.57365868268668,21828.2111025291
"43",0.060790514174929,0.763300253521903,0.0253289287167071,1.6363865939785,-0.123613902143324,-0.952051945159311,0.0226350607927668,0.0179825946440253,28.0095184696407,2.42128553390158,0.218772418510203,4.40194595881749,0.068397572293784,12.6260857054377,3.55332037753953,21830.9843545146
"44",0.0594061282822882,0.77389074729071,0.0155544097125934,1.63326201441453,-0.104617456712415,-0.979962469785847,0.0232680767537424,0.0192214302544034,28.02130732487,2.47622244824506,0.229438999034771,4.42910921489079,0.025468461641322,12.6246960721906,3.55312483205849,21828.3706306323
"45",0.0872336600551676,0.808294140009895,0.0430854690040323,1.63743339077572,-0.159319986632126,-1.08190417368629,0.0213875772682638,0.0218695435869256,28.0506479161136,2.07437685306808,0.215427741321206,4.15760629957481,0.182816173449554,12.8888268775012,3.5901012349934,21826.9215102565
"46",0.069413052452637,0.8221093873521,0.0463412288704414,1.62786034159281,-0.146965582609707,-1.12047876516296,0.0255180668712006,0.0148150657205402,27.8712025710996,2.32169823478916,0.226668533847528,4.24334425413199,0.165373468928202,12.8150857930932,3.57981644684377,21831.1480561806
"47",0.0784513895381137,0.781209428580718,0.0302727891160084,1.64188517763343,-0.12326741860956,-1.0046529647249,0.0209054722929817,0.0170467771099817,28.1525608473609,2.4983660746553,0.210616514977457,4.15507837023368,0.019591456585382,12.7325112769526,3.56826446286603,21832.3411029543
