"","agem","ageo","agey","age0","we","wm","wo","wr","wrace","whr","w0","eo","er","ehr","ey","e0","m0","o0","rage","rm","ro","rrace","ry","r0","racem","raceo","race0","genderage","genderw","genderm","gendero","genderr","genderrace","genderhr","gendery","hrm","hrr","hry","hr0","ne","nm","nrace","ym","yo","yrace","y0","sigma_h_Sq","sigma_h","lp__"
"1",0.0102182384241442,0.0219601511638223,-0.110742095476737,1.36175999624817,0.0291481126300057,0.0605154573188025,0.162302994798571,-0.0040688112995591,-0.0315825863336054,-0.0242923243247524,1.30669015246417,0.0663092021251462,-0.0231586335238336,-0.044759101872255,0.0411604834620617,1.87607741330713,-1.87026055806065,-0.331601699772787,-0.106796479895403,0.106782549438724,0.058056677167788,-0.0460417456132759,-1.36007890217137,1.19174263425868,0.220777729010664,0.147497597707667,1.8320658367358,-0.101927911430727,0.0659520486099458,0.249542322963913,0.23238687138363,-1.17314233730989,-0.113229653545673,0.184667973828594,1.04740013147517,-0.0570435127272664,-0.138282741414034,0.291643440062829,0.484285456141874,0.00837504076773279,0.0396829650702467,-0.00724242999943875,-0.736875480652935,-0.047349444682475,0.0504127262848765,-0.98795462214873,1.03520579503756,1.01745063518461,972518.473484851
"2",0.0105386738253471,0.0206095346869869,-0.10076893282297,1.36942257054778,0.0286502746632708,0.059155549146092,0.16217338553815,-0.0077504962737376,-0.0314129524854762,-0.0244918838011785,1.29896106994101,0.0668121282202076,-0.0216182288407686,-0.0439708191074882,0.0380320546038331,1.87732344493624,-1.86959816817182,-0.330094304017638,-0.110567946896655,0.106661194237285,0.0538580560436448,-0.0449633235843611,-1.36010445041383,1.19199199262564,0.220633096179157,0.147346019668736,1.83129599705141,-0.106674265367695,0.0806444157476942,0.252998346527048,0.23928745858898,-1.17207054546135,-0.115934442438803,0.184523226930248,1.0474022887042,-0.0485105881194964,-0.13399350901436,0.291859515453868,0.484179923268386,0.00846668394078705,0.0397926267540312,-0.00716498721882716,-0.736022306298245,-0.0499563289398583,0.0497902866314268,-0.988845133040982,1.01601858611967,1.00797747302193,972552.075815092
"3",0.0109897191938221,0.020498956396924,-0.102403730066702,1.37580243012009,0.0298346448475499,0.061858506942653,0.162802030056723,-0.0057976398574787,-0.0328807361794072,-0.022603101419963,1.30792908690927,0.0654896958850058,-0.0220224139037067,-0.045182560905574,0.0387044999584682,1.88593916472972,-1.86690114848949,-0.315473513688436,-0.110087921211379,0.108617619390204,0.0557110296472417,-0.047975683004255,-1.35027380771843,1.19393681509752,0.22079117921332,0.146063322640041,1.82930405324033,-0.114205257356315,0.0696872534537702,0.252407289771144,0.234981857648692,-1.16966689531222,-0.104488843346523,0.185761352867229,1.04486927346295,-0.0502772831611104,-0.13362632898661,0.290596454908478,0.481595090843121,0.00811675055895809,0.039192726644185,-0.00709932287987228,-0.723868417096452,-0.0457560328776773,0.0417161392352189,-0.991076186838828,1.03579515920044,1.01774022186432,972922.786986202
"4",0.0129646262046408,0.0202469098283651,-0.105427452917714,1.37852214358283,0.0300290834416639,0.0606840224608943,0.162442415983085,-0.00805713748438513,-0.0329847607676387,-0.0209335420812647,1.29696159116821,0.0657449545811823,-0.021373552159274,-0.0460775741329508,0.0375621796230911,1.88674137394569,-1.86630939358905,-0.315433734389712,-0.113411252521503,0.106451703586951,0.0577490145039008,-0.0473749481906139,-1.34966077584981,1.1941748821843,0.220459110170057,0.146235680349712,1.82901160068748,-0.113376339781639,0.0808592944520664,0.256011126380578,0.233806388799615,-1.16275909648688,-0.10543653710143,0.185833843645446,1.04445724741321,-0.0559459303527665,-0.136094367088547,0.290771214847999,0.481360120397295,0.00803733279551387,0.0391506588755279,-0.00711615424936376,-0.723453002189521,-0.051824931506676,0.041144825514809,-0.991018671898304,1.03366206100635,1.01669172368342,972934.650199953
"5",0.00703988597387755,0.0220008324769807,-0.110509811553105,1.37278707759728,0.0295591944083724,0.0613376005935211,0.163097298492882,-0.00487603816370626,-0.0317423192468258,-0.0189900475321812,1.29894375182528,0.0651351076024259,-0.0212481349375207,-0.0458770279727163,0.0414761131973586,1.88760646902342,-1.8657415104035,-0.311229208662656,-0.109092386916878,0.106711297805769,0.0524123059344298,-0.0463846849917441,-1.34620173233185,1.19510178544324,0.220099579399057,0.146439975023127,1.8289075760685,-0.113571080064557,0.0779846614938998,0.253738871741478,0.230904510650132,-1.1929811875389,-0.107487351854135,0.18561090781118,1.04304546046671,-0.0556511351341204,-0.130969178720433,0.289670561007141,0.481030336579975,0.00808721587287069,0.0397363466706832,-0.00709005800093869,-0.721064127692138,-0.0452691891470452,0.0388570061860008,-0.991885781363528,1.02517518758077,1.01250935184855,973026.502794341
"6",0.00895333447835202,0.0214255543673658,-0.104180603278875,1.37570873629114,0.0293355102877284,0.0612317047889474,0.163404334229259,-0.00958509647701296,-0.0317249050846953,-0.0192115506288915,1.29733053854532,0.0648864339941389,-0.0199676435061205,-0.0464274174469235,0.039709397768391,1.88743498066777,-1.86545151115527,-0.310661343777024,-0.113216249883735,0.10553232582271,0.056243902559144,-0.0457240178555672,-1.34544948679947,1.19540399891955,0.219985517693762,0.146966567703548,1.82902670504237,-0.110350297321367,0.0823753932877439,0.25523993631419,0.230745468172972,-1.18253008102806,-0.106109809497549,0.185624812469983,1.04320995444623,-0.060146995908262,-0.132847392665469,0.289511354472494,0.480966962788614,0.00811185495350064,0.0395202664674925,-0.00719085191446157,-0.720811973606728,-0.0532248087968396,0.038734889783312,-0.991784664552827,1.02367137843465,1.01176646437538,973041.091813237
"7",0.0109012571468855,0.0200169200744933,-0.104392662861076,1.37412138542775,0.0287658486994683,0.0644872324162308,0.16439574482946,-0.0033364964870277,-0.030883878304917,-0.0226016871651453,1.30178865208952,0.0651599237324763,-0.0231471697590535,-0.0454368499782453,0.0390001099218154,1.88836402535096,-1.86379231565727,-0.306968110578688,-0.109146184390041,0.105381392209786,0.0526607232274456,-0.0493171664615411,-1.34283276810717,1.19440906459156,0.21933921846357,0.14619443559499,1.82865842660533,-0.112737562501699,0.0759435682062013,0.256537507497672,0.227697706571158,-1.17882339998412,-0.114015670763653,0.185656542029585,1.04397420992554,-0.055152679368509,-0.13132064600711,0.289474930869082,0.48057983203952,0.00812113395441902,0.0389237818514041,-0.00684721885549954,-0.718864371502781,-0.0407343940291473,0.0371779404554427,-0.992624372382026,1.03318518760213,1.01645717450473,973111.605481281
"8",0.00892732315536259,0.0193727025559529,-0.109593262225988,1.38306049741309,0.0285084560047596,0.057231315759788,0.164649903268294,-0.0126439316923522,-0.0312057382548403,-0.0230426371304176,1.30334128758905,0.0649697763331097,-0.0195269343339172,-0.04425362004729,0.03976314050418,1.89207176374692,-1.86238516841924,-0.30441206157133,-0.112728444633969,0.107600699163398,0.0562226011287835,-0.0450714014806552,-1.33994370572421,1.19315453992128,0.219322266020801,0.14544871519508,1.826307125044,-0.119631268902218,0.0736678357209617,0.245666059159651,0.235424244674716,-1.17484757387319,-0.10935387086607,0.185949786963452,1.04354361359481,-0.0559923779470938,-0.129331841663769,0.288818336992078,0.478804774418274,0.00806968928189018,0.040195755602327,-0.0070633213861476,-0.715695409932262,-0.0526042843178078,0.0324043445269422,-0.991922963508127,1.01946681829591,1.00968649505473,973216.855646888
"9",0.0089023546965806,0.0191099403809121,-0.108034500791843,1.38144991108043,0.0273696635145971,0.0610974935713183,0.161102107359497,-0.00714210153284463,-0.0292153241976935,-0.0234021325009403,1.30158335037395,0.0666674140966433,-0.0210008554427246,-0.0435096155182065,0.0390225309871712,1.90220945987394,-1.85797809757802,-0.292791431414592,-0.113093408911018,0.110945480142293,0.0532111612493471,-0.0489661592390685,-1.3272803388405,1.19578150295287,0.219088139910995,0.144493325579605,1.82548586832122,-0.118204928190071,0.0768920070159056,0.260351536532408,0.218088706607425,-1.19490831696444,-0.110336382486884,0.186171229479132,1.04047342415463,-0.0597181472951184,-0.13359908738973,0.291377989107684,0.474893343050071,0.00791323188740805,0.0392931312161045,-0.0070585503983961,-0.705147606184511,-0.0559949952657537,0.0342835852442567,-0.99265823424276,1.03567514702442,1.01768126003402,973561.688546212
"10",0.00922507277045285,0.0219426402228697,-0.102940431416686,1.38052120832532,0.0275761863525356,0.0640271222928703,0.161716986417223,-0.00921377549848668,-0.0288431425383114,-0.0239294272383308,1.30536946270934,0.0643811181735427,-0.0220178619172715,-0.0440629900549022,0.0373497727003989,1.90402706763086,-1.85691678647634,-0.289802070081886,-0.111789016099245,0.103140932128287,0.0539794043500013,-0.0477178625838736,-1.32554894320897,1.19639129120909,0.218653737866002,0.143927294522366,1.82453377036358,-0.112318815820057,0.0702747346158512,0.262484593031638,0.235248908187755,-1.15867668967523,-0.102246987323812,0.186394787713717,1.04010098518501,-0.0563782401312714,-0.137092914018894,0.291487659936789,0.474896262678856,0.00789925190061595,0.0390877623683549,-0.00730732508267917,-0.703509258614094,-0.0411812928932946,0.0358722659242637,-0.992532657800326,1.02618631021119,1.01300854399713,973625.780797506
"11",0.00817802055470829,0.0206226563534037,-0.101996777392004,1.37867047688981,0.0274065833256552,0.0640436568795843,0.161386967284206,-0.0076511828223235,-0.0285699229072913,-0.0241124240320468,1.30201544380662,0.06506214049435,-0.0216027236148131,-0.0434788768106703,0.0386082176477576,1.90534603375084,-1.85634186288131,-0.288305237287557,-0.111155452716649,0.10908518356098,0.0557515834555434,-0.0477518486484892,-1.32545950781882,1.19679040739995,0.218189585000981,0.14350220368764,1.82480509461224,-0.113373141101594,0.0786195144743767,0.253054699393269,0.229609000958892,-1.19328210722416,-0.10535772376225,0.186685527437474,1.0392910221275,-0.0611274725262366,-0.135848958681637,0.291130250384229,0.475202229052637,0.00777029230972763,0.0389712266278993,-0.0072068277633229,-0.70208358568397,-0.0418030399173094,0.0348059968440529,-0.993062689400232,1.02492710484843,1.01238683557642,973666.644658847
"12",0.00939152075714575,0.0196052025251619,-0.0948060148961775,1.37972593783334,0.0269943865850906,0.0584150578998831,0.162023621512685,-0.00748308545644006,-0.0282900612096191,-0.0223072650493725,1.29738550459193,0.0645484269206253,-0.0222823067293068,-0.0442966260822648,0.0360324575108238,1.90676567892282,-1.85554842761026,-0.283169296457585,-0.11310143599105,0.103549332731975,0.0532042671510522,-0.0447911369791091,-1.32429039848761,1.19807596824435,0.21872831054359,0.143264271472795,1.82349912692456,-0.11825474724414,0.0797816986231547,0.257224299236953,0.231993368965899,-1.17755967301421,-0.108210246133853,0.18742804199414,1.03821149654044,-0.0578089304127865,-0.130707796359092,0.291940329334808,0.474049688263563,0.00778750156440399,0.0397267076574655,-0.00736297407979362,-0.698294584990579,-0.0476481697413873,0.0347644144517152,-0.993093054845831,1.0231677669836,1.01151755643864,973769.453223703
"13",0.00739347991374313,0.0214692634557126,-0.111235353295765,1.37531561153553,0.02711263946641,0.0621434027945949,0.161513795222278,-0.00817827522826822,-0.0287984438062953,-0.0249262079879848,1.30614552947273,0.0645262212837936,-0.020620076083262,-0.0440387670426113,0.0410568176841288,1.90932617198831,-1.85496364673957,-0.281659005713853,-0.111753022172503,0.107706867093541,0.0552945010966291,-0.0459744242823711,-1.32275000547582,1.1984666942981,0.217855154331937,0.14288576340002,1.82327091232806,-0.112325582821254,0.0714509011177137,0.258260882593858,0.22709771091017,-1.18011643300327,-0.114956108865671,0.187372437156832,1.03783339855928,-0.0563808633701478,-0.133650599501658,0.291728824797201,0.473610476942709,0.00770459941443518,0.0391242046758683,-0.00717341914261166,-0.697539569066938,-0.0481494671295623,0.0340332477938233,-0.99369475489467,1.03235950330295,1.01605093538806,973815.238521821
"14",0.00674909509208492,0.0201689491569794,-0.0979113247651664,1.38008819671194,0.0272198570917706,0.061631678182338,0.159789372454091,-0.00587027229436155,-0.0289862743049957,-0.0243143935643286,1.30229511797112,0.0655826842566467,-0.0214349046818111,-0.0428048774727934,0.0363635813913775,1.91947878045819,-1.84911875350005,-0.26817397674309,-0.112496755647987,0.098486221020319,0.0517666314525265,-0.0483191701678076,-1.30914395618841,1.19989389919201,0.216850465986566,0.140666261744539,1.82192616607574,-0.117309267011112,0.0770557624441076,0.237615092552572,0.229049651023478,-1.1891315112796,-0.104199032802373,0.189647790310577,1.03279336152499,-0.0625365321208536,-0.134002018040896,0.290314423307881,0.471003443072553,0.00752275032296048,0.0400729074715921,-0.00720339916407561,-0.689328717058892,-0.0498977885250439,0.0282702361895554,-0.995806396404353,1.0194440477883,1.00967521896316,974171.128296322
"15",0.00813860492179345,0.0213850274822627,-0.104622283033301,1.38289918176835,0.0269359932357494,0.0626495535830559,0.159694100790882,-0.0122140415042388,-0.0287220523049213,-0.0255190884700386,1.30491636496468,0.0646265472168301,-0.0203403642485871,-0.0436829570233641,0.0407941775339679,1.92189504288359,-1.84896714761165,-0.265923369773422,-0.112329624153661,0.110051934712741,0.0553971860426702,-0.0491956422332564,-1.30740318226832,1.19917137075455,0.216229487294266,0.140146534230271,1.82218803843608,-0.119176680347229,0.0719271130903398,0.243647128586355,0.229213269695345,-1.16692469457406,-0.105158937675062,0.190206671443363,1.03220900206684,-0.0550065232937313,-0.13180369990437,0.290338069518576,0.470012121659248,0.0073877159958475,0.0392573018143099,-0.00718767794733543,-0.688103244131589,-0.0447352577233948,0.0251836025090815,-0.995837139678992,1.03321485342033,1.01647176715359,974229.070776029
