"","ageb","age0","b0","cage","cb","c0","dage","db","dc","d0","eage","eb","e0","fage","fb","fc","fd","fe","f0","gage","gb","gc","gd","gf","g0","hage","hb","hc","hd","he","hf","hg","h0","i1age","i1b","i1c","i1d","i1f","i1g","i1h","i10","jage","jb","jf","jg","ji1","jk","j0","kage","kb","kc","kd","ke","kf","kg","kh","ki1","k0","lage","lb","ld","lf","lg","lj","lk","l0","mage","mb","mc","mf","mg","mj","mk","ml","mp","m0","nage","nb","nf","ng","nj","nk","nl","n0","oage","ob","oe","of","og","oi1","oj","ok","ol","on","op","o0","page","pb","pf","pg","ph","pi1","pj","pk","pl","p0","labelage","labelb","labelc","labeld","labelf","labelg","labelh","labeli1","labelj","labelk","labell","labelm","labelo","labelp","lp__"
"1",0.935501308741611,0.139620894132988,-1.17309384460304,-1.07008455339602,-0.814192177852117,-1.96513135003325,-0.25685399957018,1.79241926286295,-1.63833263567503,1.93138799609668,-1.25567510327466,-0.0575812567586757,-1.27102345196063,-1.55802719436159,-0.00875103126654261,-0.343703963864453,-1.21311287871421,-1.97643256422328,-1.29345785754858,1.77805761309539,-0.0769160377851072,-0.342990817684741,-0.705557579456666,-0.64308938137538,-1.67008090358946,-1.8660492161623,-0.113920147123926,-1.81161128013654,1.5229271179135,1.62990434171388,0.749554175264513,1.18487211307279,1.38831173801427,-0.839050890917254,-0.347326331202244,-0.727250275906356,-0.0388238402997245,-0.260639303616206,0.72779773394554,0.185940183867678,-0.979416173183241,0.158469818386632,-0.0356956432753446,0.193897311812901,1.87618199852089,-0.0149763323279061,0.191549893527932,-1.12370250072988,0.317184735303739,-1.33870502344173,1.13463119852498,-0.18570119782409,-0.446307487410706,0.298945394416346,-1.74036455473816,0.263268448867678,0.298970523350085,0.798908097253289,0.060386880702927,-0.00515141786539726,-1.85846509620481,0.00549405155063789,0.155583113834335,0.049166774045824,-1.33410445206178,-1.81433188998969,0.153106850401179,-0.71510365186249,-1.45830554029084,-0.876438190017877,-0.841033164527451,-0.0770924120197019,-0.117683449910183,-1.06194309887148,0.0575316787074431,-0.199499484598574,-0.654749323862656,1.03699944085057,0.775898735064925,-0.0722305273793024,0.477317660986991,1.22454856388522,0.579665535658093,-0.304999009073426,-0.164394207694207,0.902746883204592,1.78497031408476,0.60818319541005,0.884419778998637,-0.366121793297859,1.19153100020484,-0.060833775117011,-0.389469512037268,-1.98870107229441,0.716709376427066,-0.748086016568204,-0.956659588008992,0.025259013386678,-1.93831968898221,-1.15816004790133,0.527263551193201,-1.56775140513754,-1.56385323067192,-0.384417250711764,1.9443288534777,-1.6953362330825,-1.61710121449689,-1.56935967663088,-0.388534393103941,1.45186348391569,1.32524878867403,0.22430517367326,0.983925045802427,-1.21398609896755,0.85758270999095,0.737075371624479,0.0557462191462244,-0.886614979067793,0.291752133569056,1.67946347780475,-32498610.1019952
"2",0.935477525407822,0.139618276658509,-1.17309510341937,-1.07006355598832,-0.814185475812459,-1.96514542106009,-0.256856498101576,1.7923817269643,-1.63833395380519,1.93137130193245,-1.25568214340597,-0.0575538478135926,-1.27101729274837,-1.55569997810041,-0.00861831453231426,-0.34362356182772,-1.21285118167744,-1.97643825956396,-1.29341238765173,1.7780637470709,-0.0769117683149443,-0.343000403026436,-0.705548738668302,-0.643046924318256,-1.67005840264265,-1.86604321462752,-0.113906134715827,-1.81159381574626,1.52292352452013,1.62990472074923,0.749527645574375,1.18487422472978,1.38830469058183,-0.839041131000972,-0.34733555115965,-0.727252907189646,-0.038798012883708,-0.260566028107584,0.727771031384647,0.185943431133884,-0.979404657240668,0.158259710692306,-0.0357566387299012,0.193029188531714,1.87612701619215,-0.0151091071972264,0.191454874758785,-1.12366050959831,0.3172151796421,-1.33860830069455,1.1346331778014,-0.185654628260265,-0.44631807738869,0.301556120670637,-1.74037469885662,0.263263732041206,0.298955158838773,0.798899277822747,0.059967987845983,-0.0049229710118172,-1.85831997570978,0.00556477398210409,0.155540886267327,0.0491325232780299,-1.33363625761257,-1.81424405496722,0.153163565133617,-0.715082013553484,-1.45829608029852,-0.876062714104046,-0.841033290708247,-0.0769769976595842,-0.117739545567006,-1.06174038902795,0.0573798332410016,-0.199497600487921,-0.654761159885807,1.03702755160873,0.775891351252142,-0.0722240244129572,0.477362485487554,1.22453831229709,0.579731462382977,-0.30500643954055,-0.164386352442885,0.90274239121252,1.78495766062305,0.608211846540869,0.884411136039584,-0.366133696997764,1.19154634658976,-0.0608272325119382,-0.389455789844083,-1.98869819955973,0.71670566208303,-0.748089384891298,-0.956664493694831,0.0252492381740906,-1.93825774756447,-1.15818412354532,0.527247672872669,-1.56776112676831,-1.56384669324807,-0.384412604823817,1.9443573809508,-1.6953323200327,-1.61710661565332,-1.56934219169607,-0.388539697649935,1.45186649799559,1.32522353636398,0.224283855969786,0.983914156331139,-1.21399218417076,0.857549618894974,0.73707002540244,0.0557628051383085,-0.88662695812112,0.29174735125235,1.67943858377428,-32468869.2945076
"3",0.93543073679793,0.139603532332559,-1.17310394823336,-1.07006063214872,-0.814176883629801,-1.96515805317143,-0.256862763652195,1.7923864995097,-1.63834191918159,1.93136699838442,-1.25568843629848,-0.0575442417009041,-1.27101590907764,-1.5533410445077,-0.00882271984023585,-0.343516644600931,-1.21256773141195,-1.97644501466617,-1.29336481588429,1.77807604144005,-0.0769010653732595,-0.342992809782709,-0.705543977476408,-0.643021722498021,-1.67005012531091,-1.86603665576589,-0.113918280948935,-1.81160252827145,1.52293409675294,1.62990513036734,0.749498775392251,1.18490006144902,1.38828952182999,-0.839027523351927,-0.347342292504374,-0.727265482991156,-0.038785346119839,-0.260522904738782,0.727774178111201,0.185936197902315,-0.979383153072072,0.15822941334243,-0.0359531795975665,0.192175153010496,1.876086616057,-0.0150786899452258,0.191415324312221,-1.12363166061533,0.317204219769245,-1.33851703279474,1.13462613461568,-0.185637537724793,-0.446338073593584,0.304019427391863,-1.74038597591609,0.263258191892147,0.298927345126203,0.798906176709558,0.060386399700682,-0.00470128583968034,-1.85818118237147,0.00559465088924204,0.155497035418973,0.0491473910987685,-1.33318737899221,-1.8141677917437,0.153226969530863,-0.715050096763272,-1.45829810941313,-0.875680185737012,-0.841023722538431,-0.0768385749558931,-0.117750896014351,-1.06151355410554,0.0572597093529696,-0.199487964527028,-0.654773309816779,1.03702735952762,0.77590106120206,-0.0721987187403485,0.477398067954075,1.22453826476554,0.579802189868988,-0.304994090353687,-0.164354180813001,0.902749608297205,1.7849576224979,0.608230944895642,0.884379805670358,-0.366146372488858,1.19153220429689,-0.0608037265488836,-0.389438439227301,-1.98869369291745,0.716723923763151,-0.748104032520363,-0.956671989328629,0.0252475652225652,-1.93820166257981,-1.15819050193262,0.527234659869357,-1.56778394334363,-1.56381981632041,-0.38440482783222,1.94440004357442,-1.69533615743536,-1.61710328095013,-1.56938315194505,-0.388525593783213,1.45186727029935,1.32518170581196,0.224300437490853,0.983928148851652,-1.21399208544364,0.857546354205843,0.737048225044385,0.0557866122423901,-0.886637275574118,0.291744751178036,1.67941855607894,-32439190.3167335
"4",0.93540563769321,0.139584459189617,-1.17311102106456,-1.07005726175818,-0.814179822105918,-1.96514122568968,-0.256851121880732,1.79237565533077,-1.63833639060828,1.93135930300915,-1.25568868924142,-0.0575345118106214,-1.27102672473936,-1.55099211884494,-0.00881703324692707,-0.343430409033587,-1.21228889825378,-1.97642549453722,-1.29332188098009,1.77806631196954,-0.0768767446567372,-0.342998002003997,-0.705549638297175,-0.642966621327842,-1.67005446724225,-1.86602028711869,-0.113904213988251,-1.81158577306158,1.5229306625306,1.62988399928569,0.749486305805095,1.18489766160119,1.38827746860328,-0.838995180773692,-0.34733200818962,-0.727259676253996,-0.0387925038286155,-0.260467899409475,0.727778413772709,0.18593762008949,-0.979374721411232,0.158010941335669,-0.035829882408941,0.191299508887155,1.87605262150026,-0.0150364590853921,0.191406205236215,-1.123594586576,0.31725152888398,-1.33842134900566,1.13464092327194,-0.185606419495915,-0.446360634242063,0.306518950072495,-1.74042183173913,0.263238382487605,0.298932385722188,0.79892151177125,0.0601086072894178,-0.00449769386803006,-1.85801204186393,0.0056975368825949,0.155472135226908,0.0491367403466011,-1.33272041500375,-1.81409021668465,0.153238900900846,-0.715024366122085,-1.45828896251604,-0.875300698186935,-0.841016523414267,-0.0767205788318147,-0.117722535133881,-1.06129943168302,0.0569578813423089,-0.199486941479203,-0.654758392251402,1.03704296501121,0.775925189722783,-0.0722031542323446,0.477417378428178,1.22452409214084,0.579868055851483,-0.30498782513537,-0.164343435018855,0.90275864573329,1.78497025939017,0.608256559878171,0.884372739340478,-0.366144816898815,1.19153133160773,-0.0607996469854487,-0.389442896907097,-1.98867288531945,0.716709190245214,-0.748111806266028,-0.956688547739953,0.0252342279185348,-1.93814470589547,-1.15820489929885,0.527256707955439,-1.56775939455449,-1.56382659121102,-0.38439875594073,1.94442708263813,-1.6953005683265,-1.61709413416681,-1.5693874509683,-0.388515373964308,1.45186937458727,1.32516797271991,0.224294829937083,0.983911382951511,-1.21398211092508,0.857535985833117,0.737046906265054,0.0558007867435531,-0.886658254055424,0.291763899767793,1.6794104904585,-32409514.3083795
"5",0.934919418954675,0.139554257240266,-1.17306554234417,-1.06997828851334,-0.814112376010725,-1.96508629221623,-0.256701983456415,1.79204942127785,-1.63830367301727,1.93151264366381,-1.25567823517242,-0.0576074821209118,-1.27101855494427,-1.52238381647683,-0.00920775103555572,-0.342305824991164,-1.20901439180555,-1.97647205063274,-1.29281817213041,1.77802105243705,-0.0767543135471765,-0.342972793129381,-0.70553089049491,-0.642406878000038,-1.67000985296805,-1.86616726740285,-0.11394477867851,-1.81156099793457,1.52288026019321,1.62988347420408,0.749379214008001,1.18491230391101,1.38829102689593,-0.838830936964587,-0.347462989350722,-0.727278457668349,-0.0386469181486062,-0.259891535638682,0.727716382428163,0.185847798641438,-0.979403682613083,0.157851402978017,-0.0374678395772459,0.181603202984137,1.87574140071412,-0.0150939377930094,0.191453585341923,-1.12309438647078,0.317620730257739,-1.33722221855046,1.1347438357153,-0.185303550007485,-0.446386359128561,0.333986660499223,-1.74052201946249,0.26310907041015,0.298818981278686,0.799012340959183,0.060353358368557,-0.00231587742069798,-1.85627167835939,0.00642895802148908,0.155021061125389,0.049082183847728,-1.32695535607823,-1.81305481847064,0.154320913303979,-0.714620921307868,-1.4582437720757,-0.870688248695943,-0.841073936847346,-0.0752165091041033,-0.11736683175917,-1.05880484691231,0.0556828150735918,-0.199419583204798,-0.654616569972087,1.03703062196769,0.77602850634994,-0.0721513550930266,0.477794634986304,1.22455987358277,0.580706588043586,-0.304947247885282,-0.164296769622655,0.902713152995432,1.78493912929127,0.608653525939373,0.884348179886246,-0.366056049210882,1.19169654098055,-0.0607396587575106,-0.389248592627852,-1.98864733720226,0.716684677042593,-0.748158265847103,-0.956680298462438,0.0251318402804756,-1.93747753849248,-1.15816169143313,0.527153584000775,-1.56771904754036,-1.56370541026124,-0.384280211101808,1.94481038882826,-1.69527929956723,-1.61706013660961,-1.56939223485082,-0.388477916378986,1.45193025554386,1.32487966966684,0.22435028762236,0.983893836516163,-1.21395047679982,0.857417546489936,0.737091826607588,0.0560447080633628,-0.886753469889363,0.291804550887648,1.67945139517394,-32064241.6195991
"6",0.934859379749605,0.139532853178604,-1.17308036558991,-1.06998819148897,-0.814091401034774,-1.96509522852287,-0.25667466254926,1.79199879493607,-1.63829661884666,1.93148763870167,-1.25568457459692,-0.057623239981499,-1.27102263255772,-1.52003226095525,-0.0092469857124038,-0.342208240457811,-1.20874433440584,-1.97648347033277,-1.29278592317058,1.77802942655578,-0.0767302429235763,-0.342958233650303,-0.705519067292408,-0.642369239293816,-1.67001599738268,-1.86616603067029,-0.113940447054339,-1.81156159709649,1.52289829112558,1.62988677146638,0.749385490354883,1.18492099668051,1.38826368493106,-0.838827655798191,-0.34745680428759,-0.727286911883962,-0.0386404313105122,-0.259846409807492,0.727726437855559,0.185852032526798,-0.979390756162257,0.157744512707708,-0.0374571784789283,0.180977409935787,1.87573336428108,-0.0149412774497646,0.191399636233232,-1.12306298459229,0.3176561091685,-1.33711135119856,1.13477543806042,-0.185287815972188,-0.446397822705978,0.335628434897594,-1.74051005382195,0.26310430386587,0.298791369140752,0.799017212522594,0.0601158529944692,-0.00221163315434957,-1.85611952452409,0.00647639305457314,0.15498688623445,0.0490852856625129,-1.32647536012609,-1.81297504972208,0.154326391196488,-0.714617527841666,-1.45823267290122,-0.870325322147887,-0.841073722078934,-0.0751000080379428,-0.117442074168016,-1.05858145080639,0.055619427275726,-0.199378386587368,-0.654614273285575,1.0370684723562,0.776003223652244,-0.0721675399554997,0.477835314272685,1.2245546712864,0.580771183199438,-0.304957242824755,-0.164291994306771,0.9026960820159,1.78494951145402,0.608663234059707,0.884366307819449,-0.366053028116664,1.19169440162842,-0.0607420700954306,-0.389238868919293,-1.98863368064031,0.716674035508429,-0.74815444638624,-0.956661899456526,0.0251357295880631,-1.93743845785129,-1.15815451774974,0.527159414444072,-1.56770572640301,-1.56367859516502,-0.384292953228557,1.94481421592761,-1.69525956629986,-1.61704652454681,-1.569381431235,-0.388478377414561,1.45195063757271,1.32483200891209,0.224340222830668,0.983894686321914,-1.21394218381884,0.857431185232687,0.737096189715053,0.0560451608605785,-0.886747328867905,0.291810651725166,1.67942316932583,-32037430.540886
"7",0.93468370994969,0.139554858628281,-1.17304807115644,-1.06994131863431,-0.814030730803511,-1.96510229237327,-0.256653220556793,1.79187079361711,-1.63828313454043,1.93149459181659,-1.25567646768256,-0.0576374451588542,-1.27104036685532,-1.51073287571869,-0.0093063584648,-0.341807894206969,-1.20768283940351,-1.97649181997547,-1.29261712037026,1.77799525539534,-0.0767448369935948,-0.342992033000792,-0.70550529573777,-0.642173581670531,-1.66997258480138,-1.86615657341038,-0.113955153084261,-1.81154506208967,1.52290687099399,1.62988356678917,0.749385479529188,1.18488347782105,1.38827437646385,-0.838786821866547,-0.347501291055965,-0.727292390948461,-0.0385901338804076,-0.259612136512726,0.727712735106703,0.185811169192849,-0.979418860939699,0.157648061788997,-0.0378352622373425,0.178555234250755,1.87565300775474,-0.0147356182190436,0.191324512225632,-1.12290917320917,0.317769868519944,-1.33677748279636,1.13482396112079,-0.185166941575174,-0.446400754723976,0.341924127289038,-1.74052591026664,0.26307520532941,0.298781494323613,0.799022618479928,0.0601485292582097,-0.00184825455624252,-1.85551816250606,0.00660235084356034,0.15483414621797,0.0490678512005621,-1.32464524949518,-1.81262722419169,0.154768244811872,-0.714500799857937,-1.45825893943617,-0.868808387561327,-0.841050776870406,-0.0746259722613416,-0.11744219245752,-1.0577509159753,0.0552037747597833,-0.199326817961275,-0.654621873891206,1.03711424167101,0.776016742392668,-0.0721816588712011,0.477918836365994,1.22458516004154,0.581040785482351,-0.304975409271664,-0.164305739933227,0.902614381429899,1.78493095699379,0.608820955685297,0.884370630135522,-0.366076296460793,1.19165483456281,-0.0607200563114539,-0.389154874196777,-1.98864511306738,0.716702742361431,-0.74817588092993,-0.956671903497729,0.0251083246858679,-1.93717521990558,-1.15813333590527,0.527156487677275,-1.56768683885938,-1.56361208437482,-0.384281541020902,1.94493505133999,-1.69528876547498,-1.61704301225008,-1.56937526993231,-0.388464274017015,1.45198789415951,1.32474759837083,0.22433413277624,0.983843253162628,-1.21394000773317,0.85739983226319,0.737106899389724,0.0561124718956789,-0.886733138452082,0.291797165891497,1.6794253423021,-31932340.6141594
"8",0.934043079056036,0.139670880176224,-1.17305366269688,-1.06980351459623,-0.813822389817288,-1.96509804313905,-0.256464718266009,1.79144155000344,-1.63822496484982,1.93150923036914,-1.25568358548347,-0.0576817068123861,-1.27099142254485,-1.4732981004242,-0.00955215218091567,-0.340295399293193,-1.20344760370669,-1.97651097834481,-1.29199000144487,1.77791031544122,-0.076679094794059,-0.342953159862865,-0.705332390960756,-0.641475577117385,-1.66996742707942,-1.86614002558544,-0.114028633603791,-1.81157971112074,1.52296034536284,1.62990527322882,0.749258445736678,1.18482389838875,1.38825507046982,-0.838564381559733,-0.347614446679498,-0.727261382910216,-0.0384080186106486,-0.258687139986944,0.72761093805475,0.185785906553091,-0.97937327808249,0.15700184813914,-0.038009145145122,0.170168936052861,1.87528521220189,-0.0152775041011505,0.191119160639786,-1.12238169367541,0.318165303367402,-1.33532370980441,1.1350100223674,-0.184661140339916,-0.446470630985122,0.364172934495581,-1.74067770854031,0.262921831326837,0.298734131473492,0.799157440371259,0.060291340714375,-0.000771462581263153,-1.85335630038842,0.00715078025047762,0.154288616285273,0.0489897360636291,-1.31728620836031,-1.81127908055613,0.156022499006665,-0.714009057116675,-1.45816190336897,-0.862880755505575,-0.841159455997284,-0.0726158155246205,-0.117038337251299,-1.05440066404582,0.0532623573993663,-0.199273239042724,-0.65468398941952,1.03713587256599,0.776184222182425,-0.072207080702259,0.478345384035637,1.22461582229212,0.582162011621644,-0.304933532014386,-0.164199207657902,0.902519665804115,1.78494783571076,0.60936690532762,0.884472308935335,-0.366051934003846,1.19172982486682,-0.0607334136779279,-0.389023152977937,-1.98863696142033,0.716691115005559,-0.748257041917722,-0.956579385109686,0.0249946957781802,-1.93623883879321,-1.15807308390052,0.527155104115726,-1.56766843073127,-1.56333100395655,-0.384125181673386,1.945440576553,-1.69527748169812,-1.61700035843108,-1.56935289743932,-0.388506133062069,1.45199146972556,1.32441226296567,0.224387151661302,0.983787165658362,-1.21388074238948,0.857259466387155,0.737139398154152,0.0564209868469756,-0.88673223888921,0.291723220351201,1.67950068192045,-31523181.9628127
"9",0.931583735149337,0.139902427086218,-1.17308621015953,-1.06938135686565,-0.813301107678261,-1.96509841502968,-0.255961215440499,1.78962008167135,-1.63804671140084,1.93207795443753,-1.25576201319506,-0.0577484816098004,-1.27085042766371,-1.32371948269303,-0.00957793579994311,-0.333921924768494,-1.18625664525713,-1.97647964524961,-1.28922780857492,1.7777426109699,-0.0762879541050112,-0.342856306151422,-0.705002760216383,-0.638922380308415,-1.67004503463241,-1.86606326065777,-0.114120058315873,-1.81158209101045,1.52307476023779,1.62980290907654,0.748723309870664,1.18483582133897,1.38827508458829,-0.837825142585326,-0.348163955694789,-0.726858989862681,-0.0378985080668693,-0.255184620274397,0.72746537549393,0.185442365652237,-0.979412800148657,0.155986457614757,-0.0380630057197891,0.15019416832931,1.87393732182035,-0.0143567117415747,0.190082221355983,-1.11992084627238,0.319875233388915,-1.32948989101949,1.13573009727368,-0.182773111776053,-0.446362587339133,0.412298016200473,-1.74121490872328,0.262177008964916,0.298390975661834,0.799587743320923,0.0602211350677457,-5.77145507812829e-05,-1.84415820488008,0.00805253651338027,0.152116109628205,0.0487513794879315,-1.28790751196504,-1.80600306057952,0.155917298520987,-0.712348202655727,-1.45768480585744,-0.838328477624962,-0.841317025477184,-0.064701164646087,-0.115706431374417,-1.04086144555105,0.0457587953857257,-0.198848300694521,-0.654462008737794,1.0374639714343,0.776924970623098,-0.0723742702475386,0.480132198825983,1.2247187740259,0.586311871735847,-0.304835391887058,-0.163916284608731,0.902260262227829,1.78504153613088,0.61119333716705,0.884475999430547,-0.365949444511926,1.19222804209985,-0.0606071923559924,-0.388033609164093,-1.98852249229473,0.71666245575876,-0.748150591701486,-0.956397411087196,0.0242951777175652,-1.93250423026526,-1.15798669721644,0.527186196360431,-1.56728028383223,-1.56248505207124,-0.383930138113059,1.94722405776183,-1.69543788720359,-1.61700190648392,-1.56938330347404,-0.38853953950408,1.45197827363047,1.32297847409936,0.224340644388507,0.983631347987067,-1.21385038040179,0.857026749862712,0.737207655783058,0.0575761820553195,-0.886792047264073,0.291724083008348,1.67958946716894,-29970001.2739235
"10",0.931543076842685,0.139901780954239,-1.1730798461355,-1.06938146504276,-0.81327570679314,-1.96511057099365,-0.255928285481821,1.7896068115194,-1.6380493358725,1.93208761183659,-1.25576311140324,-0.0577514976872291,-1.27084520350414,-1.32135841206866,-0.00967013536975315,-0.333807767957056,-1.18599054011501,-1.97650221472429,-1.2891774842983,1.7777355204232,-0.0762719159723832,-0.342862623237694,-0.705007546470414,-0.638893479058356,-1.67004463379973,-1.86603237172168,-0.114115642787771,-1.81160201157433,1.52306664569581,1.62978948528503,0.748715801139452,1.18481640298448,1.388264427168,-0.837823307976035,-0.348200294570738,-0.726883789161688,-0.0378892526917418,-0.255141960031223,0.727477016819952,0.185449457663614,-0.979389367622253,0.155941029401518,-0.0381396480682062,0.15013569174774,1.87390057409796,-0.0145489733563007,0.190049042913525,-1.11988679943847,0.319904428560896,-1.32939862528435,1.13574379966437,-0.182746884374865,-0.446356992695901,0.412149096749545,-1.74123832939949,0.262163345592528,0.29837650382905,0.799603401207023,0.0602882566559027,-0.000113422327785336,-1.84402311990404,0.00805564587758061,0.152055440384781,0.0487375043170051,-1.28745258871404,-1.80592651231589,0.155756777809289,-0.712327416828827,-1.45767197065018,-0.837952427021861,-0.841309171861956,-0.0645782396237115,-0.115693739855894,-1.04063435442368,0.0457374672786519,-0.198835301570695,-0.654467066633268,1.03746772623627,0.77695035972903,-0.0723720925077019,0.480151615030323,1.22471191055667,0.586383078653729,-0.304837201176851,-0.163903588911321,0.902244530722983,1.78501166788527,0.611227826277414,0.884463423736523,-0.365956807093098,1.19222756901346,-0.0606084612395636,-0.388010529770989,-1.98853543627683,0.716672323523532,-0.748133600787515,-0.95641179649166,0.0242769946781324,-1.93243614433103,-1.15797537904641,0.52720356344749,-1.56726602335767,-1.56245295933187,-0.383925473220159,1.94727266529433,-1.69542846165191,-1.61698200619609,-1.56936859943535,-0.388545987201745,1.4519894643972,1.32296330320961,0.224332499001696,0.983618067178986,-1.21383366164607,0.857001169166302,0.737231226328892,0.0575875259766034,-0.886788081217139,0.291703444492395,1.67958625059798,-29945939.558574
