"","ageb","age0","b0","cage","cb","c0","dage","db","dc","d0","eage","eb","e0","fage","fb","fc","fd","fe","f0","gage","gb","gc","gd","gf","g0","hage","hb","hc","hd","he","hf","hg","h0","i1age","i1b","i1c","i1d","i1f","i1g","i1h","i10","jage","jb","jf","jg","ji1","jk","jl","j0","kage","kb","kc","kd","ke","kf","kg","kh","ki1","kl","k0","lage","lb","ld","lf","lg","l0","mage","mb","mc","mf","mg","mj","mk","ml","m0","nage","nb","nf","ng","nj","nk","nl","no","oage","ob","oe","of","og","oi1","oj","ok","ol","op","olabel","o0","page","pb","pf","pg","ph","pi1","pj","pk","pl","pm","plabel","p0","labelage","labelb","labelc","labeld","labelf","labelg","labelh","labeli1","labelj","labelk","labell","labelm","label0","lp__"
"1",-0.381736979775876,-1.61992971471436,1.26243740365907,1.91256517115977,-0.510150498584023,-0.536664550221331,-1.71141247189706,-1.36428518825639,1.7363731708348,1.46419280018922,0.260183601202975,0.781686773365566,-1.91282174613229,-2.50833590109234,-1.20151145428508,-1.25310155915603,-0.201258546625446,-1.28951253070496,-1.616967567689,-0.265441844007647,-1.68256842811835,-0.560035271318253,0.44008504015031,1.56777988283334,-0.140110400076545,-0.375590088201195,1.08597475629379,-1.4711382649474,-1.67643325864004,-1.17306540032436,-1.33934148562929,1.17722725831335,-1.24205722474942,1.27297032925161,-0.319750908788882,-1.85790352167565,0.620538637177799,1.89293235964219,-0.365038609301059,1.26855793067572,-1.80539022342647,-1.3591805960993,0.530434462735594,0.245788862994323,-1.03437288429308,0.102344786711125,-1.56721768163349,-0.0702410733414708,-0.951033973514264,1.32338436140519,-0.288859081261404,-0.08561148704754,-1.64175453748241,1.83328410845066,-0.567501947597828,0.239242039907532,-1.48045319106544,-0.624237510964262,1.41575159804786,0.148552341231881,-0.105788599027432,0.00971680739242993,-0.912003044913327,-0.662625367224699,-1.35404055093347,-1.44661711715277,1.51345995251372,-0.28537269233321,0.486867963155029,-0.0567044315473637,1.68743782731996,0.245111146559864,-0.0731690612345708,-1.51575938207881,-1.0033971197593,1.03123981363187,-1.80487408119968,1.62632132579571,0.0585643060767081,-0.505923381701246,0.898306683888909,0.699804553895456,-0.00104607782946568,-0.502086684416034,0.278786957019152,-1.69873007037714,1.9790942702525,-1.3029629916623,-0.433041552229632,-0.361246032695711,0.825980908973625,-1.83596284626524,1.93361202505741,0.187254542596447,-1.47935030633874,-0.477284907101656,0.934638640225714,-1.19393672126821,-1.49882159601967,-0.223998040660431,1.91866226669611,1.16423239265498,-0.15182296230431,0.641650856994266,-1.37554955007288,-0.309676072945802,-0.685267453608736,1.6125285189909,-0.253042369204365,-0.689178963892406,0.790536153656748,1.09477152414508,-1.60106832614629,1.93380203923507,-1.55498128529963,-1.53731384988379,0.638791125905734,0.927116759603945,-0.0535677115020091,1.69404063004865,-238134517.545877
"2",-0.381752343876301,-1.61998100001864,1.26243527923364,1.91255913218114,-0.510150326834226,-0.536666772563895,-1.71147135622806,-1.36428658097047,1.73636804884531,1.46419704816165,0.260186220459724,0.781688566492676,-1.91281975238606,-2.52751877244394,-1.20135283460458,-1.25309540900274,-0.201248685455641,-1.28951038341395,-1.61696881816824,-0.265493502168006,-1.68256732717308,-0.56003951045694,0.440085863548568,1.56777950928301,-0.140109434091251,-0.375591246014496,1.08597430516559,-1.47113442264395,-1.67643416768998,-1.1730697981404,-1.3393436214495,1.17722548618993,-1.24205967369485,1.27296730501919,-0.31975060517475,-1.8579007584854,0.620538371381272,1.89293487059888,-0.365041708528157,1.26856149688969,-1.80538978677751,-1.35985371244475,0.526637669531636,0.245471722447424,-1.03437258484363,0.102344590896591,-1.56720828523619,-0.0749457569626606,-0.951035337935324,1.323108457202,-0.288841082034654,-0.0856149956088599,-1.64175623202206,1.83328642210411,-0.567349330388565,0.239242007994051,-1.48045281996422,-0.624236967164096,1.41238271399751,0.148550146819059,-0.108993415757378,0.0108154745949814,-0.912000783662731,-0.662273158193459,-1.35404025544394,-1.44694962679018,1.50799728536317,-0.285374582087969,0.48684573193341,-0.0554304126374947,1.68743706706072,0.244832662125001,-0.0731697661955336,-1.51612920871165,-1.00339464564103,1.03118226420742,-1.80487361920988,1.62632337210685,0.0585685828126022,-0.505924564992789,0.898300462176653,0.699534813889465,-0.0010436981761373,-0.502088494193002,0.278785401400715,-1.69873012642054,1.9790945294433,-1.30296175209878,-0.433044210998555,-0.361244488769551,0.825983019736647,-1.83602322188295,1.93361226135242,0.187256139712557,-1.47934881172373,-0.477288311676646,0.934636109236279,-1.19393361938602,-1.49881609646721,-0.223996161421149,1.91866432826593,1.1642307268616,-0.151825036040319,0.641502945452162,-1.37555221213807,-0.309677887491073,-0.685267293956614,1.61252564955983,-0.253042925632229,-0.68917690821719,0.790537502910292,1.0947710608017,-1.60106888816337,1.93379915449254,-1.5549788621169,-1.53730940362725,0.638789260918683,0.926986934192582,-0.0535671824830241,1.69404148519533,-222030469.887205
"3",-0.381752187976621,-1.61998136622955,1.26243504457073,1.9125591915359,-0.510150283514006,-0.536666815659638,-1.71147163608946,-1.36428674646899,1.73636820199874,1.46419691288853,0.260186484522653,0.781688513208731,-1.91281974036383,-2.52705212695965,-1.20135207040982,-1.25309531531164,-0.201248480523943,-1.28951045912952,-1.61696884005544,-0.265493738670668,-1.68256759868808,-0.560039705866061,0.440085934175865,1.56777943879632,-0.140109798077478,-0.375591444446517,1.08597428437314,-1.47113472314257,-1.6764339027525,-1.173069686736,-1.33934339699586,1.1772253421363,-1.24206001053121,1.27296704600043,-0.319750631300175,-1.85790070110383,0.620538481928181,1.89293446573063,-0.365041875982718,1.26856167218665,-1.8053899674811,-1.3598561961138,0.526625304502856,0.245468745912613,-1.0343726606821,0.102344573124287,-1.56720843313731,-0.0749623817848195,-0.951035433716605,1.32310750183326,-0.288841011544006,-0.0856151270940495,-1.64175617826945,1.83328621177976,-0.567347877417453,0.239242129559229,-1.48045287227755,-0.624236941208458,1.41237073014308,0.14855027576595,-0.109004737046227,0.0108323283039746,-0.912000674418195,-0.662271904922572,-1.35404023853862,-1.44695102128997,1.50797855591999,-0.28537485798508,0.486845337454745,-0.0554235325304541,1.68743712335106,0.244831503139848,-0.0731697389568631,-1.5161306529734,-1.00339466288073,1.03118201426834,-1.80487366602598,1.62632350773719,0.0585684080180884,-0.505924693609275,0.89830031847506,0.699533733096422,-0.00104380726566952,-0.502088581265239,0.278785343832399,-1.69872997481089,1.97909456164149,-1.30296151348043,-0.433044409658139,-0.361244511179358,0.825982909903075,-1.83602329813819,1.93361227062326,0.187256000060868,-1.47934868310728,-0.477288356187283,0.93463612138462,-1.19393369206965,-1.49881615256288,-0.223996038651589,1.91866447311404,1.16423069381573,-0.151824731995168,0.641502206488185,-1.37555227898609,-0.309677852497132,-0.68526733086744,1.6125255031917,-0.253042891533089,-0.689176769799406,0.790537509210194,1.0947710375847,-1.60106885918849,1.9337990054111,-1.55497908216034,-1.53730920764169,0.638789548783183,0.926986368660696,-0.0535672630765695,1.69404172430331,-221976077.48488
"4",-0.381752125618444,-1.61998211349843,1.26243521927198,1.9125595202356,-0.510149779954756,-0.536667004202931,-1.71147227753111,-1.36428685795325,1.73636819050648,1.46419682193537,0.260186710256855,0.781688572404326,-1.91281944763768,-2.52511790317319,-1.2013490900911,-1.25309577464751,-0.201248443649938,-1.28951024252851,-1.61696864765994,-0.265494158179615,-1.68256744439462,-0.56003974589122,0.440085909949842,1.5677794218421,-0.140109986284425,-0.37559101456757,1.08597480792071,-1.4711347506703,-1.67643367799503,-1.17306994990067,-1.33934385734758,1.17722579305327,-1.24205976784745,1.27296676356947,-0.319750499868696,-1.85790061641791,0.620538244763669,1.89293434258927,-0.36504176912074,1.26856161446728,-1.80538987368702,-1.35986510693844,0.526570889348058,0.245462621492687,-1.03437248817685,0.102344296849816,-1.56720885717693,-0.0750292208186692,-0.95103554667841,1.32310360514155,-0.28884079253504,-0.0856151233553467,-1.64175669225172,1.83328606498364,-0.567346334708605,0.239242423986728,-1.48045266926183,-0.624236596181296,1.41232249274805,0.148550130403783,-0.109051580127069,0.0109329171039785,-0.912000967888295,-0.662265994959126,-1.35404009627786,-1.44695554996808,1.50790222068362,-0.285374900176488,0.486845163148678,-0.0554143121496335,1.68743718821136,0.244826898526582,-0.0731696325785311,-1.5161359338829,-1.00339458290943,1.03118167701028,-1.80487364860727,1.62632386212962,0.0585684811835987,-0.505924623914563,0.89830066884796,0.699530293793822,-0.00104375880935712,-0.50208877521734,0.27878505575403,-1.69873030062559,1.97909440539878,-1.30296161963285,-0.433044376932895,-0.361244118617232,0.825982471822163,-1.83602380926601,1.93361254703248,0.187256344157281,-1.47934842736278,-0.477288182077545,0.934636079285169,-1.19393330068012,-1.49881611330656,-0.223996142899445,1.91866474361883,1.16423004729284,-0.151824472756404,0.641500237597981,-1.37555276955311,-0.30967798733337,-0.685267301584718,1.61252554535033,-0.253042378128896,-0.689176478833309,0.790537452067823,1.09477071484689,-1.60106973276808,1.93379873639561,-1.55497893981934,-1.53730876055483,0.638789224771658,0.926984239524054,-0.0535667738529033,1.69404204060595,-221757646.944303
"5",-0.381752553246737,-1.61998391574906,1.26243524335032,1.91255978307432,-0.510150021720108,-0.536667179443109,-1.71147403078551,-1.36428688524976,1.73636753573304,1.46419672752302,0.260186335784725,0.781689458937085,-1.91281924417615,-2.5212591869922,-1.20134263063318,-1.25309495054218,-0.201248481826526,-1.28951002243079,-1.61696790767976,-0.265496010189411,-1.68256764477797,-0.560039446392616,0.440085939028419,1.56777969765338,-0.140110180686366,-0.375591186810159,1.08597501811358,-1.47113403021734,-1.67643398323563,-1.17306916845758,-1.33934276379371,1.17722550877464,-1.24205939714415,1.27296652908074,-0.319750491705111,-1.85790095904442,0.620538390891955,1.89293441365815,-0.365041243880857,1.26856152285264,-1.80538985816522,-1.35988634347909,0.526451695486054,0.245454217862115,-1.03437225539585,0.102344517614738,-1.56720860892617,-0.0751784099756746,-0.951036231328908,1.32309494630192,-0.288839689912485,-0.0856153167662349,-1.64175750929079,1.83328639053079,-0.567341054131553,0.239242678602112,-1.48045281611059,-0.624236709958976,1.41221368665742,0.148550051081927,-0.109155562265673,0.0110961252825096,-0.912000148740071,-0.662253485331083,-1.35403989073757,-1.44696632841714,1.50772964843893,-0.285373971416819,0.486843969813758,-0.0553782444510829,1.68743772467828,0.244817286080285,-0.0731692398902399,-1.51614732748028,-1.00339417326474,1.03117954246505,-1.80487384980288,1.6263244844093,0.0585689540309338,-0.505924838917127,0.898301064056598,0.699521298355117,-0.00104305646308944,-0.50208846126877,0.278784801918725,-1.69873041556249,1.97909513528897,-1.30296129662936,-0.433043732057078,-0.36124403389272,0.825982086899772,-1.83602531895978,1.93361254971451,0.187256293012426,-1.47934808476723,-0.477287676433077,0.934635796095548,-1.19393328577866,-1.49881539992736,-0.223996134705412,1.91866428432823,1.16422945873512,-0.151824037208997,0.641496188927298,-1.37555280640662,-0.309677934534119,-0.685267551471777,1.61252555022535,-0.253042105352236,-0.689176457812895,0.790537460904258,1.09477127370587,-1.6010697262527,1.93379886306983,-1.55497913850383,-1.53730939776895,0.638789099807857,0.926979851104178,-0.0535666276668418,1.69404199936019,-221270153.402711
"6",-0.381752816487161,-1.61998440311839,1.26243502443121,1.91256017467354,-0.510149702661117,-0.536666620515917,-1.71147425209039,-1.3642866404777,1.73636759957932,1.46419677294412,0.260186077207005,0.781689349977839,-1.91281912171618,-2.51990532757744,-1.20133992829187,-1.2530944001895,-0.201248874234106,-1.28950989971282,-1.61696787487101,-0.265497001198514,-1.68256746594969,-0.560039559147016,0.440085944190168,1.56778002324876,-0.140110209244935,-0.37559075138991,1.08597444372413,-1.47113433909139,-1.67643415244038,-1.17306865581004,-1.33934272443389,1.17722592667316,-1.24205959218779,1.27296637507983,-0.319750635662471,-1.85790071276001,0.620537964667973,1.89293481887,-0.365041069595263,1.26856177467664,-1.805389503454,-1.35989585975637,0.526396422033674,0.245442513904949,-1.03437187719615,0.102344420384431,-1.56720833260698,-0.0752450121682983,-0.951036584855046,1.3230913708436,-0.28883986401392,-0.085615276717689,-1.64175680607969,1.83328602455301,-0.567337223232583,0.239242711000395,-1.48045236518756,-0.624236872336485,1.41216576491347,0.148549840038862,-0.109199763145884,0.0111478141675039,-0.912000110711949,-0.662247547912726,-1.35404002943889,-1.44697098475732,1.50765246067427,-0.285373860845448,0.48684368560025,-0.0553418743663902,1.6874376527503,0.244813000926429,-0.0731694727610062,-1.51615277572241,-1.003393838745,1.03117914418554,-1.8048738297178,1.62632437562788,0.0585691668658423,-0.505924642971236,0.898300842834325,0.699517844780262,-0.00104312636855374,-0.502088369021817,0.278785065386272,-1.69873051799253,1.97909501697884,-1.30296085912548,-0.433043763472276,-0.361244124167368,0.825982871457977,-1.8360258746753,1.93361302097989,0.187255817788283,-1.47934796371357,-0.477287602166476,0.934636151701923,-1.19393282732145,-1.49881550735392,-0.223995916835596,1.91866435000037,1.16422926442544,-0.151824029988385,0.641494041792952,-1.37555308497118,-0.309678496841154,-0.685267927416208,1.61252537262616,-0.253042540831132,-0.689176649708748,0.79053702312387,1.09477138611267,-1.60106949270286,1.93379910920196,-1.55497873959582,-1.53730948644041,0.638788549567658,0.926977720476692,-0.0535667386542957,1.69404221504912,-221054749.402512
"7",-0.381752695140129,-1.61999524886441,1.26243429606368,1.91255975077329,-0.510149777835668,-0.536666960990819,-1.71148607909907,-1.36428623127469,1.73636667287574,1.46419643534027,0.260186173132562,0.781689719000813,-1.9128201720564,-2.50316967278878,-1.20129971415998,-1.25309461217355,-0.201248277385656,-1.28950837076535,-1.61696783248241,-0.265509721446576,-1.68256771497279,-0.560041582851751,0.440086181814559,1.56778012026515,-0.140108790868624,-0.375591254633605,1.08597464987893,-1.47113201367632,-1.67643405005066,-1.17306902572126,-1.33934278048696,1.17722588564747,-1.24206052007901,1.27296597062977,-0.319751360229972,-1.85790282645271,0.620537407192029,1.8929347079061,-0.365042080597537,1.26856304682142,-1.80539078122759,-1.36004625455618,0.525528103595123,0.245358683576139,-1.03437135779777,0.102343409217861,-1.56720572047233,-0.0762985936864195,-0.951037514161966,1.32303017079551,-0.288833999916885,-0.0856165481791133,-1.6417571914196,1.83328701404054,-0.567302251959041,0.239242355119421,-1.48044990103755,-0.62423531747542,1.41139973660681,0.148551263531362,-0.109915515222805,0.0122298610576824,-0.911999240344965,-0.662159754271576,-1.35403927458408,-1.44704542214771,1.50643279811432,-0.285376267939805,0.48683765202784,-0.0550779999463221,1.6874369469402,0.244744834589247,-0.0731692338112123,-1.51623670258937,-1.00339230053688,1.03116577039523,-1.8048729389497,1.62632261954244,0.0585662171664491,-0.505923950858954,0.898301180681012,0.699458743426701,-0.00104401298205328,-0.50208720092728,0.27878548714841,-1.69873081133816,1.97909659744342,-1.30296146085659,-0.433044641081536,-0.361241527080471,0.825982944683014,-1.83603794830478,1.93361254978995,0.187257046141252,-1.47934878063501,-0.477286333666993,0.93463733948456,-1.19393130730436,-1.49881675101576,-0.223995804533068,1.91866325430564,1.1642303685988,-0.15182282450782,0.64145873984539,-1.37555279861547,-0.30967771969904,-0.685269140509398,1.61252632542831,-0.253041475007447,-0.689175671085765,0.790536356045721,1.09477219363159,-1.60106910323692,1.93379950668384,-1.55497759992222,-1.53731070464243,0.638788022556042,0.92694636973338,-0.0535660494063374,1.69404166803614,-217692982.84662
"8",-0.381753168602423,-1.61999541733924,1.26243429034105,1.91255992493433,-0.510150240631856,-0.536667328026953,-1.71148689180982,-1.36428629614455,1.73636661853662,1.46419640461367,0.260186350510364,0.781689486546938,-1.91281990941545,-2.50330129478728,-1.20129809273774,-1.25309481885964,-0.201248204627797,-1.28950819916818,-1.61696780334241,-0.265510462103674,-1.68256738809452,-0.560041828267702,0.44008579305605,1.56778028217954,-0.140108323614632,-0.375591711597041,1.08597406445363,-1.47113192883427,-1.67643408770265,-1.17306881747134,-1.33934275830007,1.17722607864148,-1.24206031914537,1.27296583519522,-0.319750733931183,-1.85790267132992,0.620537478211748,1.89293492753153,-0.365042276819464,1.26856378680326,-1.80539050337044,-1.36005572233537,0.525467453024482,0.24535671966787,-1.03437169919116,0.102343406421528,-1.56720571368446,-0.0763625996763972,-0.951037405974958,1.32302662746168,-0.288834940896908,-0.0856167495134306,-1.64175693733515,1.8332874199248,-0.567300038236695,0.239242719514945,-1.48044992891819,-0.624235473414646,1.41135251154721,0.148551266116053,-0.109958873627889,0.0123247264980791,-0.911999441836809,-0.662154225752659,-1.35403926705905,-1.44705016370402,1.50635726265518,-0.285376437482924,0.486837248953197,-0.0550530434961431,1.68743722129901,0.244740982773519,-0.0731690375555659,-1.51624173499485,-1.00339200404771,1.03116530441685,-1.80487280474739,1.62632236589614,0.0585666941035673,-0.505923860097198,0.898301405838709,0.699454819422879,-0.00104438860704009,-0.502086939523336,0.278785550193316,-1.69873081509926,1.97909621335641,-1.3029610662689,-0.433044890433807,-0.361241112122224,0.825983417878811,-1.83603871746446,1.93361283809341,0.187257142754929,-1.4793489364124,-0.4772863248507,0.934637052411552,-1.19393199488693,-1.49881712187297,-0.223996203182499,1.9186636868372,1.16423067131213,-0.151823328983709,0.641456351292877,-1.37555260433665,-0.309677569975387,-0.685269035963737,1.61252615449486,-0.253041484243193,-0.689175570582568,0.79053594784447,1.09477224529284,-1.60106902325415,1.93379989465451,-1.55497736743321,-1.53731065988258,0.638788171647683,0.926944424145435,-0.0535656963686782,1.69404101803531,-217490296.506389
"9",-0.381753194029002,-1.6199956386963,1.26243413993224,1.91255986867206,-0.510150279079343,-0.536667327935446,-1.71148716755049,-1.36428626225046,1.73636669645425,1.4641963913086,0.260186327529709,0.781689731191367,-1.91282012464823,-2.50334599334992,-1.2012973520126,-1.25309490337014,-0.20124822232931,-1.28950831123519,-1.61696788151033,-0.265510508802128,-1.68256731024827,-0.560041743123214,0.440085917514079,1.56778033084503,-0.14010827174396,-0.375591705396536,1.0859742651042,-1.47113183038743,-1.67643419125457,-1.17306890159125,-1.33934268242515,1.17722619529122,-1.24206056366891,1.27296577833286,-0.319750535067758,-1.85790280374553,0.620537833220209,1.89293521102098,-0.36504257338184,1.26856388553877,-1.80539058677658,-1.36005796988187,0.525456846151682,0.245353280356591,-1.03437188367484,0.102343714594757,-1.56720570118204,-0.0763782156719014,-0.951037775860171,1.32302544323618,-0.288834320678166,-0.0856167097783104,-1.64175679855134,1.83328729166221,-0.567299561712685,0.239242905569855,-1.48045013351255,-0.624235467089386,1.41134088793032,0.148551376705895,-0.109969448519394,0.0123314868062065,-0.91199950546033,-0.662152718698978,-1.35403915434189,-1.44705137192842,1.50633822533675,-0.285376356703557,0.486837274733358,-0.0550504153745673,1.68743727158334,0.244739934719,-0.0731689875131372,-1.51624311342883,-1.00339189163414,1.03116507360469,-1.80487284377573,1.62632257704776,0.058566726728341,-0.505923878779973,0.898301494777977,0.699453863368517,-0.00104440672422459,-0.502087020583436,0.278785473357206,-1.69873076266451,1.97909606309406,-1.30296097923752,-0.433044825258953,-0.36124120011102,0.825983329068685,-1.83603910561715,1.93361268140339,0.187257467984089,-1.4793491275654,-0.477286332357497,0.934637236699582,-1.19393191532776,-1.49881681492889,-0.223996164261627,1.91866358134803,1.16423070588825,-0.151823409663927,0.641455972965667,-1.37555244853059,-0.309677694871875,-0.685269003991818,1.61252602442763,-0.253041335120899,-0.689175773118835,0.790536074489608,1.09477237312354,-1.6010688600662,1.93379967997218,-1.554977450972,-1.53731073470866,0.638788313955994,0.926943963078505,-0.0535657039512853,1.69404112510178,-217440529.338215
"10",-0.38175486719518,-1.6199959957305,1.26243432963579,1.91255938437123,-0.51015045728772,-0.536667328313572,-1.71148764653365,-1.36428622439106,1.73636613243665,1.46419663378568,0.260186492770355,0.781689768558725,-1.91281987105705,-2.503460556466,-1.20129490102592,-1.25309468067138,-0.201247374396407,-1.28950860456685,-1.61696704951963,-0.265511155927399,-1.68256739720351,-0.560041530719112,0.440086116494243,1.56778035109929,-0.140108236604851,-0.375591892714815,1.08597439369507,-1.47113196743,-1.67643478216028,-1.17306915404057,-1.33934237167893,1.17722646513617,-1.24206060700843,1.27296565970433,-0.319751158539918,-1.85790268133871,0.620537259673363,1.89293569482862,-0.365042551963881,1.26856398592586,-1.80539029997562,-1.36006732745621,0.525405403211339,0.245351299799714,-1.03437204917183,0.102343350042095,-1.56720550412184,-0.0764426442273549,-0.951037859744612,1.32302185716773,-0.288834445423486,-0.0856161043412434,-1.64175714665794,1.8332875884874,-0.567297965544092,0.239242855217477,-1.48044993011526,-0.624235148680865,1.41129382105394,0.148551258573821,-0.110013388934729,0.0123887083785834,-0.911999398657194,-0.662147985659466,-1.35403901452388,-1.44705598902466,1.50626368812097,-0.285375671614539,0.486837321812905,-0.055015034998338,1.68743760056977,0.244736060641158,-0.0731690783775026,-1.51624781011098,-1.00339219663746,1.03116473641812,-1.80487358739282,1.62632220845067,0.0585667874519403,-0.50592363778676,0.898301680867819,0.699450368674982,-0.00104457067988517,-0.502086883343893,0.278785838735562,-1.69873105730411,1.97909618204055,-1.30296069801586,-0.433045491934522,-0.361241134192039,0.825983172907979,-1.83604003776416,1.9336125491017,0.187257838834647,-1.47934874605842,-0.477286532992694,0.934636842574982,-1.19393181371727,-1.49881684896028,-0.223996102708046,1.91866362605849,1.16423078564639,-0.151823564522306,0.641453817986769,-1.37555198234337,-0.309677891874435,-0.685269001984599,1.61252588343928,-0.253041297717359,-0.689175753382941,0.790536048608909,1.0947723384244,-1.60106873864909,1.93379961666013,-1.55497718923467,-1.53731091969468,0.638788154819069,0.926941760852846,-0.0535655015888175,1.69404126214337,-217238235.083988
