"","ageb","age0","b0","cage","cb","c0","dage","db","dc","d0","eage","eb","e0","fage","fb","fc","fd","fe","fg","f0","gage","gb","gc","gd","g0","hage","hb","hc","hd","he","hf","hg","h0","i1age","i1b","i1c","i1d","i1f","i1g","i1h","i10","jage","jb","jf","jg","ji1","j0","kage","kb","kc","kd","ke","kf","kg","kh","ki1","kj","k0","lage","lb","ld","lf","lg","lj","lk","l0","mage","mb","mc","mf","mg","mj","mk","ml","mlabel","m0","nage","nb","nf","ng","nj","nk","nl","n0","oage","ob","oe","of","og","oi1","oj","ok","ol","on","olabel","o0","page","pb","pf","pg","ph","pi1","pj","pk","pl","pm","po","plabel","labelage","labelb","labelc","labeld","labelf","labelg","labelh","labeli1","labelj","labelk","labell","label0","lp__"
"1",-0.713823889267733,1.5972076963264,1.80713454973813,-0.423955813486977,0.469164968238234,0.335854363723932,0.680342592524112,-1.86365507628755,-1.40679407541468,1.6408442087278,-1.37160436341445,-0.899913272537705,-1.11244438200733,0.114667455592284,-1.14422728489439,0.272644271464693,-1.79263629013106,0.743208462333273,0.0595659786475236,-0.227712994247357,0.637063201000235,-1.70388565981119,0.728630793275964,0.985006380723672,-1.85795311247183,-1.09070106284637,0.848762215376695,1.45468284016924,-1.96108018348385,0.119350048836369,-0.67732698761398,1.99848005355768,1.28955397331232,-0.634335378952972,0.0130454858311137,-0.644726870723448,-0.853854351156792,0.815827651955736,-1.18331669166928,0.489849030099351,-0.990870936408127,-0.796723192800661,1.92319616595073,-1.44632359798245,0.0339843085606817,0.657529136420929,-1.67406464747424,-1.47622670521188,1.28435089893574,1.88067003840239,1.15793468383338,-1.81352652607638,0.498789926476746,-0.865901795433627,1.92138119472134,-1.04891121490224,-1.40766707331157,-0.442941874583837,0.555367652627992,-0.510951365310011,0.790687256564406,-1.06834290729719,-0.691319508223551,0.534128407242408,0.774766767461321,1.78851977820168,-0.261601304384021,0.76622781466223,-0.161418247436742,-0.735927449208573,-0.93200151443115,0.704217995924621,-1.46602010528243,-0.078106987624057,1.02749150822138,0.300352218481847,-1.25440109710178,0.0807751672489409,1.87702376834305,-1.22144713487683,-0.202834079796443,-1.17696751156685,0.693749597138942,-1.88590120439767,0.188265891736122,-1.14660322228813,-1.27929058951279,0.740557379875302,-1.03426465249935,-1.59584049565824,0.816327958462854,-0.967535759965685,-0.0839920953024738,-1.46757965451658,-1.61244616036786,0.560030907468245,0.995909984331473,1.72183429825946,1.79121764099445,-0.190713187866534,-1.22711226787961,-1.83720709476611,1.64877425776542,1.10826121891155,0.720426420661002,-1.74727214978328,-1.4932530393916,1.01116574320954,1.26896153955763,-1.65538568904771,0.732497349269977,-0.770776307879739,-0.261219579011613,-0.128806629719851,0.303408575287619,0.0447703357088609,-0.268906592915801,0.478843466681119,-0.120327483093442,-1.8954737666113,-8.06170027306476e+36
"2",-0.713823889269076,1.59720769632582,1.80713454973777,-0.423955813487501,0.469164968238158,0.335854363723332,0.680342592522806,-1.86365507628788,-1.40679407541516,1.64084420722093,-1.37160436341445,-0.899913272537705,-1.11244438200733,0.114667370681804,-1.14422728489721,0.272644187433228,-1.79263638550016,0.743208462333273,0.0595659786475236,-0.227712994247357,0.637063201000076,-1.70388565981131,0.728630793275648,0.985006379216974,-1.85795311247183,-1.09070106284638,0.848762215376444,1.45468284016919,-1.96108018350274,0.119350048836369,-0.67732698761398,1.99848005355768,1.28955397331232,-0.634335378953875,0.0130454858304263,-0.644726870724515,-0.853854352901621,0.815827651955736,-1.18331669166928,0.489849030099351,-0.990870936408127,-0.796723192802002,1.92319616593968,-1.44632359798245,0.0339843085606817,0.657529136420929,-1.67406464859802,-1.47622670521262,1.28435089893359,1.88067003838453,1.15793467706938,-1.81352652607638,0.498789926476746,-0.865901795433627,1.92138119472134,-1.04891121490224,-1.40766707780668,-0.442941874653184,0.555367648896958,-0.510951365310345,0.790687085440743,-1.06834290729719,-0.691319508223551,0.534128295988527,0.774766598602338,1.78851977820168,-0.261601304385628,0.766227814653269,-0.161418247437959,-0.735927449208573,-0.93200151443115,0.704217934116909,-1.46602010536439,-0.078106987624057,1.02749150822138,0.300352218481847,-1.25440109710219,0.0807751672485826,1.87702376834305,-1.22144713487683,-0.202834080920219,-1.17696751158266,0.693749597138942,-1.88590120439767,0.188265891735949,-1.14660322228813,-1.27929058951279,0.740557379875302,-1.03426465249935,-1.59584049565824,0.816327958462854,-0.96753576001913,-0.0839920953024738,-1.46757965451658,-1.61244616036786,0.560030907468245,0.99590998433111,1.72183429825946,1.79121764099445,-0.190713187866534,-1.22711226787961,-1.83720709476611,1.64877425776542,1.10826121877926,0.720426420661002,-1.74727214978328,-1.4932530393916,1.01116574320954,1.26896153955705,-1.65538568904771,0.732497349269825,-0.770776307883031,-0.261219579011613,-0.128806629719851,0.303408575287619,0.0447703357088609,-0.268906592915801,0.478843466629631,-0.120327483093442,-1.8954737666113,-8.06157328629045e+36
"3",-0.713823889270419,1.59720769632524,1.80713454973741,-0.423955813488026,0.469164968238081,0.335854363722732,0.6803425925215,-1.86365507628821,-1.40679407541563,1.6408442057141,-1.37160436341445,-0.899913272537705,-1.11244438200733,0.114667285772739,-1.14422728490004,0.272644103403167,-1.7926364808676,0.743208462333273,0.0595659786475236,-0.227712994247357,0.637063200999918,-1.70388565981142,0.728630793275332,0.985006377710302,-1.85795311247183,-1.09070106284639,0.848762215376194,1.45468284016914,-1.96108018352163,0.119350048836369,-0.67732698761398,1.99848005355768,1.28955397331232,-0.634335378954778,0.0130454858297389,-0.644726870725581,-0.85385435464642,0.815827651955736,-1.18331669166928,0.489849030099351,-0.990870936408127,-0.796723192803343,1.92319616592862,-1.44632359798245,0.0339843085606817,0.657529136420929,-1.67406464972178,-1.47622670521336,1.28435089893144,1.88067003836667,1.1579346703055,-1.81352652607638,0.498789926476746,-0.865901795433627,1.92138119472134,-1.04891121490224,-1.40766708230172,-0.44294187472253,0.555367645165986,-0.51095136531068,0.790686914319938,-1.06834290729719,-0.691319508223551,0.534128184736251,0.774766429746175,1.78851977820168,-0.261601304387234,0.766227814644308,-0.161418247439176,-0.735927449208573,-0.93200151443115,0.704217872310089,-1.46602010544634,-0.078106987624057,1.02749150822138,0.300352218481847,-1.25440109710259,0.0807751672482243,1.87702376834305,-1.22144713487683,-0.202834082043979,-1.17696751159848,0.693749597138942,-1.88590120439767,0.188265891735776,-1.14660322228813,-1.27929058951279,0.740557379875302,-1.03426465249935,-1.59584049565824,0.816327958462854,-0.967535760072575,-0.0839920953024738,-1.46757965451658,-1.61244616036786,0.560030907468245,0.995909984330748,1.72183429825946,1.79121764099445,-0.190713187866534,-1.22711226787961,-1.83720709476611,1.64877425776542,1.10826121864697,0.720426420661002,-1.74727214978328,-1.4932530393916,1.01116574320954,1.26896153955648,-1.65538568904771,0.732497349269672,-0.770776307886322,-0.261219579011613,-0.128806629719851,0.303408575287619,0.0447703357088609,-0.268906592915801,0.478843466578144,-0.120327483093442,-1.8954737666113,-8.06144630353828e+36
"4",-0.713823889271762,1.59720769632467,1.80713454973705,-0.42395581348855,0.469164968238005,0.335854363722131,0.680342592520193,-1.86365507628854,-1.40679407541611,1.64084420420729,-1.37160436341445,-0.899913272537705,-1.11244438200733,0.114667200865089,-1.14422728490287,0.27264401937451,-1.79263657623337,0.743208462333273,0.0595659786475236,-0.227712994247357,0.637063200999759,-1.70388565981153,0.728630793275017,0.985006376203654,-1.85795311247183,-1.0907010628464,0.848762215375944,1.4546828401691,-1.96108018354053,0.119350048836369,-0.67732698761398,1.99848005355768,1.28955397331232,-0.634335378955681,0.0130454858290515,-0.644726870726648,-0.853854356391189,0.815827651955736,-1.18331669166928,0.489849030099351,-0.990870936408127,-0.796723192804685,1.92319616591756,-1.44632359798245,0.0339843085606817,0.657529136420929,-1.67406465084552,-1.47622670521409,1.28435089892929,1.88067003834881,1.15793466354173,-1.81352652607638,0.498789926476746,-0.865901795433627,1.92138119472134,-1.04891121490224,-1.40766708679669,-0.442941874791874,0.555367641435076,-0.510951365311014,0.79068674320199,-1.06834290729719,-0.691319508223551,0.534128073485581,0.774766260892833,1.78851977820168,-0.261601304388841,0.766227814635347,-0.161418247440393,-0.735927449208573,-0.93200151443115,0.704217810504161,-1.4660201055283,-0.078106987624057,1.02749150822138,0.300352218481847,-1.25440109710299,0.0807751672478661,1.87702376834305,-1.22144713487683,-0.202834083167724,-1.17696751161429,0.693749597138942,-1.88590120439767,0.188265891735603,-1.14660322228813,-1.27929058951279,0.740557379875302,-1.03426465249935,-1.59584049565824,0.816327958462854,-0.967535760126018,-0.0839920953024738,-1.46757965451658,-1.61244616036786,0.560030907468245,0.995909984330385,1.72183429825946,1.79121764099445,-0.190713187866534,-1.22711226787961,-1.83720709476611,1.64877425776542,1.10826121851468,0.720426420661002,-1.74727214978328,-1.4932530393916,1.01116574320954,1.26896153955591,-1.65538568904771,0.73249734926952,-0.770776307889613,-0.261219579011613,-0.128806629719851,0.303408575287619,0.0447703357088609,-0.268906592915801,0.478843466526657,-0.120327483093442,-1.8954737666113,-8.06131932480808e+36
"5",-0.713823889273105,1.59720769632409,1.80713454973669,-0.423955813489075,0.469164968237929,0.335854363721531,0.680342592518887,-1.86365507628887,-1.40679407541658,1.6408442027005,-1.37160436341445,-0.899913272537705,-1.11244438200733,0.114667115958854,-1.1442272849057,0.272643935347256,-1.79263667159748,0.743208462333273,0.0595659786475236,-0.227712994247357,0.6370632009996,-1.70388565981164,0.728630793274701,0.985006374697032,-1.85795311247183,-1.09070106284641,0.848762215375694,1.45468284016905,-1.96108018355942,0.119350048836369,-0.67732698761398,1.99848005355768,1.28955397331232,-0.634335378956584,0.0130454858283641,-0.644726870727715,-0.853854358135928,0.815827651955736,-1.18331669166928,0.489849030099351,-0.990870936408127,-0.796723192806026,1.92319616590651,-1.44632359798245,0.0339843085606817,0.657529136420929,-1.67406465196925,-1.47622670521483,1.28435089892714,1.88067003833095,1.15793465677807,-1.81352652607638,0.498789926476746,-0.865901795433627,1.92138119472134,-1.04891121490224,-1.40766709129161,-0.442941874861218,0.555367637704227,-0.510951365311349,0.7906865720869,-1.06834290729719,-0.691319508223551,0.534127962236516,0.774766092042312,1.78851977820168,-0.261601304390447,0.766227814626386,-0.16141824744161,-0.735927449208573,-0.93200151443115,0.704217748699126,-1.46602010561025,-0.078106987624057,1.02749150822138,0.300352218481847,-1.2544010971034,0.0807751672475078,1.87702376834305,-1.22144713487683,-0.202834084291452,-1.1769675116301,0.693749597138942,-1.88590120439767,0.188265891735431,-1.14660322228813,-1.27929058951279,0.740557379875302,-1.03426465249935,-1.59584049565824,0.816327958462854,-0.967535760179461,-0.0839920953024738,-1.46757965451658,-1.61244616036786,0.560030907468245,0.995909984330023,1.72183429825946,1.79121764099445,-0.190713187866534,-1.22711226787961,-1.83720709476611,1.64877425776542,1.1082612183824,0.720426420661002,-1.74727214978328,-1.4932530393916,1.01116574320954,1.26896153955533,-1.65538568904771,0.732497349269367,-0.770776307892905,-0.261219579011613,-0.128806629719851,0.303408575287619,0.0447703357088609,-0.268906592915801,0.478843466475172,-0.120327483093442,-1.8954737666113,-8.06119235009969e+36
"6",-0.713823889278476,1.59720769632178,1.80713454973526,-0.423955813491173,0.469164968237623,0.33585436371913,0.680342592513661,-1.86365507629019,-1.40679407541848,1.64084419667351,-1.37160436341445,-0.899913272537705,-1.11244438200733,0.1146667763424,-1.14422728491701,0.272643599246664,-1.79263705304391,0.743208462333273,0.0595659786475236,-0.227712994247357,0.637063200998966,-1.70388565981208,0.728630793273438,0.985006368670695,-1.85795311247183,-1.09070106284645,0.848762215374693,1.45468284016886,-1.96108018363498,0.119350048836369,-0.67732698761398,1.99848005355768,1.28955397331232,-0.634335378960195,0.0130454858256144,-0.644726870731982,-0.853854365114709,0.815827651955736,-1.18331669166928,0.489849030099351,-0.990870936408127,-0.796723192811391,1.92319616586228,-1.44632359798245,0.0339843085606817,0.657529136420929,-1.67406465646407,-1.47622670521779,1.28435089891854,1.88067003825952,1.15793462972411,-1.81352652607638,0.498789926476746,-0.865901795433627,1.92138119472134,-1.04891121490224,-1.40766710927086,-0.442941875138584,0.555367622781205,-0.510951365312687,0.790685887643688,-1.06834290729719,-0.691319508223551,0.534127517249892,0.774765416657151,1.78851977820168,-0.261601304396873,0.766227814590541,-0.161418247446477,-0.735927449208573,-0.93200151443115,0.704217501484335,-1.46602010593804,-0.078106987624057,1.02749150822138,0.300352218481847,-1.25440109710501,0.0807751672460747,1.87702376834305,-1.22144713487683,-0.202834088786266,-1.17696751169335,0.693749597138942,-1.88590120439767,0.18826589173474,-1.14660322228813,-1.27929058951279,0.740557379875302,-1.03426465249935,-1.59584049565824,0.816327958462854,-0.967535760393226,-0.0839920953024738,-1.46757965451658,-1.61244616036786,0.560030907468245,0.995909984328573,1.72183429825946,1.79121764099445,-0.190713187866534,-1.22711226787961,-1.83720709476611,1.64877425776542,1.10826121785327,0.720426420661002,-1.74727214978328,-1.4932530393916,1.01116574320954,1.26896153955304,-1.65538568904771,0.732497349268758,-0.77077630790607,-0.261219579011613,-0.128806629719851,0.303408575287619,0.0447703357088609,-0.268906592915801,0.478843466269235,-0.120327483093442,-1.8954737666113,-8.06068448343736e+36
"7",-0.713823889279819,1.59720769632121,1.8071345497349,-0.423955813491697,0.469164968237547,0.33585436371853,0.680342592512355,-1.86365507629052,-1.40679407541896,1.64084419516685,-1.37160436341445,-0.899913272537705,-1.11244438200733,0.114666691443238,-1.14422728491984,0.272643515226428,-1.79263714839969,0.743208462333273,0.0595659786475236,-0.227712994247357,0.637063200998807,-1.70388565981219,0.728630793273122,0.985006367164198,-1.85795311247183,-1.09070106284645,0.848762215374442,1.45468284016881,-1.96108018365387,0.119350048836369,-0.67732698761398,1.99848005355768,1.28955397331232,-0.634335378961097,0.013045485824927,-0.644726870733048,-0.8538543668593,0.815827651955736,-1.18331669166928,0.489849030099351,-0.990870936408127,-0.796723192812732,1.92319616585122,-1.44632359798245,0.0339843085606817,0.657529136420929,-1.67406465758771,-1.47622670521853,1.28435089891639,1.88067003824166,1.15793462296102,-1.81352652607638,0.498789926476746,-0.865901795433627,1.92138119472134,-1.04891121490224,-1.40766711376545,-0.442941875207922,0.555367619050666,-0.510951365313021,0.790685716542885,-1.06834290729719,-0.691319508223551,0.534127406008856,0.774765247820732,1.78851977820168,-0.261601304398479,0.76622781458158,-0.161418247447694,-0.735927449208573,-0.93200151443115,0.704217439683759,-1.46602010601999,-0.078106987624057,1.02749150822138,0.300352218481847,-1.25440109710541,0.0807751672457164,1.87702376834305,-1.22144713487683,-0.202834089909913,-1.17696751170916,0.693749597138942,-1.88590120439767,0.188265891734567,-1.14660322228813,-1.27929058951279,0.740557379875302,-1.03426465249935,-1.59584049565824,0.816327958462854,-0.967535760446665,-0.0839920953024738,-1.46757965451658,-1.61244616036786,0.560030907468245,0.99590998432821,1.72183429825946,1.79121764099445,-0.190713187866534,-1.22711226787961,-1.83720709476611,1.64877425776542,1.108261217721,0.720426420661002,-1.74727214978328,-1.4932530393916,1.01116574320954,1.26896153955247,-1.65538568904771,0.732497349268605,-0.770776307909361,-0.261219579011613,-0.128806629719851,0.303408575287619,0.0447703357088609,-0.268906592915801,0.478843466217753,-0.120327483093442,-1.8954737666113,-8.06055752883515e+36
"8",-0.713823889365757,1.5972076962843,1.80713454971197,-0.423955813525257,0.469164968232662,0.335854363680128,0.68034259242877,-1.86365507631163,-1.40679407544935,1.64084409875907,-1.37160436341445,-0.899913272537705,-1.11244438200733,0.114661258937677,-1.14422728510083,0.272638138963986,-1.79264324994423,0.743208462333273,0.0595659786475236,-0.227712994247357,0.637063200988658,-1.70388565981931,0.728630793252917,0.98500627076693,-1.85795311247183,-1.09070106284704,0.848762215358427,1.45468284016577,-1.96108018486262,0.119350048836369,-0.67732698761398,1.99848005355768,1.28955397331232,-0.634335379018861,0.0130454857809322,-0.6447268708013,-0.853854478491353,0.815827651955736,-1.18331669166928,0.489849030099351,-0.990870936408127,-0.796723192898548,1.92319616514359,-1.44632359798245,0.0339843085606817,0.657529136420929,-1.67406472948918,-1.47622670526583,1.28435089877881,1.88067003709903,1.15793419020589,-1.81352652607638,0.498789926476746,-0.865901795433627,1.92138119472134,-1.04891121490224,-1.40766740137131,-0.442941879644676,0.555367380341703,-0.510951365334429,0.79067476819387,-1.06834290729719,-0.691319508223551,0.53412028776384,0.774754444365029,1.78851977820168,-0.261601304501266,0.766227814008068,-0.16141824752556,-0.735927449208573,-0.93200151443115,0.704213485103197,-1.46602011126344,-0.078106987624057,1.02749150822138,0.300352218481847,-1.25440109713122,0.080775167222787,1.87702376834305,-1.22144713487683,-0.202834161811378,-1.17696751272086,0.693749597138942,-1.88590120439767,0.188265891723518,-1.14660322228813,-1.27929058951279,0.740557379875302,-1.03426465249935,-1.59584049565824,0.816327958462854,-0.967535763866052,-0.0839920953024738,-1.46757965451658,-1.61244616036786,0.560030907468245,0.995909984305014,1.72183429825946,1.79121764099445,-0.190713187866534,-1.22711226787961,-1.83720709476611,1.64877425776542,1.10826120925712,0.720426420661002,-1.74727214978328,-1.4932530393916,1.01116574320954,1.26896153951578,-1.65538568904771,0.732497349258851,-0.770776308119951,-0.261219579011613,-0.128806629719851,0.303408575287619,0.0447703357088609,-0.268906592915801,0.478843462923584,-0.120327483093442,-1.8954737666113,-8.05243809207264e+36
"9",-0.713823889367099,1.59720769628373,1.80713454971161,-0.423955813525781,0.469164968232586,0.335854363679529,0.680342592427465,-1.86365507631196,-1.40679407544982,1.64084409725405,-1.37160436341445,-0.899913272537705,-1.11244438200733,0.114661174130393,-1.14422728510366,0.272638055034908,-1.79264334519184,0.743208462333273,0.0595659786475236,-0.227712994247357,0.637063200988499,-1.70388565981943,0.728630793252601,0.985006269262067,-1.85795311247183,-1.09070106284705,0.848762215358177,1.45468284016572,-1.96108018488149,0.119350048836369,-0.67732698761398,1.99848005355768,1.28955397331232,-0.634335379019763,0.0130454857802448,-0.644726870802366,-0.85385448023402,0.815827651955736,-1.18331669166928,0.489849030099351,-0.990870936408127,-0.796723192899888,1.92319616513253,-1.44632359798245,0.0339843085606817,0.657529136420929,-1.67406473061177,-1.47622670526657,1.28435089877666,1.8806700370812,1.15793418345012,-1.81352652607638,0.498789926476746,-0.865901795433627,1.92138119472134,-1.04891121490224,-1.40766740586168,-0.442941879713939,0.555367376615183,-0.510951365334764,0.790674597278651,-1.06834290729719,-0.691319508223551,0.534120176627091,0.77475427571179,1.78851977820168,-0.26160130450287,0.766227813999107,-0.161418247526776,-0.735927449208573,-0.93200151443115,0.704213423360559,-1.46602011134529,-0.078106987624057,1.02749150822138,0.300352218481847,-1.25440109713162,0.0807751672224288,1.87702376834305,-1.22144713487683,-0.202834162933971,-1.17696751273665,0.693749597138942,-1.88590120439767,0.188265891723345,-1.14660322228813,-1.27929058951279,0.740557379875302,-1.03426465249935,-1.59584049565824,0.816327958462854,-0.967535763919432,-0.0839920953024738,-1.46757965451658,-1.61244616036786,0.560030907468245,0.995909984304652,1.72183429825946,1.79121764099445,-0.190713187866534,-1.22711226787961,-1.83720709476611,1.64877425776542,1.10826120912499,0.720426420661002,-1.74727214978328,-1.4932530393916,1.01116574320954,1.26896153951521,-1.65538568904771,0.732497349258698,-0.770776308123238,-0.261219579011613,-0.128806629719851,0.303408575287619,0.0447703357088609,-0.268906592915801,0.478843462872159,-0.120327483093442,-1.8954737666113,-8.05231139849692e+36
"10",-0.713823889368442,1.59720769628315,1.80713454971126,-0.423955813526305,0.469164968232509,0.335854363678929,0.68034259242616,-1.86365507631229,-1.4067940754503,1.64084409574904,-1.37160436341445,-0.899913272537705,-1.11244438200733,0.11466108932452,-1.14422728510649,0.272637971107229,-1.7926434404378,0.743208462333273,0.0595659786475236,-0.227712994247357,0.637063200988341,-1.70388565981954,0.728630793252286,0.985006267757229,-1.85795311247183,-1.09070106284706,0.848762215357926,1.45468284016567,-1.96108018490036,0.119350048836369,-0.67732698761398,1.99848005355768,1.28955397331232,-0.634335379020665,0.0130454857795574,-0.644726870803431,-0.853854481976657,0.815827651955736,-1.18331669166928,0.489849030099351,-0.990870936408127,-0.796723192901228,1.92319616512148,-1.44632359798245,0.0339843085606817,0.657529136420929,-1.67406473173435,-1.47622670526731,1.28435089877451,1.88067003706336,1.15793417669446,-1.81352652607638,0.498789926476746,-0.865901795433627,1.92138119472134,-1.04891121490224,-1.40766741035199,-0.4429418797832,0.555367372888726,-0.510951365335098,0.790674426366283,-1.06834290729719,-0.691319508223551,0.534120065491945,0.774754107061365,1.78851977820168,-0.261601304504475,0.766227813990146,-0.161418247527991,-0.735927449208573,-0.93200151443115,0.704213361618811,-1.46602011142715,-0.078106987624057,1.02749150822138,0.300352218481847,-1.25440109713202,0.0807751672220705,1.87702376834305,-1.22144713487683,-0.202834164056548,-1.17696751275245,0.693749597138942,-1.88590120439767,0.188265891723173,-1.14660322228813,-1.27929058951279,0.740557379875302,-1.03426465249935,-1.59584049565824,0.816327958462854,-0.967535763972811,-0.0839920953024738,-1.46757965451658,-1.61244616036786,0.560030907468245,0.99590998430429,1.72183429825946,1.79121764099445,-0.190713187866534,-1.22711226787961,-1.83720709476611,1.64877425776542,1.10826120899286,0.720426420661002,-1.74727214978328,-1.4932530393916,1.01116574320954,1.26896153951464,-1.65538568904771,0.732497349258546,-0.770776308126525,-0.261219579011613,-0.128806629719851,0.303408575287619,0.0447703357088609,-0.268906592915801,0.478843462820734,-0.120327483093442,-1.8954737666113,-8.0521847089293e+36
