"","ageb","age0","b0","cage","cb","c0","dage","db","dc","d0","eage","eb","e0","fage","fb","fc","fd","fe","fg","f0","gage","gb","gc","gd","g0","hage","hb","hc","hd","he","hf","hg","h0","i1age","i1b","i1c","i1d","i1f","i1g","i1h","i10","jage","jb","jf","jg","ji1","jk","jl","j0","kage","kb","kc","kd","ke","kf","kg","kh","ki1","k0","lage","lb","ld","lf","lg","lk","l0","mage","mb","mc","mf","mg","mj","mk","ml","m0","nage","nb","nf","ng","nj","nk","nl","no","oage","ob","oe","of","og","oi1","oj","ok","ol","op","o0","page","pb","pf","pg","ph","pi1","pj","pk","pl","pm","p0","labelage","labelb","labelc","labeld","labelf","labelg","labelh","labeli1","labelj","labelk","labell","labelm","labelo","labelp","lp__"
"1",1.58248787351433,-1.68596342893019,-1.4115323343925,-1.49493151944441,0.182682625686108,1.51517093706789,1.41280221199635,-0.63476089591631,-1.360084456326,0.88629813111428,-0.0497177713640247,-1.50064460995782,1.85975910655932,-0.00192055497097962,-0.210950310884946,-1.61494251467562,-1.0163005207483,0.0372948450534805,1.66159006397252,0.73355585849448,-0.509638830578923,1.07106681652027,0.809514658953576,1.46982327628803,-0.566182659710465,0.845822420785742,1.12069004347827,0.366190578263095,0.381139376576269,-1.82795397419259,-1.09226402185069,0.781008136078482,0.815331923330428,1.52976350587236,-1.43626312200943,-1.22031100023016,1.24227558340764,-0.575618541386037,0.992316426468654,1.2358311375859,-1.01817663382352,-0.356861897319889,-0.20853791474762,0.0752070400716176,0.856735843252047,0.0738038605581567,0.152446597816771,0.143430235371365,-1.41382485620053,0.277312200365222,1.28577103664081,-1.09427559962372,-0.569972026666549,-1.14780529906353,-0.465644892005712,-1.44373727501052,-1.30053942410117,-1.74313959722603,-1.76955330743498,0.00815722035872713,-0.199381244121688,-1.47273090180125,0.0836142616189508,-0.308110432468647,0.031268249749027,-1.43723212692732,0.156735797239646,-0.665124917423174,-0.974633814154302,-1.19898221993906,-0.999298028573721,-1.26823680791008,-1.61087469142972,-1.83096627389783,1.90901876248298,-1.2982611726854,-1.27368564280716,-1.46164648236948,1.54487400651132,-0.906525962680748,-1.02101549321015,0.196357118567042,-0.0148479226941985,0.0255391016490628,0.181994966113199,-1.46117467406005,-0.875162516686087,1.05737204069187,-1.42454906938796,1.40768349950312,-1.1437645387967,1.48810882002349,0.415796289770084,-1.65459623104089,-0.86481709353276,-0.46739880960394,-0.112117000273981,-0.965574710716584,0.396698147867674,-0.976016965172357,0.833934244111948,0.81658861319322,1.25732354678901,1.2209443289527,0.827915137600375,-0.954386052474428,-1.48093886094414,-1.12582591542802,1.26659794237891,1.82131837990563,-1.00197513830432,-0.170579278225043,1.59320933698025,0.748430654438884,1.91194312439668,1.88452458017399,-0.408803464123047,-0.939831138211331,1.84828339071347,-32528020.3085465
"2",1.58247935175904,-1.68596335263205,-1.41153385337397,-1.49493239286041,0.182682973303412,1.51516788208665,1.41280236975687,-0.634759624408131,-1.36008482633584,0.886298315522763,-0.0497185112070214,-1.50064503333164,1.85976208191562,-0.00192288425278114,-0.210940887691392,-1.61494018005193,-1.01629258305196,0.0372939646828106,1.66158706645466,0.733557111236081,-0.509637915077399,1.07106721477697,0.809514010848611,1.46982406479178,-0.566183567395541,0.84582461987411,1.12068949861628,0.366191382269432,0.381139626504935,-1.82795466967417,-1.0922640955489,0.781008049445349,0.815333240294262,1.52976399724768,-1.43626176418178,-1.22030992526532,1.24227615813939,-0.575615256819742,0.992315859996667,1.23582985349714,-1.01817688791155,-0.356856348926592,-0.208521570450367,0.0778456794869787,0.856736655720002,0.0738048135286916,0.152499375534864,0.14332141558785,-1.41382539220003,0.277312032155217,1.28572998438322,-1.09427763100358,-0.569973378931629,-1.14780430891033,-0.465488953375495,-1.4437373531599,-1.30053957539386,-1.74314015904434,-1.76955033315492,0.00857277919416972,-0.199414212518152,-1.47273062300099,0.0826788206349875,-0.308111701982025,0.0312644997618931,-1.43722025624331,0.156674280065792,-0.664922885036251,-0.974634409386439,-1.19895842400694,-0.999295418340737,-1.26823454852452,-1.61087480856882,-1.83094431943171,1.90901667956921,-1.29826051772625,-1.27368325980406,-1.46164433772581,1.5448737543949,-0.906524824448263,-1.02101732356853,0.196358899771761,-0.0148481162109218,0.0255379122142961,0.181996615261033,-1.46117392982742,-0.875163152151549,1.05737418313474,-1.42454905500191,1.40768174660611,-1.14376660921057,1.48809961260492,0.415793554412489,-1.6545976407656,-0.864818708813554,-0.467398032902037,-0.112116463125758,-0.965573634503178,0.396696204173048,-0.976017514268893,0.833932835358352,0.81658747694295,1.25717911271768,1.22094131182434,0.827914152015195,-0.954384701236322,-1.48093818881947,-1.12582436488494,1.26659825251222,1.82131652946793,-1.00197511019955,-0.170579155237891,1.59321110963356,0.748429095240186,1.91194378810908,1.88452462476172,-0.408803896124988,-0.939829674236949,1.84828313924996,-32473724.8687006
"3",1.58244508544837,-1.68596540628349,-1.41152787663259,-1.49493307184753,0.182685637216288,1.51516880181437,1.41280220392472,-0.634759453612992,-1.36008587045446,0.886301966182092,-0.0497187417395135,-1.50064751146204,1.8597612927896,-0.0019251295699164,-0.210891365033694,-1.61493581132183,-1.01626078175069,0.0372907949551476,1.66158641511637,0.733568094151859,-0.509634664934196,1.07106063857268,0.809517101674347,1.46982296319746,-0.566182350289662,0.845829349973318,1.12068927737513,0.366192816476352,0.381137216523351,-1.82795202301919,-1.09226070445954,0.78100723790122,0.815328414283884,1.52976494912205,-1.4362617889514,-1.22030876559585,1.24228066893063,-0.575602380812114,0.992316676222,1.23582853405385,-1.01818129388454,-0.356845574174461,-0.208431027123535,0.088448908080281,0.856738318652214,0.073810618666262,0.152754645447494,0.14337020240948,-1.41382701354187,0.277305581911523,1.28555604798721,-1.09427302767375,-0.569972015768218,-1.14780663776173,-0.464866095544709,-1.44373518701006,-1.30054042763521,-1.74313829737485,-1.76954629065617,0.00849772022646727,-0.19966493544747,-1.47272241118051,0.0802673876244151,-0.308114158751633,0.0311961882374327,-1.43718780384177,0.156482119220021,-0.663904336769227,-0.974638527327738,-1.19886504968582,-0.999297865964502,-1.26822114557215,-1.61086848220094,-1.83085152254483,1.90901939788199,-1.2982567154059,-1.2736870143594,-1.46163509237578,1.5448760604035,-0.906526339661387,-1.02101443305254,0.196363996087731,-0.014844353448796,0.0255427953223326,0.181991642339009,-1.461173460969,-0.875159527990746,1.05737587011719,-1.42455104597173,1.40768290626462,-1.14376741378465,1.48805781448779,0.41579243296987,-1.65459901050775,-0.864814441770651,-0.467398641430993,-0.112113166316631,-0.965575977916019,0.396690973788274,-0.976020426098339,0.833929159776042,0.81658768019819,1.25666184304233,1.22093717526089,0.827916347884609,-0.954386148364898,-1.48094057349445,-1.12582223043162,1.26660049500001,1.82131513229645,-1.00197996695516,-0.170582465940441,1.59320968560223,0.748428122797261,1.91194657151921,1.88450342152173,-0.408801873726072,-0.939831263938637,1.84828175098666,-32261570.3679469
"4",1.58231076012817,-1.68596382130535,-1.41153469450254,-1.49493253301257,0.182684582146038,1.51517754977687,1.41280613581189,-0.634757874654652,-1.36009329804541,0.88630131279537,-0.0497166981971282,-1.50065206255528,1.85975136310435,-0.00196088987532615,-0.210711217863005,-1.61490921200717,-1.01611949826421,0.0372782695609254,1.66155239229598,0.733605459327808,-0.509634484160269,1.07106040845083,0.80952221549446,1.46982636510916,-0.56617210791361,0.845824553662968,1.12069132281925,0.366194868141975,0.381136777565302,-1.82795028821034,-1.09225952119146,0.78100227402541,0.81531962004145,1.52977099922079,-1.43626360595681,-1.2203103635188,1.24228206209617,-0.575537788259795,0.992321434904449,1.23583272655417,-1.01818301841818,-0.356803409983183,-0.207937983626793,0.129266052083182,0.856738482810502,0.073832554151651,0.15369740934219,0.143567031846716,-1.4138167875698,0.277314273129424,1.28484566914584,-1.09427456382534,-0.569973634034758,-1.14781378740019,-0.462294573480453,-1.44374290901184,-1.30053814310651,-1.74314011034088,-1.76954638488935,0.00852000561725613,-0.199856943113595,-1.47267978022013,0.0697470899870058,-0.308117781644543,0.0308655757425291,-1.43712507476662,0.156468951847538,-0.65742574647393,-0.974637486481132,-1.198514082471,-0.999305747664691,-1.26815855866227,-1.61085448864296,-1.83049635512735,1.90899081943147,-1.29826125471465,-1.2736960959681,-1.46161162360312,1.54488067082307,-0.906524734211644,-1.02101165072063,0.19638097462295,-0.0148422097231429,0.025543082404014,0.181992206931407,-1.46116268361834,-0.875152007880251,1.05737023728873,-1.42454606070926,1.40768579444586,-1.143782401777,1.48792727678912,0.415795913165234,-1.654598710461,-0.864817744474856,-0.467403201316133,-0.112106325664934,-0.965576730893513,0.396685274757175,-0.976016002303496,0.833933126779804,0.816579629295474,1.25477784902076,1.22089301706845,0.827911550146509,-0.954388642323242,-1.48094246488322,-1.12583230266788,1.26660704442098,1.8213149916636,-1.00198870366983,-0.170580672863998,1.59321563219072,0.748436767759692,1.91194637339071,1.88449004919213,-0.408799632164433,-0.939827594031585,1.84826950787146,-31484109.036564
"5",1.58230273027237,-1.68596334212505,-1.41153407823577,-1.49493220444722,0.18268539375345,1.51517901963242,1.41280559912588,-0.634758979329898,-1.36009266908238,0.88629971641426,-0.0497178949047974,-1.50065174932898,1.85975102284539,-0.00196009683871432,-0.21070052419567,-1.61490741671335,-1.01611083259516,0.0372781025608903,1.66154969457837,0.733608142203006,-0.509635561920709,1.07106154641554,0.809520583837785,1.46982445525403,-0.566170971011714,0.845824463190063,1.12069295868462,0.366195680136987,0.381133287157633,-1.82795062856982,-1.0922610698144,0.781002534235263,0.815319844975627,1.52977009106022,-1.43626614151102,-1.22031264918922,1.24228327737457,-0.575537499433531,0.99232199443992,1.23583199506617,-1.01818202735544,-0.356799224529498,-0.207907363409573,0.131606977367163,0.856737642620602,0.0738320861205585,0.153755609870307,0.143686644832787,-1.41381616676599,0.277314868655661,1.2847990447119,-1.09427311926004,-0.569974701710665,-1.14781253052521,-0.462139550298181,-1.44374347768049,-1.30053867077636,-1.74313979247178,-1.76954669943798,0.00847345736060307,-0.199926690962004,-1.4726740848042,0.0689544511450191,-0.308115957164708,0.0308239054775183,-1.43712159581999,0.156657230807984,-0.657128191857253,-0.974637825164609,-1.19848889398704,-0.99930860189478,-1.26815435469171,-1.61085465466054,-1.83046637053863,1.90899069752116,-1.2982627313577,-1.27369731115823,-1.46160975303128,1.54488100947299,-0.906525119153882,-1.02101077021586,0.196381182487145,-0.014839157631416,0.0255457579880114,0.181991417994438,-1.46116517310629,-0.87515234904664,1.05736870027596,-1.42454804288811,1.4076855254482,-1.14378363589227,1.48792312554756,0.415796083281299,-1.65460062694126,-0.86481819906849,-0.46740472783921,-0.112105203107771,-0.96557746229923,0.396687961610557,-0.976012709540713,0.833935625993892,0.816581114600113,1.2546679521753,1.22089290470462,0.827913969309052,-0.954387925579006,-1.48094151835408,-1.12583177026808,1.26660832499298,1.82131450323647,-1.00199075762276,-0.170581595659162,1.59321486809806,0.748435726503594,1.91194438466482,1.88449088277672,-0.408798236872374,-0.939827087201608,1.8482704044994,-31440986.8865459
"6",1.58227842156208,-1.6859585910873,-1.41153635476534,-1.49493433657167,0.182685201924636,1.51517506614269,1.41280054829967,-0.634761061748516,-1.36009245799582,0.886300524722546,-0.0497195048631236,-1.50065023098416,1.85974957289898,-0.00192918403928621,-0.210668289499289,-1.61490098764187,-1.01607761584004,0.0372696372117072,1.66154281259904,0.733618405266796,-0.509635282442608,1.07106329871237,0.809516726724024,1.46982011457683,-0.566172011994046,0.845825837643762,1.12068974491501,0.366193278250614,0.381133364432136,-1.827947003388,-1.09225830517383,0.780999645293571,0.815321067944088,1.52977096669028,-1.4362669587527,-1.2203106007788,1.24228189513968,-0.575518049567454,0.992325621114482,1.23583175419333,-1.01818663248506,-0.356784330422381,-0.207841062771757,0.140974481739189,0.856741551456695,0.0738418780714037,0.153978468815084,0.143728043633131,-1.41381018926208,0.27731675821761,1.28461440549884,-1.09427440148971,-0.569970837385358,-1.14781563466097,-0.461527563025261,-1.44374276220959,-1.30054036817196,-1.74313889426274,-1.76955047478794,0.00851324303753201,-0.200027856391517,-1.47266469058143,0.0664624594150981,-0.308114409341494,0.0307751486627171,-1.43709804122712,0.156669130489501,-0.656138196065417,-0.974638131335911,-1.19840635584844,-0.999312468110841,-1.26814148241192,-1.61085354175042,-1.83037549427222,1.9089839579668,-1.29826507023344,-1.27369896964384,-1.46160105706045,1.54488413586965,-0.906525392533616,-1.02100869166726,0.196383755506544,-0.0148370764678112,0.0255478809566543,0.181991565042687,-1.46116576676311,-0.875148741029974,1.05737167570225,-1.42455274604718,1.40768583280197,-1.14377839550723,1.48789500300507,0.415797840758206,-1.65459791307614,-0.864822688279058,-0.467409492072726,-0.11210151110132,-0.96557988529486,0.396686845593795,-0.976006181635194,0.833936172256563,0.816582905567509,1.25417295698606,1.22088665211317,0.827913498428566,-0.954387597245112,-1.480934932874,-1.12583250782492,1.26661023773226,1.82132005633505,-1.00198870659344,-0.170580264999301,1.59321653188068,0.748435195544085,1.91194401112382,1.88446771382652,-0.408793349746633,-0.939826976713854,1.84826947804968,-31272056.4498265
"7",1.58224623383148,-1.68595974170743,-1.41153985526177,-1.49493224837041,0.182683617067313,1.51517474694102,1.41279564928086,-0.634759945258356,-1.36009212004408,0.886303041331904,-0.0497188933386843,-1.50064519824172,1.85975107778117,-0.00193823181508992,-0.21058818707757,-1.61489881971175,-1.0160385230604,0.0372648826784256,1.66153695491694,0.733630592801625,-0.509630508501855,1.07106425319158,0.809518098846561,1.46981896222029,-0.566171690745751,0.845820274069169,1.12069242885956,0.366189616999546,0.381129429746266,-1.82794776243421,-1.09225787767167,0.780998731586543,0.815316423049433,1.52977274128235,-1.43626857816827,-1.22031355234913,1.24228945718803,-0.575507199620423,0.992324139539317,1.23582917781797,-1.01818773842242,-0.356776976317095,-0.207753830109565,0.150142109229658,0.856737083215362,0.0738491145344319,0.154186169762235,0.143785852778926,-1.41380947662412,0.277312107132244,1.28442950691437,-1.09427303947856,-0.569967866402909,-1.14781869046597,-0.460892006380522,-1.44373825732,-1.30053784022902,-1.74313371708602,-1.76955069405975,0.00840950572986531,-0.200283851656411,-1.47265280826408,0.0637934578941619,-0.308116246172592,0.0308189371113104,-1.43705861839347,0.156734903072554,-0.655679950766616,-0.974633004638239,-1.19831757833912,-0.999310454950208,-1.26813227090916,-1.61085647790676,-1.83029425483466,1.90898391029077,-1.29826580118928,-1.27370043401389,-1.46159160084041,1.54488506191206,-0.906531174479152,-1.02101149974821,0.196382267280648,-0.0148377154357853,0.0255483066057617,0.181993704730164,-1.4611653057327,-0.875150230504161,1.05737048130547,-1.42454965684102,1.40768354257784,-1.14377934774801,1.48786982756851,0.415795769716449,-1.65459719045757,-0.864825469935953,-0.467408510967547,-0.112096479177333,-0.965580571808506,0.396683432692636,-0.976006030121189,0.833935572657078,0.816581562348993,1.25364798905442,1.22087703937148,0.82790909058576,-0.954383594094004,-1.48093215687572,-1.12583368012706,1.26661137864153,1.82132195883168,-1.00199489568637,-0.170579511497628,1.59321489846219,0.748436105935931,1.91194475060802,1.88444603592297,-0.408794684728391,-0.939828500339821,1.84826633560917,-31109161.5071507
"8",1.58221037821216,-1.68596225324129,-1.41153721518692,-1.49493408329272,0.182682669881584,1.51517668221873,1.41279659453747,-0.634763192263072,-1.36009688204713,0.886304226808091,-0.0497198422713298,-1.50064639445977,1.85975422349557,-0.00194121621515214,-0.210532880924169,-1.61489988098151,-1.01600211542364,0.0372619386785713,1.66153434702127,0.733634870477156,-0.509628179256841,1.07106167195026,0.809521620876783,1.46981692474438,-0.566174286636017,0.845822125846866,1.12068810379183,0.366184699651326,0.38112876941286,-1.82794724565616,-1.09225661932893,0.781001469120534,0.815317403484437,1.52977540720871,-1.43626894215936,-1.22031553783216,1.24228724722838,-0.575491111760643,0.992325520269789,1.2358242692006,-1.01818727188115,-0.356769221974009,-0.207682092374812,0.159142143770862,0.856734042869668,0.0738539602148081,0.154413397838753,0.143840836270244,-1.41380639689894,0.277310673843055,1.28426006058548,-1.09427057139808,-0.56996488344506,-1.14781850633242,-0.460265255180812,-1.44373912069336,-1.30054416999955,-1.74312786630005,-1.76955324638243,0.00847067894134432,-0.200360336117259,-1.47264180071597,0.0613009853704475,-0.308118443857777,0.0306407731619584,-1.43704412820713,0.156690926161239,-0.654198797290485,-0.974635278826275,-1.19822360395576,-0.999311819352744,-1.26811748498538,-1.61085422129723,-1.8301815410306,1.90897927539636,-1.29826167633194,-1.27370270164151,-1.46158153981421,1.54488554705874,-0.906527365347587,-1.02100996265418,0.196389621868602,-0.0148380434497718,0.0255497214373576,0.181995713793178,-1.46116512577192,-0.875156896696676,1.05737093330661,-1.42455462606677,1.40769245493069,-1.1437798907276,1.48784690687404,0.415797363226763,-1.65460161401816,-0.86482653346253,-0.467410134077529,-0.112096503681771,-0.965582591151272,0.396683473132406,-0.976006817810188,0.833936592893855,0.816580940914267,1.25309279735642,1.22086858834715,0.827907448650792,-0.954382835832704,-1.48093092759332,-1.12582964598436,1.26661011665682,1.82131695837104,-1.00199412595349,-0.170576119274765,1.59321226748846,0.748439044483684,1.9119446913391,1.88441668855013,-0.408795114113846,-0.939831002720876,1.84826846511955,-30952558.6276237
"9",1.58220051951417,-1.68596172745115,-1.41153560136156,-1.49493080324954,0.182683362262991,1.51517319317545,1.41279888088053,-0.634763106962251,-1.36009693898043,0.886302503553192,-0.0497181456318529,-1.50064528161672,1.85975328200224,-0.00193615805594191,-0.210518437765708,-1.61490486538869,-1.01599333571727,0.0372605448786385,1.66153615431971,0.73363651222315,-0.509629377539644,1.07106052887505,0.809521626544441,1.46981487959442,-0.566174129600993,0.845822633632384,1.12068435935373,0.36618382170568,0.381126410915066,-1.82794868168577,-1.09225515185093,0.781002999655093,0.815316685598983,1.52977678117246,-1.43626911694192,-1.22031454188938,1.24228827576622,-0.575486108704053,0.992324560103823,1.23582538871788,-1.01818576217001,-0.356765842169046,-0.207687213045671,0.161329863606632,0.856736155484334,0.0738547373725216,0.154480238744903,0.143742449705478,-1.41380509336028,0.277310217470447,1.28421063542964,-1.09426895908204,-0.569964208653915,-1.14781835351215,-0.460110824813252,-1.44373884309609,-1.30054412776532,-1.74312797522713,-1.76955272965108,0.00834623474127233,-0.200353530305243,-1.47264037037849,0.0606249715449041,-0.308118437046482,0.0306072423476041,-1.43704213869576,0.156675442250247,-0.654037384625306,-0.974634917110642,-1.1982003551984,-0.999310245833363,-1.26811582672599,-1.61085354633911,-1.83016226975292,1.90898193865279,-1.2982616666354,-1.27370405332218,-1.46158057125289,1.54488572282848,-0.906524774470295,-1.02101065650856,0.19638834569051,-0.0148375918607865,0.0255481836685169,0.181994430321634,-1.46116261209482,-0.875156697737636,1.05737258814138,-1.42455393917849,1.40769148493086,-1.14378072044209,1.48783445975125,0.415795631916276,-1.65459964447639,-0.864824871283083,-0.467411388727423,-0.112096517673725,-0.96558047728631,0.39668167715753,-0.976004952376924,0.833937757066377,0.816580338490786,1.25297989454093,1.22086450774941,0.827905579244756,-0.9543831279836,-1.4809308034001,-1.12582880959371,1.26661008732663,1.82131698492856,-1.00199348497896,-0.170575153895472,1.59321256634742,0.748439211444423,1.91194449591551,1.88441150079462,-0.408794864322422,-0.939832222328772,1.84826759323523,-30914859.5687602
"10",1.58219169530137,-1.68596178861181,-1.41153698968175,-1.49493198357351,0.182682782334855,1.51517208724322,1.41279911105491,-0.634763862729218,-1.36009842953865,0.886302174854724,-0.0497224215217021,-1.50064452157634,1.85975246006799,-0.00194034648211578,-0.210506242904168,-1.61490060772374,-1.01598422138525,0.0372594608277086,1.66153819279483,0.733639306366127,-0.509632350675423,1.07106337223684,0.809521413337264,1.46981398496161,-0.566174778612081,0.845824067712649,1.12068439465073,0.366187279587352,0.381127098060273,-1.82794934596129,-1.09225453663861,0.781002184306326,0.815316686884737,1.52977721579102,-1.43626973624038,-1.22031534615921,1.24228712931981,-0.575482148094792,0.992324888456225,1.23582450480003,-1.01818602913269,-0.356764101361103,-0.207626730242277,0.163509964829001,0.856735457911751,0.0738559763574933,0.154533418263092,0.143868666556781,-1.41380374651523,0.277310808378262,1.28417050130789,-1.09426668517374,-0.569966313372253,-1.14781597458817,-0.459936622385782,-1.44373827814133,-1.3005453301381,-1.74312984690701,-1.76955135366927,0.00847803512273464,-0.200341290047156,-1.47263743283351,0.0599707706044565,-0.30811857017163,0.0305918135579792,-1.43703203565213,0.156613233100191,-0.653890049645049,-0.974634388325018,-1.19818133324811,-0.999308831209578,-1.26811099373944,-1.61085066742858,-1.83014257956209,1.90898192027791,-1.29826087744382,-1.27370393045788,-1.46157832022373,1.54488567809816,-0.906523105338268,-1.02100929708766,0.196385753020768,-0.014837077048434,0.025549092014924,0.181995549897371,-1.4611624888106,-0.875157677115953,1.05737062401976,-1.4245540371631,1.40768900411482,-1.1437794556132,1.48781922319742,0.415795695570835,-1.65460062362504,-0.864825914400214,-0.46741098193772,-0.112093778380383,-0.965582335315443,0.396680776156526,-0.976005255449981,0.833942251806828,0.816583042929117,1.25282790374391,1.22086314684909,0.827904900912365,-0.954383713817319,-1.48092812064873,-1.12582945208782,1.26660968641579,1.82131703591337,-1.00199226130559,-0.170575356476909,1.59321512635181,0.748438027886908,1.91194269043499,1.88440452277616,-0.408795041266089,-0.939834232791802,1.84826586856158,-30877329.0889799
