"","ageb","age0","b0","cage","cb","c0","dage","db","dc","d0","eage","eb","e0","fage","fb","fc","fd","fe","fg","f0","gage","gb","gc","gd","g0","hage","hb","hc","hd","he","hf","hg","h0","i1age","i1b","i1c","i1d","i1f","i1g","i1h","i10","jage","jb","jf","jg","ji1","j0","kage","kb","kc","kd","ke","kf","kg","kh","ki1","kj","kl","k0","lage","lb","ld","lf","lg","lj","l0","mage","mb","mc","mf","mg","mj","mk","ml","mlabel","m0","nage","nb","nf","ng","nj","nk","nl","n0","oage","ob","oe","of","og","oi1","oj","ok","ol","on","o0","page","pb","pf","pg","ph","pi1","pj","pk","pl","pm","po","plabel","labelage","labelb","labelc","labeld","labelf","labelg","labelh","labeli1","labelj","labelk","labell","labelo","label0","lp__"
"1",1.09912758629754,1.23869338415845,1.2158705682827,0.380295518081329,1.64094206571854,1.87170662571829,-0.684745579401118,1.14582736617725,1.39757604354397,-1.61217477085077,-1.70307766909146,-0.785055876308151,-1.59419167675202,0.10959167269812,0.0215997063635871,-0.0673527083682007,0.0215224860388931,-0.957022123599556,1.05078224943344,-0.465238407172277,-1.64230162978076,1.4266649608939,1.46049450194323,1.64254870061882,-0.667417058932583,0.267755181450898,-1.06290952900991,-1.12671460368831,-1.39132211673443,0.892221760222603,-0.398910659370001,-0.0974153057351199,0.144505493544305,-1.90806023828672,-0.626750327331648,0.909548603287259,-0.940957150175663,1.2543463404208,1.79228078800577,1.21956595527978,-0.512489543481597,-1.97708376804348,-1.00588843876653,0.204702176219155,-1.16631585692512,-0.739517195076826,-1.03779347990063,0.0215908416325924,-0.395038781619859,-1.37513335975225,-0.556571958180626,-0.671903050037186,-1.42672732602901,0.53571002498454,-0.803366474296917,0.559294040292301,0.764632171021251,0.730649095046543,-1.64882527714783,-1.77853783918621,-1.50271481914695,0.0284583901928603,0.0175262625851711,-0.939189760826452,-0.0979092654398164,-0.70980207069572,-0.888319682865234,0.182352441125534,-1.93110842688516,-0.658778440503695,0.452726159964812,-0.354682083002603,0.176344460964649,-0.519849007554041,1.02128574646938,1.84376894747567,1.47997962940951,-1.06286371986866,-1.42945308668723,-0.513085091263135,0.872536663861801,-1.63345083880653,-0.445031363470256,-0.164282938749791,1.04181591096948,0.543701929808386,-1.51645073530356,1.18340880764917,0.207225075908748,0.706734572965509,1.98460352150523,-0.375595202318082,0.624550972992054,-1.24403626657346,0.542734234684503,0.0934213430508615,-1.2657020609682,-1.12069023807281,-0.243249080257409,-0.961223458980808,-0.127220798310775,-0.261865085571309,1.99677397769796,0.122491478283481,-1.13347140145182,1.09406521277802,-0.896917824360231,-0.504252990023448,0.109174089096126,0.720519446728785,1.73474922099503,1.69612775779554,1.70509040163245,-1.71875118541441,0.175236132048005,-0.0802719082939302,0.370999130869248,-0.670756317767255,1.27593040056762,-0.549881976296736,-41935291.4195391
"2",1.09912685996562,1.23869341503263,1.21587082730664,0.38029553433775,1.64094179328469,1.87170613331065,-0.684746140592038,1.14582736288022,1.39757618971672,-1.61217481688121,-1.70307796328863,-0.785056454358425,-1.59419231549894,0.109591561372683,0.0215918513257387,-0.0673524717435709,0.0215359503726999,-0.957021170276012,1.05078186759696,-0.465238125479754,-1.6423012239325,1.42666488960803,1.46049515862275,1.6425487753778,-0.667416317353285,0.267754786439185,-1.06290913624052,-1.12671456273333,-1.39132173213771,0.892221575458984,-0.398910621675129,-0.0974154613749067,0.144505360765641,-1.90806067430718,-0.626750197860485,0.909548429652343,-0.940956754788444,1.25434544342093,1.79228095192899,1.21956599553622,-0.512490008897475,-1.97708366930158,-1.00588832484274,0.204758254241871,-1.16631640468275,-0.73951667275956,-1.03779357114105,0.0215905371398355,-0.39503907898897,-1.37513365250617,-0.556572345370393,-0.671902644643258,-1.42672302646753,0.535709695134863,-0.803366641333502,0.559293539442953,0.764570789955532,0.730624114472958,-1.64882503501285,-1.77853752253873,-1.50271340052498,0.0284578507856174,0.0175120847201212,-0.939189570773187,-0.0978603313793223,-0.709801800179909,-0.888319176410334,0.182338614168967,-1.93110876873265,-0.658778075638205,0.452726469799119,-0.355860292337171,0.176346082034872,-0.519863981462173,1.02128604329718,1.8437693461462,1.47998006547784,-1.06286314012279,-1.42945282861586,-0.513084895484362,0.872536438904826,-1.63345118138529,-0.445031471559294,-0.164283188619849,1.04181636919027,0.543702078833159,-1.51645055821992,1.18340888278059,0.207224745099471,0.706733809749231,1.9846038551948,-0.375594652405051,0.624551047523931,-1.24403642009081,0.54273377386882,0.0934213890497056,-1.26570209680001,-1.12068943462992,-0.24324879890227,-0.961223732794538,-0.127220184113976,-0.261865556995084,1.99677343025574,0.122490889362868,-1.13347131608987,1.09406480896794,-0.896917958018235,-0.504252899184214,0.109174090934892,0.720519461868547,1.73474916297435,1.69612746724494,1.70509036858355,-1.71875134160301,0.175236315196817,-0.0802721514130637,0.37099889702165,-0.67075584296278,1.27593034648722,-0.549882366074496,-41933588.266052
"3",1.09912730826004,1.23869373253745,1.21587122306246,0.380295888453606,1.64094199691944,1.87170618021919,-0.68474642097345,1.14582679512293,1.39757631855389,-1.61217490513748,-1.70307804996541,-0.785056717409387,-1.59419251340966,0.109590573095753,0.0216006665843251,-0.0673543394014057,0.0215388386752696,-0.957020964185204,1.05078200005963,-0.465238135090975,-1.64230083416906,1.42666481853415,1.46049522791322,1.64254870622032,-0.667416292753992,0.267754469725412,-1.06290942353377,-1.126714430046,-1.39132137814908,0.892221378083228,-0.398911223896838,-0.0974158006335115,0.144504868595611,-1.90806083626556,-0.626749938232701,0.909547924856131,-0.940957104100672,1.25434658516088,1.79228135698611,1.21956571522275,-0.512490226070441,-1.97708362217768,-1.00588782573437,0.204822376292424,-1.16631649402505,-0.739516303257802,-1.03779334294495,0.0215902279889001,-0.395038856445664,-1.37513311911592,-0.556572270103539,-0.671902771030936,-1.42671876094586,0.535710301363803,-0.803367028226818,0.559294257668587,0.764513251248351,0.730602149316126,-1.64882502938098,-1.77853726165799,-1.50271284461635,0.0284561330860448,0.0174617544057302,-0.939189893974007,-0.0977961266923853,-0.709801556738693,-0.888319395496413,0.182358038638754,-1.93110863188945,-0.6587774893285,0.452726523514938,-0.357064566605809,0.176342345000797,-0.519860121959841,1.02128564818996,1.84376929380932,1.47998044098231,-1.06286302472172,-1.42945284623987,-0.51308429041333,0.872536258756772,-1.63345094131474,-0.445031186991074,-0.164283129778879,1.04181628502391,0.543701963363001,-1.51645096992182,1.18340896780599,0.207224659599945,0.706734184756345,1.98460345746577,-0.375595031555086,0.6245515572283,-1.2440363239171,0.54273366313369,0.0934210419171159,-1.2657030316873,-1.12068981839173,-0.243248716578405,-0.961223482675335,-0.127220168509209,-0.261865715114208,1.99677348481849,0.122491238336263,-1.13347135238817,1.09406459584791,-0.896918121930604,-0.504253294105502,0.109173913562764,0.720519148776876,1.73474931159056,1.6961282061226,1.70508995897542,-1.71875069590419,0.175235965446357,-0.0802717752478865,0.37099812174186,-0.670755673707294,1.27592976097307,-0.549882327186834,-41931949.6788661
"4",1.09912751503747,1.23869389419627,1.21587125203646,0.380295912285832,1.64094211980745,1.87170629589602,-0.684746557843202,1.14582673884717,1.39757622451787,-1.61217481691465,-1.7030781541708,-0.785056535955665,-1.59419267491207,0.109590340756362,0.0215984807593909,-0.0673537584660425,0.0215463648787329,-0.957020890052007,1.05078206469107,-0.465238265622311,-1.64230077313643,1.42666466381953,1.46049525426435,1.642548660337,-0.667416354950824,0.267754361024237,-1.06290942949975,-1.12671434657392,-1.39132152532619,0.892221222982039,-0.398911241365841,-0.0974158818009905,0.144504860956374,-1.90806100534973,-0.626750165143245,0.909548053284204,-0.940957095182346,1.25434692394585,1.79228117819033,1.21956569610494,-0.51249010055624,-1.97708356321004,-1.00588804921299,0.204825645716185,-1.16631645636866,-0.739516182393772,-1.03779317172239,0.0215900795889347,-0.395038885611683,-1.37513304723638,-0.556572141704663,-0.671902644932708,-1.42671846782969,0.53571029787631,-0.803367152874262,0.5592942034842,0.76450725942402,0.730599115863032,-1.64882503987731,-1.77853747499305,-1.50271313058193,0.0284579638510869,0.0174862901176834,-0.939189852497442,-0.0977945627340883,-0.709801521926085,-0.888319198679745,0.182361069651042,-1.93110885924536,-0.658777443494491,0.45272658825403,-0.357193039731061,0.176342996518064,-0.519851437613718,1.02128574499708,1.84376950376055,1.4799803921359,-1.06286297953027,-1.42945311687574,-0.513084299615847,0.872535924556635,-1.63345083791927,-0.445031252921084,-0.16428300030122,1.04181617001966,0.543702019867199,-1.51645109121049,1.18340876636378,0.207224473732324,0.706734433558705,1.98460356181086,-0.37559511821158,0.624551548694574,-1.24403628169395,0.542733559765164,0.0934209851680063,-1.26570311337392,-1.12068952547669,-0.243248792526974,-0.961223264178001,-0.127220188823617,-0.261865763943122,1.99677370717509,0.12249147441692,-1.13347132137924,1.09406469881695,-0.896918157401887,-0.504253148661987,0.10917381304959,0.720519325428346,1.73474910631972,1.69612817154264,1.7050900192154,-1.71875083749725,0.175235905793775,-0.0802718376743629,0.370997953655283,-0.670755799310598,1.27592967357372,-0.549882137440772,-41931780.6425696
"5",1.09913127099566,1.23869251737073,1.21587739963782,0.380278199414413,1.64093695529776,1.87169507391755,-0.684740639258917,1.14582381301171,1.39758015498378,-1.61217410279362,-1.70307409198498,-0.785053080010141,-1.59419468950565,0.109580388234342,0.0215461446819417,-0.0673606639729778,0.021671468469615,-0.957019884217484,1.05077867561353,-0.465203525309706,-1.64229893723991,1.42667116381562,1.46049929554468,1.64254657291745,-0.667424882953051,0.267748903437402,-1.06290593276293,-1.1267247181491,-1.39132052937515,0.892224807141742,-0.398916363821448,-0.0974124239170143,0.144503410658598,-1.90805073192742,-0.626738490708848,0.909551642127515,-0.940963818564781,1.25439165801796,1.79228041667616,1.21956241444183,-0.512499903334013,-1.97704292804473,-1.0057917968131,0.209216979825866,-1.16631713180716,-0.73950131490137,-1.0378074868805,0.0215932531408089,-0.395024169303246,-1.37513322142541,-0.556565994529281,-0.671908857201219,-1.42545709461372,0.535704897512305,-0.803365448806834,0.559293285075973,0.751013501010763,0.724978105304594,-1.64882740727926,-1.7784160547775,-1.50224307961777,0.0281898879504634,0.015663988045434,-0.939183966269029,-0.0733547950613118,-0.709811301445379,-0.888314306559955,0.184655248210149,-1.93111031539675,-0.658674575741526,0.452727807255799,-0.530031068782352,0.176240657074103,-0.519478409245403,1.02129048456612,1.8437681211084,1.47997834758915,-1.06286468777916,-1.42944223118891,-0.513078601972231,0.872543899723363,-1.63345057308045,-0.445028931093166,-0.164277775091592,1.04181736403045,0.54369893054867,-1.51644565942778,1.18340544178681,0.207219779428202,0.706727167681355,1.98458636195122,-0.375593723195211,0.624530917650567,-1.24403275392111,0.542732174125116,0.0934306478650465,-1.26570793885224,-1.1206875642221,-0.243250965497763,-0.961215622931164,-0.127222170391978,-0.261884787098977,1.99676392448888,0.122443383455128,-1.13347312309889,1.09406517706945,-0.896914899468907,-0.504250679036597,0.109177049612999,0.720513044495109,1.73474262947998,1.69612040401245,1.70509170883391,-1.71875109986269,0.175232633650953,-0.0802787187475504,0.370996367758924,-0.67075692814908,1.27592773320154,-0.549877564117857,-41657080.2419752
"6",1.09913140599192,1.23869227763245,1.21587748596011,0.380278050580104,1.64093682147274,1.87169490804952,-0.684740554068325,1.14582372024686,1.39758009530283,-1.61217414158908,-1.70307401997438,-0.785052997671665,-1.59419477600648,0.109580521352321,0.0215460376195093,-0.067361109131181,0.0216725182795905,-0.957020115473538,1.050778521318,-0.465203557609919,-1.64229884593957,1.42667110004797,1.46049929972063,1.64254658904968,-0.667424695604072,0.267748967208389,-1.06290585450801,-1.12672471830411,-1.39132043570656,0.892224822103355,-0.398916297735816,-0.0974125105453902,0.144503288771103,-1.90805068764998,-0.626738468496494,0.909551449749199,-0.940963794789179,1.25439226676973,1.7922804823638,1.21956232512703,-0.512499913364645,-1.97704270957042,-1.00579195589477,0.209213250620021,-1.16631711917714,-0.739501278689126,-1.0378075572075,0.0215933464744547,-0.395024152042833,-1.37513318250921,-0.55656601520564,-0.671908917177728,-1.42545638625979,0.535704985849749,-0.803365442739992,0.559293180027815,0.751008258277063,0.724975027240781,-1.64882735745815,-1.77841599371182,-1.50224288726734,0.0281879846249307,0.015663507615933,-0.93918395135653,-0.0733550092222018,-0.709811351588371,-0.888314297558839,0.184653947719793,-1.93111025083262,-0.658674325494112,0.452727792039464,-0.530001129855502,0.176239940090592,-0.519480902051413,1.02129055724023,1.84376829837813,1.47997832337724,-1.06286470321084,-1.42944232188866,-0.513078713027679,0.872543886659001,-1.63345049067159,-0.445028916276439,-0.164277862332866,1.04181723549747,0.543699082817282,-1.51644577155191,1.18340540034432,0.207219897764387,0.706727141173316,1.98458621641851,-0.375593825216056,0.624530992982179,-1.24403272800545,0.542732239995847,0.0934308162676718,-1.26570799168915,-1.12068774118639,-0.243250988989266,-0.961215576450806,-0.127222123784255,-0.261884846732304,1.99676395414041,0.122443495256395,-1.13347308576811,1.09406515944316,-0.896914910821493,-0.50425066689626,0.109177117217641,0.720512904237593,1.73474247492936,1.69612036213799,1.70509180782566,-1.71875090183624,0.175232549218471,-0.0802787045962877,0.370996404487671,-0.670756813404539,1.27592774987558,-0.549877530676432,-41656977.1850607
"7",1.09913112827664,1.23869375459021,1.21587855770063,0.380277758022356,1.64093612163154,1.87169411711336,-0.684740844863454,1.14582395232799,1.39758102703896,-1.61217339544769,-1.70307603094779,-0.785053021557999,-1.59419383274558,0.109580544240075,0.0215274751882749,-0.0673471208998851,0.0216664846534656,-0.95701990692831,1.05077844587361,-0.465203207411413,-1.6422999553381,1.42667115470825,1.46050005038563,1.64254773427123,-0.667423620940499,0.267748993320501,-1.06290675659504,-1.12672408018168,-1.39131968753341,0.892223524398911,-0.398916363992221,-0.0974140060275647,0.144503087737936,-1.90805141661118,-0.626736912281006,0.909551320101394,-0.940964414342852,1.25439216786147,1.79228062183698,1.21956203642622,-0.512500670307371,-1.97704025734394,-1.00579205846813,0.208840261391289,-1.16631674401363,-0.739500327450559,-1.03780751466925,0.0215929990525786,-0.395024132117325,-1.37513293382107,-0.556564498899327,-0.671908026101336,-1.42542406887912,0.535704713902034,-0.803363482905291,0.559294001232532,0.750660566667953,0.724813887720764,-1.64882744505709,-1.77841203401014,-1.50223117590347,0.0282003021852499,0.0158162468434953,-0.939183824270735,-0.0730918403337752,-0.709811972877116,-0.888314726528814,0.184681166378797,-1.93111039465484,-0.658672168005438,0.452727456846338,-0.528550304781104,0.17623769893415,-0.518184231528634,1.0212921355798,1.84376800065045,1.47997792260559,-1.06286392657356,-1.42944226973405,-0.513080092001653,0.872542780211249,-1.6334503581824,-0.445028643429095,-0.164278131889511,1.04181761682606,0.543697982894515,-1.51644460930378,1.18340622823018,0.20722044094237,0.706726180482332,1.9845870710905,-0.375593242740789,0.62453042066762,-1.24403222275728,0.542730229314542,0.0934317011198777,-1.26570876771116,-1.12068681903669,-0.243252149381727,-0.961217708272139,-0.127222560515304,-0.261885059369178,1.99676404630438,0.122444118992422,-1.13347149328841,1.09406379090282,-0.89691670079002,-0.504252588985729,0.10917802876698,0.720511123844069,1.73474004198143,1.6961205515988,1.70509283081413,-1.71875071198576,0.17523234440993,-0.0802773276032033,0.370997130170529,-0.670756242169824,1.27592875709867,-0.549877649402956,-41650581.4083011
"8",1.09913125226852,1.23869394831331,1.21587833625641,0.380277247303623,1.64093632957,1.87169413105345,-0.68474062373942,1.14582406417787,1.3975809720954,-1.6121736078676,-1.70307624390025,-0.785053246354629,-1.59419425042959,0.109580685615437,0.021522342564357,-0.0673483991431985,0.0216581914061367,-0.957020024347037,1.0507783467761,-0.465203386637794,-1.64229999315857,1.42667075212713,1.46049992554511,1.64254766701278,-0.667423529198886,0.267748910511764,-1.06290678912579,-1.12672401024476,-1.39131939819763,0.892223681392454,-0.39891619713374,-0.0974138214215204,0.144503155012482,-1.90805125217489,-0.626736793804688,0.909551225753866,-0.940964330526066,1.25439308149185,1.79228036604965,1.21956217790572,-0.512500918947076,-1.97704019373521,-1.00579160988125,0.20882608393639,-1.16631665457784,-0.739500051622317,-1.03780761530339,0.021593293486174,-0.395024119878945,-1.37513292145342,-0.556564596701393,-0.671908296833201,-1.42542185234312,0.535704785920512,-0.803363569319829,0.55929358939267,0.750636854457191,0.724805094421829,-1.64882780920657,-1.77841251146156,-1.50222984080304,0.0282023608443333,0.0158200527293955,-0.939184175319116,-0.0730661777491328,-0.709811664015109,-0.888314876302063,0.184684844474387,-1.93111054400282,-0.658671845439855,0.452727362628919,-0.528458256792035,0.176236684523095,-0.518105265680652,1.02129180710381,1.84376817853884,1.47997800653725,-1.06286416213138,-1.429442302723,-0.5130801438682,0.872542219275332,-1.63345015695007,-0.445028476767978,-0.164278389775059,1.04181778072832,0.543697848937062,-1.5164444876195,1.18340620926636,0.207220445840388,0.706726597646047,1.98458695038857,-0.375593189723268,0.624530139754605,-1.24403252031164,0.542730223212832,0.0934316132820254,-1.2657086880764,-1.12068670765607,-0.243252090317394,-0.961217512423845,-0.127222235013884,-0.261885412869828,1.9967642741145,0.122443744321251,-1.13347144623148,1.09406377140063,-0.896916681417284,-0.504252608264352,0.109178034751431,0.720510612834599,1.7347398177999,1.6961206462956,1.70509326262586,-1.71875123651415,0.175231875065926,-0.0802772198129575,0.370997043275548,-0.670756587592209,1.27592853972736,-0.549877491681522,-41650174.0821998
"9",1.09913102240791,1.23869408102405,1.21587847299938,0.380277195250044,1.64093619256937,1.87169437653734,-0.684740413458718,1.14582374800681,1.39758116938264,-1.61217336526053,-1.70307626711214,-0.785053367250616,-1.59419436463615,0.109580607379201,0.0215304215802147,-0.0673474253644455,0.0216601998839454,-0.957020167094295,1.05077841340145,-0.465203453292943,-1.64229994525358,1.42667042514678,1.46049961862581,1.64254807704286,-0.667423683922361,0.267749234111858,-1.0629066102209,-1.1267236642839,-1.39131947772395,0.892223855401706,-0.398916501388819,-0.0974140258117294,0.14450279596874,-1.90805112722571,-0.626736984884635,0.909551234552894,-0.940964747183691,1.25439232951779,1.79228065901448,1.21956211619612,-0.512500790656225,-1.97704012714461,-1.00579078490684,0.208800085135246,-1.16631682541999,-0.739499853321267,-1.03780744924305,0.021592964808633,-0.395024103316232,-1.37513292086032,-0.55656492009537,-0.671908111044472,-1.42541883538945,0.53570493723711,-0.803363639507068,0.559293517362239,0.750614880193813,0.724796504709785,-1.64882771725498,-1.77841247081142,-1.50222900757204,0.0282041605585011,0.0158561061348238,-0.939184324565665,-0.0730542209856503,-0.709811684648958,-0.888314408365342,0.184679374032163,-1.93111036839539,-0.658671965604065,0.452727023676252,-0.528417688998785,0.176233250740326,-0.518058203521377,1.02129172245675,1.84376767565724,1.47997794844809,-1.0628640233024,-1.42944232200685,-0.513079938098264,0.872542045717326,-1.63345013384125,-0.445028429978313,-0.164278231723736,1.04181802637619,0.543697940697973,-1.51644439539116,1.18340642494862,0.207221062990442,0.706726409340435,1.98458705956855,-0.375593321637416,0.624529886397123,-1.24403284872424,0.542730232450399,0.093431802296814,-1.26570858685757,-1.12068641901481,-0.243252045321585,-0.961217386097211,-0.127222306304652,-0.261885183537297,1.99676426275516,0.122443774041602,-1.13347147710879,1.09406359428878,-0.89691664379401,-0.504252505029544,0.109177943136583,0.720510711949935,1.73473966284646,1.69612085065441,1.70509299639309,-1.71875117272135,0.175232534475946,-0.0802770350086866,0.370996954042527,-0.670756615888926,1.27592833963603,-0.54987795003637,-41649787.677083
"10",1.09913136170286,1.23869448085215,1.21587824836203,0.380277139278864,1.64093578997163,1.87169461123471,-0.684740680489288,1.14582346508704,1.3975808942295,-1.6121728553363,-1.70307600460197,-0.78505291804149,-1.59419484588334,0.109580831405332,0.0215340190327333,-0.0673495070093165,0.0216581232189543,-0.957019771580391,1.0507788643143,-0.465204170395905,-1.64229985267386,1.4266704484149,1.46049968790586,1.64254821383528,-0.667423563788238,0.267748695534407,-1.06290719311544,-1.12672394461207,-1.39131935188753,0.892223714707674,-0.398916463244676,-0.0974149987575274,0.144502272196821,-1.90805110887124,-0.62673704843734,0.909550994892325,-0.940965086083991,1.25439408429747,1.79228066447962,1.21956211487646,-0.51250063768561,-1.97704036629942,-1.00579019061602,0.208762912447924,-1.16631684031995,-0.739499963806514,-1.03780721150233,0.0215926991632302,-0.395024199200952,-1.37513309188708,-0.556565128208149,-0.671908391506666,-1.4254137840949,0.535704826317066,-0.803362869873783,0.55929439287584,0.750570676630386,0.724773538747894,-1.6488278351061,-1.77841254314478,-1.50222759440032,0.0281995036054037,0.0158160843763519,-0.939184828124838,-0.0730229620645917,-0.709812170647262,-0.888314308295719,0.18469704293066,-1.93111080956695,-0.658672034140508,0.452726742284702,-0.528268755200444,0.176232796064922,-0.517891189376457,1.02129160531101,1.84376690047374,1.47997772801806,-1.06286398801713,-1.42944198628043,-0.513079853917793,0.872542554132159,-1.63344967585642,-0.445028421747396,-0.164278494010699,1.04181846966651,0.543697420859286,-1.51644413448741,1.1834066423999,0.207221867805111,0.706726385159055,1.98458718717633,-0.375593370864851,0.624530043390183,-1.24403232970185,0.54273106172852,0.0934314775820158,-1.26570873084094,-1.12068687975778,-0.243251880404312,-0.961217516454439,-0.127222056504264,-0.261884684831166,1.99676397850836,0.122443328919912,-1.13347144763872,1.09406416676742,-0.896916626933159,-0.504252384591282,0.10917846400287,0.720510402722482,1.73473939658692,1.69612084028226,1.70509265261739,-1.71875060014413,0.175232957226091,-0.0802772818778075,0.370996889553432,-0.670756537614187,1.27592821319002,-0.549877422858396,-41648949.3335339
