"","ageb","age0","b0","cage","cb","c0","dage","db","dc","d0","eage","eb","e0","fage","fb","fc","fd","fe","f0","gage","gb","gc","gd","gf","g0","hage","hb","hc","hd","he","hf","hg","h0","i1age","i1b","i1c","i1d","i1f","i1g","i1h","i10","jage","jb","jf","jg","ji1","j0","kage","kb","kc","kd","ke","kf","kg","kh","ki1","kj","kl","k0","lage","lb","ld","lf","lg","lj","l0","mage","mb","mc","mf","mg","mj","mk","ml","mp","mlabel","nage","nb","nf","ng","nj","nk","nl","no","oage","ob","oe","of","og","oi1","oj","ok","ol","op","olabel","o0","page","pb","pf","pg","ph","pi1","pj","pk","pl","plabel","p0","labelage","labelb","labelc","labeld","labelf","labelg","labelh","labeli1","labelj","labelk","labell","label0","lp__"
"1",-1.59160938170699,1.20033518884498,0.541234956787458,0.449888000031377,-1.4762286627374,1.32448681942164,-1.74920303166604,1.0374221829375,0.962081596336907,-0.764523959143085,0.598891305417984,0.766954584054659,-0.84228178989385,-0.361982565259819,-0.634901025780754,-0.51987897012142,-1.49197812669498,-1.96006884071327,-0.293225528859264,1.14862584999482,1.10598313022245,0.346581506567199,-1.17969765809657,-1.31885802120215,0.739115880306024,-1.20084899614115,-0.175114899487465,1.23628761718414,-1.17824242550971,0.115973390926312,1.88932969708478,-1.79847134697214,0.681259861266414,1.39993627382976,-1.09483004137646,1.47858489868243,-0.595554706288076,1.80619972707109,-1.86094598820933,0.431587407223411,1.90130993620828,0.394592801890366,-0.563878848755027,-0.103916314393202,0.657938698084856,0.165313856861127,1.27011614439799,1.41133498887684,1.4871063963255,0.946772833576808,-1.86444403211898,1.11751436476778,-0.0117781140513141,-0.803934632100394,0.959091404093477,-0.13820206843779,-1.37911359293455,-1.4039720544814,1.49326153323782,-6.45020813596711,-1.96024339379916,-0.728522398425544,0.0684121402695413,0.416981561788044,0.127361271107855,1.52662597353376,-0.0905988365995953,0.646223974090763,-0.583762867117836,-1.91925774173566,1.86699628065315,0.0870314210726592,0.260826302472589,-1.23751282907864,-1.81907456286358,-1.38791204098111,-1.01456003516059,-0.811030850095296,-0.354926012582034,-0.820108270046573,-1.71614239778041,-0.546809808896547,0.649317653616554,-1.40971044565089,-1.42658072528164,0.501186592256151,1.80542498948058,-0.835080186751663,-0.663941989271155,0.91362245054603,-0.578275117961795,1.8988419656497,-1.6673321567466,-0.762943350714091,-0.260538400045132,1.29787699920511,-0.446224810468675,-0.88329637660013,0.706890099938235,-0.704913789362284,0.681394214597482,1.74073852894729,-1.31192565934683,-0.579545115321274,-1.46307861282129,-1.87228674355721,-1.46062889001704,1.44548882595522,-1.51634268256907,-1.29307743704137,0.425608742960926,0.0879080411879812,1.41774166026643,0.456909802417566,1.46316674154358,0.767187294350585,-1.08082962943033,0.969170890158528,-0.223737897619134,-773554386.565291
"2",-1.59160938169658,1.20033518875456,0.541234956801365,0.449887999952378,-1.47622866273072,1.32448681941691,-1.74920303168367,1.03742218293539,0.96208159636481,-0.764523959140183,0.598891305401774,0.766954584060406,-0.842281789851735,-0.361982566276887,-0.634901027434002,-0.519878970301717,-1.49197812666265,-1.96006884069282,-0.293225528876754,1.1486258499516,1.10598313022351,0.346581506547863,-1.17969765809989,-1.31885802117935,0.739115880291149,-1.20084899608761,-0.175114899474115,1.23628761719363,-1.17824242554161,0.115973390923057,1.88932969709533,-1.79847134700526,0.681259861278414,1.39993627374822,-1.094830041375,1.47858489870078,-0.595554706314749,1.80619972706911,-1.8609459881745,0.431587407201484,1.90130993622787,0.394592798802801,-0.563878848737983,-0.103916314411453,0.657938698098138,0.16531385600987,1.27011614440536,1.41133498894589,1.48710639629396,0.946772833594731,-1.86444403210563,1.11751436478569,-0.0117781140706271,-0.803934632080616,0.959091404082836,-0.13820206839567,-1.37911359292341,-1.40397205446505,1.49326153324572,-6.45020814251781,-1.9602433937908,-0.728522398408582,0.0684121404443941,0.416981561774808,0.127361270454888,1.52662597352759,-0.0905988386254205,0.646223974071497,-0.583762867113671,-1.91925774174011,1.86699628068486,0.0870314210328897,0.260826298944784,-1.2375128290844,-1.81907456287592,-1.3879120409932,-1.01456003510745,-0.811030850049925,-0.354926012595563,-0.820108270074347,-1.71614239780481,-0.546809808949067,0.649317653627783,-1.40971044570189,-1.42658072527558,0.501186592271833,1.80542498945682,-0.83508018673142,-0.663941989303348,0.913622450552677,-0.578275117949223,1.89884196568004,-1.66733215675332,-0.762943350731929,-0.260538400037481,1.29787699919122,-0.446224810496478,-0.883296376573832,0.706890099934419,-0.704913789377558,0.681394214570926,1.74073852907779,-1.31192565932777,-0.579545115293944,-1.46307861284,-1.87228674356353,-1.46062888998281,1.44548882596048,-1.516342682561,-1.29307743702093,0.425608742959287,0.0879080411879438,1.41774166027798,0.456909802432224,1.46316674155402,0.76718729434747,-1.08082962946634,0.969170890161526,-0.223737897618558,-773554345.6921
"3",-1.59160938171777,1.20033518864317,0.541234956887525,0.449888000075504,-1.47622866280989,1.32448681943318,-1.74920303173685,1.03742218296257,0.962081596346569,-0.764523959180219,0.598891305346667,0.766954584057359,-0.842281789896902,-0.361982568755613,-0.6349010331528,-0.51987897136407,-1.49197812671046,-1.9600688406908,-0.293225528899125,1.14862584984566,1.10598313022296,0.346581506466928,-1.17969765813001,-1.31885802118798,0.739115880169726,-1.20084899623031,-0.175114899368366,1.23628761713382,-1.17824242556397,0.115973390842271,1.88932969720927,-1.7984713470138,0.681259861274423,1.39993627398577,-1.09483004132531,1.47858489871733,-0.595554706329783,1.80619972713681,-1.86094598825033,0.431587407174829,1.90130993614083,0.39459276840865,-0.563878848765321,-0.103916314439999,0.657938698063157,0.165313848988341,1.27011614436683,1.41133498843882,1.48710639632023,0.946772833626166,-1.86444403210864,1.1175143648381,-0.0117781139743432,-0.803934632094731,0.959091404165572,-0.138202068643893,-1.37911359289199,-1.40397205439889,1.49326153322327,-6.45020813720784,-1.96024339379068,-0.728522398431758,0.0684121384852499,0.416981561708205,0.127361263539523,1.52662597361027,-0.0905988463247543,0.646223974188873,-0.583762867081198,-1.91925774159836,1.86699628073501,0.0870314210311628,0.260826284859658,-1.23751282904147,-1.81907456280176,-1.38791204105101,-1.01456003502453,-0.811030850068586,-0.354926012631996,-0.820108270086542,-1.71614239785375,-0.546809808938603,0.649317653581791,-1.40971044568798,-1.42658072533315,0.50118659215778,1.80542498938479,-0.835080186770317,-0.6639419892912,0.913622450586189,-0.578275117893693,1.89884196566668,-1.66733215677469,-0.762943350660485,-0.260538400030667,1.29787699910142,-0.446224810455612,-0.883296376597931,0.706890099897225,-0.704913789312143,0.681394214485708,1.74073852892819,-1.3119256592761,-0.579545115307102,-1.46307861283166,-1.87228674354509,-1.46062888992843,1.44548882589791,-1.51634268250364,-1.29307743695839,0.425608742936592,0.08790804119227,1.41774166025387,0.456909802369537,1.46316674141875,0.76718729429025,-1.08082962941241,0.969170890100884,-0.223737897683372,-773554056.437448
"4",-1.59160938173577,1.20033518873491,0.541234956791282,0.449888000221762,-1.47622866286398,1.32448681929737,-1.74920303126939,1.03742218300052,0.962081596417275,-0.764523959253725,0.598891305408242,0.766954584095489,-0.842281789975611,-0.361982568655728,-0.634901024292047,-0.51987897038209,-1.49197812660382,-1.96006884061164,-0.293225528990436,1.14862584998962,1.10598313012915,0.346581506406362,-1.17969765811188,-1.31885802118421,0.739115880260937,-1.20084899622067,-0.175114899335059,1.23628761715292,-1.17824242556653,0.11597339073505,1.88932969727443,-1.79847134696635,0.68125986130859,1.39993627437085,-1.09483004135306,1.47858489879027,-0.595554706335172,1.80619972716885,-1.86094598821388,0.43158740721594,1.90130993620568,0.3945927371267,-0.563878848831902,-0.10391631436014,0.657938698000199,0.165313841668253,1.27011614437541,1.4113349878926,1.48710639633435,0.946772833581038,-1.86444403206936,1.11751436485452,-0.0117781138982196,-0.803934632096399,0.959091404058697,-0.138202068969621,-1.3791135927824,-1.40397205444092,1.49326153319751,-6.45020814209394,-1.96024339374557,-0.728522398340945,0.0684121364639342,0.416981561685857,0.127361261307207,1.52662597356605,-0.0905988513701939,0.646223974156322,-0.58376286711473,-1.91925774162853,1.86699628073385,0.0870314209559223,0.260826265807169,-1.23751282903926,-1.81907456283758,-1.3879120410465,-1.01456003508763,-0.811030850111794,-0.354926012635837,-0.820108270058693,-1.71614239773314,-0.546809808864203,0.64931765354307,-1.4097104456764,-1.42658072540408,0.501186592179044,1.8054249893221,-0.835080186792393,-0.663941989268761,0.913622450574492,-0.578275117854966,1.89884196566757,-1.66733215673201,-0.762943350707386,-0.260538400061148,1.29787699917602,-0.446224810482361,-0.883296376544326,0.706890099827782,-0.704913789232458,0.68139421464267,1.74073852891037,-1.31192565920951,-0.579545115266,-1.46307861285165,-1.87228674353864,-1.46062888984211,1.44548882581413,-1.51634268251115,-1.29307743699988,0.425608742980186,0.0879080411426616,1.41774166022055,0.456909802364686,1.46316674144003,0.767187294233744,-1.08082962950417,0.969170890068438,-0.223737897770056,-773553763.635072
"5",-1.59160938173601,1.20033518874026,0.541234956798908,0.449888000226988,-1.47622866287645,1.32448681929231,-1.74920303121355,1.0374221829957,0.962081596405856,-0.764523959260628,0.598891305397009,0.766954584089017,-0.842281789975351,-0.361982568438059,-0.634901023232017,-0.519878970284877,-1.49197812661281,-1.96006884061831,-0.293225528996103,1.14862584998689,1.10598313013447,0.346581506398465,-1.1796976581148,-1.31885802119595,0.739115880257168,-1.20084899621088,-0.17511489934567,1.23628761715437,-1.17824242555947,0.115973390735326,1.88932969726514,-1.79847134697287,0.681259861311034,1.39993627443961,-1.09483004136901,1.47858489881134,-0.595554706326099,1.80619972717658,-1.86094598819843,0.4315874072139,1.90130993620967,0.394592735887533,-0.563878848844442,-0.103916314349521,0.657938697989702,0.165313842055422,1.27011614437533,1.41133498792499,1.48710639632123,0.946772833579453,-1.8644440320664,1.11751436485078,-0.0117781138984197,-0.803934632090075,0.959091404051111,-0.138202068991222,-1.37911359276167,-1.40397205444221,1.49326153319502,-6.45020814067533,-1.9602433937456,-0.728522398357277,0.0684121365848975,0.4169815616828,0.1273612615207,1.52662597355111,-0.0905988517714172,0.646223974167157,-0.583762867133233,-1.91925774163775,1.8669962807411,0.0870314209657905,0.260826264220077,-1.23751282905622,-1.81907456281105,-1.38791204103855,-1.01456003507416,-0.811030850114907,-0.35492601263348,-0.820108270049886,-1.71614239772502,-0.546809808857668,0.649317653544643,-1.4097104456656,-1.42658072542096,0.501186592194447,1.80542498932,-0.835080186800733,-0.663941989275087,0.913622450588902,-0.57827511784404,1.89884196569421,-1.66733215673306,-0.762943350718589,-0.260538400065892,1.29787699917972,-0.446224810476453,-0.883296376534625,0.706890099813975,-0.704913789206704,0.681394214649768,1.74073852892833,-1.31192565919592,-0.579545115272341,-1.46307861285251,-1.87228674353555,-1.46062888985075,1.44548882581076,-1.5163426824913,-1.29307743698872,0.425608742991002,0.0879080411499353,1.41774166020433,0.456909802351483,1.46316674144756,0.767187294243597,-1.08082962949313,0.969170890055266,-0.223737897762342,-773553754.728227
"6",-1.59160938172303,1.20033518871358,0.541234956795745,0.449888000175055,-1.47622866288845,1.32448681929733,-1.74920303108724,1.03742218301772,0.96208159635318,-0.764523959207711,0.598891305357144,0.766954584070848,-0.842281789947027,-0.361982569343057,-0.634901025950666,-0.519878971086962,-1.49197812660019,-1.96006884067151,-0.293225529019659,1.14862585000722,1.10598313015758,0.346581506415155,-1.17969765813559,-1.3188580212503,0.739115880262253,-1.20084899616648,-0.175114899296497,1.23628761718835,-1.17824242560612,0.115973390758642,1.88932969724588,-1.79847134696734,0.68125986133614,1.39993627452047,-1.09483004136394,1.47858489878955,-0.595554706302493,1.80619972723616,-1.86094598819535,0.431587407148976,1.90130993623959,0.394592723443439,-0.563878848864314,-0.103916314404927,0.657938698000034,0.165313838413204,1.27011614434222,1.41133498820386,1.48710639631155,0.946772833549277,-1.86444403206148,1.11751436482876,-0.011778113870819,-0.803934632149018,0.959091404046696,-0.138202069200381,-1.37911359279505,-1.4039720544686,1.49326153306285,-6.45020813782405,-1.96024339373908,-0.728522398408752,0.0684121363672642,0.416981561662044,0.12736125871675,1.52662597355209,-0.0905988546851833,0.646223974137934,-0.583762867128718,-1.91925774162836,1.86699628071285,0.0870314209596163,0.260826255182469,-1.23751282909413,-1.81907456283091,-1.38791204105025,-1.01456003517499,-0.81103085010058,-0.354926012594796,-0.820108270038003,-1.71614239766215,-0.546809808819803,0.64931765354801,-1.40971044561228,-1.42658072538801,0.501186592230332,1.8054249893058,-0.835080186849901,-0.663941989287197,0.913622450552972,-0.578275117831857,1.89884196566829,-1.66733215673179,-0.762943350724125,-0.260538400087967,1.29787699922722,-0.446224810544468,-0.883296376569432,0.706890099845621,-0.704913789218127,0.681394214649152,1.74073852911206,-1.31192565925851,-0.5795451152351,-1.4630786128461,-1.87228674356085,-1.46062888989645,1.44548882579848,-1.51634268246788,-1.29307743694952,0.425608742994405,0.0879080412166774,1.4177416601922,0.456909802329804,1.46316674138887,0.767187294256148,-1.08082962948425,0.969170890013138,-0.22373789777167,-773553621.218831
"7",-1.59160938147154,1.20033518847199,0.541234956824294,0.449887999902469,-1.47622866287157,1.32448681911679,-1.74920303108909,1.03742218306751,0.962081596401844,-0.764523959197445,0.598891305406029,0.766954584094166,-0.842281789985398,-0.361982577463111,-0.634901023333289,-0.519878968427033,-1.49197812671285,-1.9600688407857,-0.293225529005885,1.14862585005414,1.10598313018243,0.34658150624502,-1.17969765808382,-1.31885802102355,0.739115880244276,-1.20084899626289,-0.175114899181486,1.23628761713684,-1.17824242535338,0.115973390665583,1.88932969733682,-1.79847134678877,0.681259861395077,1.39993627435137,-1.09483004156457,1.47858489863223,-0.595554706208387,1.80619972733301,-1.86094598829934,0.43158740720896,1.90130993624165,0.394592567548339,-0.563878848974284,-0.103916314451712,0.657938697916987,0.165313800129398,1.27011614423344,1.41133498657698,1.48710639625397,0.94677283335811,-1.86444403202647,1.11751436489351,-0.0117781138883586,-0.803934632277752,0.959091404103545,-0.138202069320861,-1.3791135928788,-1.40397205454354,1.49326153329662,-6.4502081264227,-1.96024339362208,-0.728522398431001,0.0684121369747871,0.416981561585541,0.127361245089258,1.52662597342524,-0.0905988984733443,0.646223974417723,-0.583762867363637,-1.91925774152656,1.8669962806166,0.0870314210225129,0.260826157524142,-1.23751282900943,-1.81907456282779,-1.38791204108856,-1.01456003514306,-0.811030850293397,-0.354926012589202,-0.82010826995558,-1.71614239767446,-0.546809808757719,0.649317653654697,-1.409710445705,-1.42658072516908,0.501186592234668,1.80542498924942,-0.835080186881748,-0.66394198940112,0.913622450579241,-0.578275117778162,1.8988419656869,-1.66733215671329,-0.762943350874953,-0.260538399867822,1.29787699909303,-0.446224810513205,-0.883296376539734,0.706890099620556,-0.704913789035705,0.681394214747443,1.74073852910937,-1.31192565934627,-0.579545115062588,-1.46307861280897,-1.87228674363041,-1.46062888999923,1.44548882581301,-1.51634268223495,-1.29307743717495,0.425608742904364,0.0879080412411798,1.41774166032539,0.456909802218309,1.46316674146619,0.767187294334138,-1.08082962942667,0.96917088995219,-0.223737897770102,-773552081.313112
"8",-1.59160938147493,1.20033518844147,0.54123495683641,0.449887999866735,-1.47622866286798,1.32448681912054,-1.74920303106668,1.03742218306616,0.962081596393263,-0.764523959205625,0.598891305409246,0.766954584089131,-0.842281789996295,-0.361982577772832,-0.634901022805511,-0.519878969128499,-1.49197812672071,-1.96006884077323,-0.293225529013591,1.14862585005904,1.1059831301887,0.346581506240925,-1.17969765806352,-1.31885802100319,0.739115880257421,-1.20084899627423,-0.175114899177197,1.23628761712487,-1.17824242536233,0.115973390664981,1.8893296973386,-1.79847134678883,0.681259861395325,1.39993627439641,-1.09483004155475,1.47858489864285,-0.595554706197935,1.80619972735324,-1.8609459882923,0.431587407217386,1.9013099362382,0.394592566731749,-0.563878849008786,-0.10391631446315,0.657938697916974,0.165313799785228,1.27011614423556,1.41133498664824,1.48710639623667,0.946772833368167,-1.86444403203378,1.11751436486525,-0.0117781138947877,-0.803934632285799,0.959091404112668,-0.138202069364872,-1.37911359285786,-1.40397205455641,1.49326153330239,-6.45020812447833,-1.9602433936344,-0.728522398413748,0.0684121367754008,0.416981561588318,0.127361244675728,1.52662597341989,-0.0905988981968341,0.646223974413525,-0.583762867356601,-1.91925774152975,1.86699628061749,0.0870314210238552,0.260826156873104,-1.2375128290261,-1.81907456282189,-1.38791204110976,-1.01456003511229,-0.811030850296291,-0.354926012596542,-0.820108269960452,-1.71614239765082,-0.546809808766571,0.649317653666285,-1.40971044570386,-1.42658072516257,0.501186592242066,1.80542498926428,-0.83508018687765,-0.663941989401947,0.913622450545018,-0.578275117780103,1.89884196567996,-1.66733215670766,-0.762943350871621,-0.260538399873217,1.29787699909639,-0.446224810498969,-0.883296376529649,0.706890099634058,-0.704913789032647,0.681394214751291,1.74073852911292,-1.31192565934007,-0.579545115079547,-1.46307861279908,-1.87228674364522,-1.4606288900055,1.44548882581809,-1.51634268223793,-1.29307743717944,0.425608742911636,0.0879080412437706,1.41774166033834,0.456909802205303,1.46316674146237,0.767187294336894,-1.080829629423,0.969170889948702,-0.223737897758305,-773552071.93119
"9",-1.59160938147377,1.2003351884156,0.541234956830406,0.449887999862507,-1.4762286628557,1.32448681913147,-1.74920303106023,1.03742218306329,0.962081596392848,-0.764523959209539,0.59889130540882,0.766954584080085,-0.842281789994052,-0.361982578026568,-0.634901024147475,-0.519878969816271,-1.49197812671571,-1.96006884078431,-0.293225529010255,1.14862585006239,1.10598313018148,0.346581506240293,-1.1796976580538,-1.31885802101796,0.739115880263904,-1.20084899629522,-0.175114899199547,1.23628761711807,-1.1782424253566,0.115973390675358,1.88932969733094,-1.79847134679436,0.681259861373958,1.39993627439331,-1.09483004156296,1.47858489864294,-0.595554706201572,1.80619972737222,-1.86094598831114,0.431587407234171,1.90130993623584,0.394592566174194,-0.563878849002507,-0.103916314462204,0.657938697902167,0.165313799280567,1.27011614424686,1.41133498654505,1.48710639623219,0.946772833376927,-1.86444403204993,1.11751436484513,-0.0117781138973329,-0.803934632291326,0.959091404112955,-0.138202069343356,-1.37911359285039,-1.40397205454538,1.49326153330022,-6.45020812453008,-1.96024339362722,-0.728522398408871,0.0684121371063866,0.416981561607999,0.127361244938181,1.52662597341516,-0.0905988995044364,0.646223974407392,-0.583762867350085,-1.91925774152695,1.86699628064703,0.087031421016698,0.260826156480176,-1.23751282902486,-1.81907456282291,-1.38791204111008,-1.0145600351376,-0.81103085030509,-0.354926012610355,-0.820108269971043,-1.71614239766551,-0.546809808750676,0.649317653689024,-1.40971044571305,-1.42658072515657,0.501186592243879,1.80542498926843,-0.835080186874057,-0.663941989402419,0.913622450548188,-0.578275117773827,1.89884196567343,-1.66733215668471,-0.762943350855138,-0.260538399882329,1.29787699910897,-0.446224810480169,-0.883296376533273,0.706890099629972,-0.704913789024894,0.681394214749878,1.7407385291018,-1.31192565933658,-0.579545115085159,-1.46307861281804,-1.87228674363451,-1.46062889002405,1.44548882582572,-1.51634268223024,-1.29307743718186,0.42560874292329,0.0879080412306232,1.41774166033467,0.456909802197187,1.46316674144758,0.767187294331295,-1.08082962942973,0.969170889939979,-0.22373789776463,-773552061.090943
"10",-1.59160938147377,1.2003351884156,0.541234956830406,0.449887999862507,-1.4762286628557,1.32448681913147,-1.74920303106023,1.03742218306329,0.962081596392848,-0.764523959209539,0.59889130540882,0.766954584080085,-0.842281789994052,-0.361982578026568,-0.634901024147475,-0.519878969816271,-1.49197812671571,-1.96006884078431,-0.293225529010255,1.14862585006239,1.10598313018148,0.346581506240293,-1.1796976580538,-1.31885802101796,0.739115880263904,-1.20084899629522,-0.175114899199547,1.23628761711807,-1.1782424253566,0.115973390675358,1.88932969733094,-1.79847134679436,0.681259861373958,1.39993627439331,-1.09483004156296,1.47858489864294,-0.595554706201572,1.80619972737222,-1.86094598831114,0.431587407234171,1.90130993623584,0.394592566174194,-0.563878849002507,-0.103916314462204,0.657938697902167,0.165313799280567,1.27011614424686,1.41133498654505,1.48710639623219,0.946772833376927,-1.86444403204993,1.11751436484513,-0.0117781138973329,-0.803934632291326,0.959091404112955,-0.138202069343356,-1.37911359285039,-1.40397205454538,1.49326153330022,-6.45020812453008,-1.96024339362722,-0.728522398408871,0.0684121371063866,0.416981561607999,0.127361244938181,1.52662597341516,-0.0905988995044364,0.646223974407392,-0.583762867350085,-1.91925774152695,1.86699628064703,0.087031421016698,0.260826156480176,-1.23751282902486,-1.81907456282291,-1.38791204111008,-1.0145600351376,-0.81103085030509,-0.354926012610355,-0.820108269971043,-1.71614239766551,-0.546809808750676,0.649317653689024,-1.40971044571305,-1.42658072515657,0.501186592243879,1.80542498926843,-0.835080186874057,-0.663941989402419,0.913622450548188,-0.578275117773827,1.89884196567343,-1.66733215668471,-0.762943350855138,-0.260538399882329,1.29787699910897,-0.446224810480169,-0.883296376533273,0.706890099629972,-0.704913789024894,0.681394214749878,1.7407385291018,-1.31192565933658,-0.579545115085159,-1.46307861281804,-1.87228674363451,-1.46062889002405,1.44548882582572,-1.51634268223024,-1.29307743718186,0.42560874292329,0.0879080412306232,1.41774166033467,0.456909802197187,1.46316674144758,0.767187294331295,-1.08082962942973,0.969170889939979,-0.22373789776463,-773552061.090943
